SA3_MAIN11,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot,SA3_NAME11
10604,55,63,118,88,72,160,52,237,289,104,652,756,649,378,1027,627,362,989,503,255,758,534,226,760,546,179,725,949,237,1186,708,33,741,844,205,1049,552,22,574,188,9,197,279,23,302,746,65,811,169,167,336,7593,3185,10778,Upper Hunter
10701,147,125,272,245,222,467,147,790,937,334,1947,2281,2337,893,3230,1814,569,2383,1611,405,2016,1595,383,1978,1466,244,1710,2506,311,2817,1945,41,1986,1281,149,1430,896,12,908,372,0,372,428,3,431,1822,79,1901,418,387,805,19364,6560,25924,Dapto - Port Kembla
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,Illawarra Catchment Reserve
10703,122,120,242,231,180,411,138,708,846,340,1744,2084,2302,1006,3308,1973,694,2667,1909,526,2435,1774,436,2210,1772,285,2057,3173,377,3550,2492,34,2526,1805,205,2010,1216,18,1234,495,4,499,601,3,604,2259,84,2343,448,350,798,23050,6774,29824,Kiama - Shellharbour
10704,276,522,798,348,498,846,208,1488,1696,423,3109,3532,2650,1924,4574,2477,1336,3813,2291,1063,3354,2053,1060,3113,2053,859,2912,3780,1076,4856,3412,200,3612,2882,653,3535,2297,77,2374,888,32,920,1347,35,1382,2913,396,3309,498,720,1218,30796,15048,45844,Wollongong
10801,71,78,149,143,119,262,61,410,471,164,1160,1324,1371,827,2198,1231,487,1718,1021,264,1285,699,154,853,666,86,752,745,105,850,433,11,444,271,62,333,179,0,179,56,3,59,88,3,91,815,52,867,198,307,505,8212,4128,12340,Great Lakes
10802,84,104,188,204,182,386,120,731,851,303,1816,2119,2074,1029,3103,1756,647,2403,1517,383,1900,1246,246,1492,974,123,1097,1189,151,1340,681,11,692,335,88,423,193,5,198,53,0,53,110,4,114,1204,66,1270,310,308,618,12353,5894,18247,Kempsey - Nambucca
10803,0,3,3,3,3,6,0,0,0,3,4,7,6,10,16,5,9,14,10,8,18,9,0,9,10,3,13,16,0,16,3,3,6,5,3,8,3,0,3,0,0,0,0,0,0,16,0,16,0,0,0,89,46,135,Lord Howe Island
10804,122,159,281,286,255,541,131,868,999,331,2426,2757,2848,1550,4398,2573,996,3569,2356,618,2974,1867,450,2317,1730,254,1984,2212,339,2551,1477,43,1520,911,170,1081,673,5,678,233,9,242,278,4,282,1866,90,1956,391,549,940,20285,8785,29070,Port Macquarie
10805,102,122,224,256,167,423,129,707,836,287,1858,2145,2189,998,3187,1885,662,2547,1610,401,2011,1384,287,1671,1179,162,1341,1488,182,1670,909,29,938,458,94,552,295,3,298,109,0,109,120,0,120,1285,79,1364,343,356,699,14028,6107,20135,Taree - Gloucester
10101,138,159,297,235,248,483,123,694,817,302,1823,2125,1768,1145,2913,1607,812,2419,1558,530,2088,1552,499,2051,1412,321,1733,2311,380,2691,1770,29,1799,1131,196,1327,858,11,869,333,0,333,547,6,553,1917,73,1990,354,409,763,17916,7335,25251,Goulburn - Yass
10102,69,96,165,83,96,179,72,291,363,124,817,941,616,555,1171,626,519,1145,651,512,1163,777,560,1337,894,496,1390,1783,629,2412,1803,86,1889,1464,389,1853,1377,29,1406,724,20,744,1342,13,1355,1369,81,1450,185,210,395,13959,5399,19358,Queanbeyan
10103,24,48,72,66,83,149,33,207,240,83,503,586,436,348,784,442,281,723,467,200,667,440,162,602,395,100,495,604,114,718,472,16,488,276,81,357,188,16,204,62,0,62,82,0,82,483,36,519,98,107,205,4651,2302,6953,Snowy Mountains
10104,132,169,301,291,245,536,152,847,999,354,2182,2536,2684,1509,4193,2326,995,3321,2375,620,2995,1924,441,2365,1554,259,1813,2027,276,2303,1263,41,1304,659,130,789,409,6,415,133,3,136,160,3,163,1909,100,2009,413,488,901,18765,8314,27079,South Coast
10901,105,139,244,160,208,368,115,616,731,293,1525,1818,1401,1132,2533,1305,958,2263,1294,662,1956,1350,539,1889,1249,362,1611,2108,394,2502,1666,84,1750,911,187,1098,617,25,642,210,13,223,309,8,317,1374,142,1516,306,393,699,14773,7387,22160,Albury
10902,47,39,86,62,44,106,30,137,167,79,344,423,377,200,577,351,183,534,335,115,450,317,80,397,285,48,333,360,44,404,244,8,252,126,25,151,89,0,89,31,0,31,60,0,60,394,14,408,119,84,203,3306,1365,4671,Lower Murray
10903,140,121,261,194,135,329,92,479,571,189,1327,1516,1500,825,2325,1184,596,1780,1196,427,1623,966,310,1276,1004,166,1170,1320,161,1481,826,19,845,415,80,495,277,7,284,70,0,70,128,3,131,1116,45,1161,312,386,698,10929,5087,16016,Upper Murray exc. Albury
11001,72,98,170,128,130,258,66,392,458,177,853,1030,855,669,1524,880,533,1413,839,346,1185,874,286,1160,762,180,942,1172,202,1374,824,27,851,473,105,578,348,5,353,142,3,145,174,0,174,949,86,1035,193,204,397,8928,4119,13047,Armidale
11002,126,135,261,219,186,405,128,516,644,218,1362,1580,1555,740,2295,1270,537,1807,1175,308,1483,942,204,1146,832,97,929,989,143,1132,615,17,632,269,52,321,181,6,187,62,0,62,103,0,103,1069,36,1105,282,321,603,10035,4660,14695,Inverell - Tenterfield
11003,91,65,156,92,92,184,63,250,313,127,548,675,577,341,918,533,336,869,567,237,804,536,238,774,590,149,739,820,133,953,619,12,631,357,83,440,264,11,275,77,3,80,154,3,157,740,30,770,248,213,461,6455,2744,9199,Moree - Narrabri
11004,142,170,312,233,221,454,190,807,997,358,2102,2460,2359,1354,3713,2149,1009,3158,1938,639,2577,1871,518,2389,1832,373,2205,2514,414,2928,1835,64,1899,1046,233,1279,766,16,782,234,5,239,350,6,356,2032,112,2144,514,530,1044,20363,8573,28936,Tamworth - Gunnedah
11101,163,192,355,259,268,527,171,998,1169,387,3207,3594,2964,1808,4772,2804,1211,4015,2621,848,3469,2474,727,3201,2311,529,2840,4224,655,4879,3478,103,3581,2694,362,3056,2079,22,2101,894,13,907,1150,15,1165,3095,190,3285,593,648,1241,32361,11796,44157,Lake Macquarie - East
11102,123,109,232,218,146,364,119,570,689,239,1665,1904,1950,1111,3061,1864,659,2523,1641,512,2153,1607,431,2038,1533,274,1807,2495,340,2835,1914,50,1964,1331,191,1522,916,14,930,372,3,375,463,11,474,1937,91,2028,364,351,715,19086,6528,25614,Lake Macquarie - West
11103,217,394,611,325,513,838,250,1912,2162,544,4642,5186,3359,2610,5969,3198,2066,5264,2968,1610,4578,2972,1718,4690,2923,1242,4165,5120,1650,6770,4469,432,4901,3489,957,4446,2568,147,2715,1079,76,1155,1497,73,1570,3694,799,4493,635,993,1628,39307,21834,61141,Newcastle
11201,168,180,348,207,239,446,135,877,1012,379,2107,2486,2091,1644,3735,2201,1100,3301,2189,787,2976,1837,605,2442,1690,376,2066,2276,426,2702,1538,97,1635,890,240,1130,706,27,733,218,4,222,354,8,362,2132,300,2432,323,441,764,19334,9458,28792,Richmond Valley - Coastal
11202,112,152,264,240,268,508,174,966,1140,385,2123,2508,2331,1406,3737,2135,978,3113,1986,645,2631,1923,448,2371,1693,306,1999,2286,287,2573,1404,44,1448,686,145,831,450,3,453,136,3,139,185,4,189,1634,172,1806,338,363,701,18098,8313,26411,Richmond Valley - Hinterland
11203,172,235,407,297,298,595,151,1048,1199,410,2652,3062,2957,2057,5014,2771,1236,4007,2482,810,3292,2128,616,2744,2036,325,2361,2650,432,3082,1812,71,1883,1014,191,1205,628,13,641,233,10,243,318,7,325,2249,206,2455,511,630,1141,22819,10837,33656,Tweed Valley
11301,140,105,245,205,126,331,132,436,568,204,1040,1244,1201,703,1904,1114,587,1701,1055,416,1471,1038,361,1399,1126,192,1318,1642,205,1847,1137,38,1175,571,96,667,388,6,394,137,0,137,171,4,175,1187,57,1244,321,329,650,11769,4701,16470,Griffith - Murrumbidgee (West)
11302,28,44,72,74,59,133,31,168,199,66,434,500,440,227,667,399,182,581,366,126,492,318,122,440,377,74,451,481,83,564,334,11,345,221,36,257,120,3,123,45,0,45,56,0,56,369,14,383,97,98,195,3822,1681,5503,Tumut - Tumbarumba
11303,176,196,372,268,246,514,178,907,1085,396,2245,2641,2285,1401,3686,2103,1181,3284,1997,836,2833,2024,713,2737,2086,457,2543,3172,561,3733,2378,102,2480,1350,244,1594,985,23,1008,315,11,326,463,13,476,2338,213,2551,448,558,1006,22962,9907,32869,Wagga Wagga
11401,162,206,368,380,326,706,206,1078,1284,454,2963,3417,3712,1876,5588,3058,1198,4256,2858,774,3632,2253,627,2880,2105,367,2472,2709,401,3110,1812,52,1864,996,156,1152,738,10,748,255,4,259,301,0,301,2479,144,2623,579,628,1207,25057,10810,35867,Shoalhaven
11402,80,107,187,133,114,247,91,344,435,140,995,1135,974,794,1768,1040,536,1576,1153,408,1561,1082,340,1422,1033,238,1271,1570,264,1834,1152,30,1182,902,177,1079,558,7,565,253,3,256,363,0,363,1304,49,1353,231,239,470,12059,4645,16704,Southern Highlands
11501,285,135,420,282,140,422,135,308,443,211,845,1056,1169,789,1958,1445,511,1956,1783,411,2194,1756,477,2233,2005,371,2376,4018,588,4606,3718,95,3813,5102,552,5654,3948,38,3986,2220,18,2238,4063,32,4095,3733,91,3824,375,215,590,36248,5616,41864,Baulkham Hills
11502,65,48,113,63,43,106,30,90,120,43,248,291,274,201,475,298,160,458,379,137,516,384,90,474,395,73,468,714,84,798,651,17,668,796,79,875,658,4,662,322,6,328,696,3,699,783,15,798,118,72,190,6669,1370,8039,Dural - Wisemans Ferry
11503,37,44,81,57,36,93,18,87,105,64,213,277,308,155,463,329,160,489,422,133,555,444,122,566,467,71,538,938,113,1051,804,8,812,582,51,633,448,3,451,244,3,247,306,0,306,690,21,711,102,66,168,6260,1286,7546,Hawkesbury
11504,49,38,87,49,21,70,30,39,69,43,151,194,238,124,362,268,113,381,300,106,406,383,89,472,471,76,547,882,85,967,914,16,930,999,70,1069,703,12,715,362,0,362,587,3,590,645,20,665,87,52,139,7010,1015,8025,Rouse Hill - McGraths Hill
11601,267,197,464,371,276,647,242,936,1178,513,1946,2459,2456,948,3404,2311,917,3228,2288,736,3024,2812,630,3442,2704,502,3206,4723,570,5293,4133,127,4260,2652,268,2920,1730,30,1760,789,12,801,1027,19,1046,2844,145,2989,698,525,1223,32560,8784,41344,Blacktown
11602,114,82,196,140,76,216,84,196,280,128,427,555,749,356,1105,796,326,1122,866,290,1156,1166,293,1459,1242,230,1472,2780,354,3134,2899,55,2954,2553,220,2773,1892,30,1922,901,7,908,1182,17,1199,1574,84,1658,266,130,396,19332,3173,22505,Blacktown - North
11603,213,127,340,339,183,522,307,659,966,604,1191,1795,2298,491,2789,2172,650,2822,1969,472,2441,2324,460,2784,2179,272,2451,3589,332,3921,2801,43,2844,1521,87,1608,900,8,908,423,6,429,490,7,497,2428,81,2509,651,342,993,25208,5411,30619,Mount Druitt
11701,97,125,222,120,137,257,64,472,536,122,892,1014,805,383,1188,727,394,1121,680,253,933,797,286,1083,760,220,980,1267,301,1568,1089,82,1171,838,172,1010,701,37,738,309,17,326,498,28,526,929,121,1050,174,222,396,9977,4142,14119,Botany
11703,614,1976,2590,347,915,1262,258,2544,2802,400,3274,3674,1496,2404,3900,1506,2545,4051,1511,2567,4078,1702,3223,4925,1685,3128,4813,3271,4857,8128,3906,1252,5158,3928,6430,10358,3708,830,4538,2375,488,2863,4801,928,5729,2928,2186,5114,390,976,1366,34826,40523,75349,Sydney Inner City
11801,313,505,818,188,300,488,93,708,801,177,1549,1726,734,1517,2251,856,1321,2177,1054,1413,2467,1086,1594,2680,1208,1429,2637,2355,2198,4553,2517,525,3042,3854,3268,7122,3066,420,3486,1881,210,2091,5053,667,5720,2996,1231,4227,453,706,1159,27884,19561,47445,Eastern Suburbs - North
11802,417,922,1339,342,504,846,170,1170,1340,289,2175,2464,1508,1559,3067,1464,1311,2775,1623,1197,2820,1647,1322,2969,1698,1228,2926,3042,1752,4794,3171,569,3740,3372,1711,5083,2879,269,3148,1579,150,1729,3286,262,3548,2907,934,3841,488,646,1134,29882,17681,47563,Eastern Suburbs - South
11901,391,338,729,589,414,1003,446,1367,1813,719,2808,3527,3703,1381,5084,3588,1024,4612,3140,782,3922,3404,710,4114,3020,455,3475,4868,558,5426,3900,106,4006,2643,287,2930,1859,37,1896,929,7,936,1330,20,1350,3720,165,3885,887,729,1616,39136,11188,50324,Bankstown
11902,457,383,840,551,308,859,410,948,1358,711,1833,2544,3302,1168,4470,3051,1002,4053,2823,700,3523,2933,642,3575,2524,463,2987,3700,532,4232,2644,124,2768,1740,257,1997,1214,29,1243,587,13,600,835,8,843,3031,221,3252,812,503,1315,31325,9134,40459,Canterbury
11903,384,432,816,389,317,706,236,972,1208,427,1990,2417,2193,1251,3444,2171,985,3156,2217,803,3020,2288,779,3067,2143,583,2726,3677,781,4458,3213,170,3383,2701,474,3175,2031,34,2065,1046,11,1057,1890,18,1908,2861,228,3089,485,532,1017,30352,10360,40712,Hurstville
11904,401,404,805,429,299,728,241,822,1063,400,2020,2420,2335,1325,3660,2352,1115,3467,2301,994,3295,2415,1076,3491,2345,861,3206,4191,1092,5283,3545,251,3796,2596,668,3264,1976,87,2063,969,37,1006,1440,47,1487,2938,298,3236,567,518,1085,31441,11914,43355,Kogarah - Rockdale
12001,243,332,575,207,188,395,108,455,563,163,1063,1226,999,668,1667,849,558,1407,941,494,1435,1056,580,1636,1073,490,1563,2087,855,2942,1957,187,2144,2429,1091,3520,1996,99,2095,1158,62,1220,2325,123,2448,1888,268,2156,265,247,512,19744,7760,27504,Canada Bay
12002,74,151,225,95,142,237,48,449,497,88,840,928,403,567,970,421,562,983,426,504,930,520,578,1098,556,592,1148,1145,891,2036,1183,197,1380,1880,1442,3322,1642,137,1779,959,86,1045,2612,206,2818,1219,366,1585,120,214,334,13391,7924,21315,Leichhardt
12003,505,581,1086,415,355,770,285,875,1160,448,1915,2363,2117,1557,3674,2152,1266,3418,2076,1200,3276,2353,1346,3699,2356,1172,3528,4083,1673,5756,3674,380,4054,3154,1064,4218,2465,142,2607,1277,71,1348,2589,95,2684,3196,504,3700,494,503,997,33639,14699,48338,Strathfield - Burwood - Ashfield
12101,409,395,804,270,251,521,106,500,606,180,986,1166,811,994,1805,918,748,1666,1130,787,1917,1193,944,2137,1337,812,2149,2382,1352,3734,2276,288,2564,3851,1741,5592,2767,160,2927,1724,78,1802,4193,160,4353,2553,366,2919,264,331,595,26364,10893,37257,Chatswood - Lane Cove
12102,182,148,330,181,175,356,94,361,455,155,891,1046,866,771,1637,1011,658,1669,1167,491,1658,1299,528,1827,1322,425,1747,2624,531,3155,2373,93,2466,2798,439,3237,2045,33,2078,985,12,997,1529,18,1547,1962,127,2089,241,239,480,20834,5940,26774,Hornsby
12103,327,227,554,231,149,380,89,269,358,156,687,843,717,809,1526,870,641,1511,1209,557,1766,1129,548,1677,1380,456,1836,2425,567,2992,2203,70,2273,4750,857,5607,3360,33,3393,2009,18,2027,4824,33,4857,3547,89,3636,322,311,633,29548,6321,35869,Ku-ring-gai
12104,195,385,580,134,232,366,61,529,590,104,1024,1128,418,1198,1616,500,1106,1606,694,1141,1835,793,1425,2218,954,1405,2359,1851,2211,4062,1926,351,2277,3521,3607,7128,2699,264,2963,1617,152,1769,4287,287,4574,2228,553,2781,211,409,620,22193,16279,38472,North Sydney - Mosman
12201,67,115,182,54,97,151,38,183,221,56,447,503,269,454,723,341,392,733,388,377,765,432,373,805,483,311,794,923,505,1428,922,125,1047,1699,746,2445,1131,59,1190,714,51,765,1673,119,1792,1076,229,1305,116,169,285,10382,4752,15134,Manly
12202,113,128,241,127,84,211,36,227,263,90,570,660,514,653,1167,649,483,1132,855,385,1240,845,364,1209,965,259,1224,1715,369,2084,1686,58,1744,2011,388,2399,1501,30,1531,742,13,755,1481,10,1491,1845,106,1951,247,225,472,15422,4352,19774,Pittwater
12203,225,255,480,273,296,569,135,715,850,254,1845,2099,1450,1830,3280,1689,1292,2981,2145,1170,3315,2078,1197,3275,2395,923,3318,4357,1327,5684,4139,305,4444,4826,1042,5868,3659,94,3753,1897,48,1945,3445,69,3514,3724,357,4081,551,630,1181,37242,13395,50637,Warringah
12301,73,61,134,94,63,157,43,150,193,90,488,578,627,293,920,718,229,947,742,221,963,863,249,1112,951,196,1147,2140,262,2402,2171,48,2219,1609,153,1762,1183,18,1201,541,5,546,732,4,736,1214,47,1261,175,113,288,13966,2600,16566,Camden
12302,248,230,478,366,295,661,372,903,1275,737,2070,2807,2986,1113,4099,2902,1120,4022,2657,939,3596,3338,927,4265,3130,634,3764,5322,683,6005,4586,106,4692,2735,293,3028,1730,22,1752,889,12,901,1140,8,1148,3670,157,3827,785,453,1238,37593,9965,47558,Campbelltown (NSW)
12303,60,55,115,81,65,146,49,193,242,89,430,519,620,282,902,653,229,882,653,217,870,704,174,878,733,142,875,1392,138,1530,1144,22,1166,881,78,959,644,10,654,288,3,291,407,0,407,1015,23,1038,245,123,368,9658,2184,11842,Wollondilly
12401,83,149,232,159,212,371,82,630,712,232,1592,1824,1279,1316,2595,1446,868,2314,1533,667,2200,1607,628,2235,1532,435,1967,2682,605,3287,2348,64,2412,1907,332,2239,1478,17,1495,551,7,558,833,6,839,2025,130,2155,225,297,522,20002,7955,27957,Blue Mountains
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue Mountains - South
12403,173,202,375,258,215,473,180,764,944,347,1833,2180,2071,1088,3159,2082,1008,3090,2123,894,3017,2574,954,3528,2656,676,3332,4966,750,5716,4526,150,4676,3010,298,3308,2122,33,2155,923,13,936,1257,14,1271,2976,158,3134,607,430,1037,32851,9480,42331,Penrith
12404,54,64,118,100,70,170,60,250,310,120,615,735,626,414,1040,638,345,983,638,295,933,786,317,1103,782,212,994,1272,243,1515,1122,42,1164,717,83,800,439,7,446,166,0,166,298,6,304,876,52,928,184,164,348,8878,3179,12057,Richmond - Windsor
12405,70,103,173,135,77,212,95,299,394,184,657,841,957,339,1296,927,396,1323,922,335,1257,1182,345,1527,1141,216,1357,2176,232,2408,1764,37,1801,1057,80,1137,643,14,657,291,3,294,393,4,397,1251,73,1324,309,218,527,13497,3428,16925,St Marys
12501,321,233,554,316,148,464,240,387,627,334,738,1072,1547,489,2036,1645,467,2112,1418,392,1810,1513,410,1923,1366,271,1637,2024,415,2439,1635,119,1754,1158,330,1488,781,40,821,418,23,441,595,22,617,1637,194,1831,406,250,656,17354,4928,22282,Auburn
12502,169,140,309,203,184,387,100,514,614,181,849,1030,977,513,1490,1012,380,1392,1105,292,1397,1112,312,1424,1108,229,1337,1948,363,2311,1704,56,1760,1570,248,1818,1193,26,1219,606,15,621,978,19,997,1461,89,1550,220,231,451,15647,4460,20107,Carlingford
12503,353,294,647,520,357,877,407,1159,1566,718,2279,2997,3269,1207,4476,3161,926,4087,2762,786,3548,2802,743,3545,2526,519,3045,4113,533,4646,3180,105,3285,2143,213,2356,1416,36,1452,625,9,634,926,14,940,3183,157,3340,781,588,1369,32885,9925,42810,Merrylands - Guildford
12504,316,318,634,344,328,672,211,958,1169,387,1858,2245,1931,1195,3126,2146,1094,3240,2230,1023,3253,2599,1183,3782,2669,1001,3670,4533,1242,5775,3836,283,4119,3025,687,3712,2123,91,2214,970,38,1008,1299,56,1355,2449,297,2746,488,507,995,31556,12159,43715,Parramatta
12601,125,112,237,113,81,194,46,163,209,79,398,477,373,430,803,552,302,854,658,249,907,615,276,891,634,195,829,1229,269,1498,1032,52,1084,1510,254,1764,1233,15,1248,683,17,700,1478,19,1497,1180,57,1237,89,115,204,11629,3004,14633,Pennant Hills - Epping
11702,78,166,244,131,135,266,78,427,505,126,826,952,771,544,1315,672,578,1250,607,610,1217,727,660,1387,704,637,1341,1385,978,2363,1412,313,1725,1294,694,1988,1142,129,1271,578,62,640,1032,93,1125,1044,413,1457,156,222,378,11937,7487,19424,Marrickville - Sydenham - Petersham
12602,384,687,1071,338,322,660,190,894,1084,278,1916,2194,1604,1464,3068,1715,1055,2770,1797,1052,2849,1903,1162,3065,1887,999,2886,3380,1290,4670,3183,227,3410,3462,1048,4510,2756,95,2851,1419,41,1460,2831,52,2883,2817,313,3130,384,475,859,30328,13092,43420,Ryde - Hunters Hill
12701,190,92,282,257,129,386,188,466,654,281,740,1021,1422,324,1746,1428,316,1744,1345,263,1608,1648,236,1884,1548,142,1690,2603,136,2739,2280,31,2311,1465,69,1534,970,9,979,484,0,484,696,0,696,1952,42,1994,497,236,733,19254,3231,22485,Bringelly - Green Valley
