SA3_MAIN11,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total,SA3_NAME11
10401,0,5271,5271,7080,456,7536,2485,44,2529,2155,16,2171,1003,0,1003,571,0,571,13294,5787,19081,Clarence Valley
10402,0,8370,8370,10899,905,11804,4282,129,4411,3988,34,4022,1796,9,1805,849,0,849,21814,9447,31261,Coffs Harbour
10501,0,3008,3008,2885,222,3107,1141,18,1159,1036,7,1043,615,3,618,404,0,404,6081,3258,9339,Bourke - Cobar - Coonamble
10502,0,2843,2843,2823,159,2982,1104,7,1111,871,5,876,397,0,397,218,0,218,5413,3014,8427,Broken Hill and Far West
20102,0,2770,2770,3700,250,3950,1352,8,1360,1312,3,1315,616,0,616,281,3,284,7261,3034,10295,Creswick - Daylesford - Ballan
11703,0,29775,29775,22546,6689,29235,6876,2355,9231,4022,1218,5240,1007,323,1330,375,163,538,34826,40523,75349,Sydney Inner City
20103,0,3056,3056,3447,244,3691,1162,9,1171,1039,4,1043,525,0,525,236,0,236,6409,3313,9722,Maryborough - Pyrenees
20201,0,9098,9098,10393,1079,11472,4704,313,5017,4335,90,4425,1988,23,2011,821,11,832,22241,10614,32855,Bendigo
20202,0,4530,4530,5808,391,6199,2227,37,2264,2143,7,2150,1013,0,1013,437,0,437,11628,4965,16593,Heathcote - Castlemaine - Kyneton
20203,0,1285,1285,1600,98,1698,539,9,548,464,0,464,261,0,261,143,0,143,3007,1392,4399,Loddon - Elmore
20301,0,946,946,1957,75,2032,817,9,826,1055,0,1055,513,0,513,230,0,230,4572,1030,5602,Barwon - West
20302,0,18604,18604,20825,1759,22584,9770,448,10218,9371,145,9516,3925,59,3984,1477,44,1521,45368,21059,66427,Geelong
20303,0,5462,5462,8002,445,8447,2975,76,3051,3483,23,3506,1441,4,1445,478,0,478,16379,6010,22389,Surf Coast - Bellarine Peninsula
20401,0,5285,5285,6785,422,7207,2434,29,2463,2366,6,2372,1056,8,1064,455,4,459,13096,5754,18850,Upper Goulburn Valley
20402,0,5240,5240,6176,359,6535,2315,31,2346,2104,11,2115,1015,7,1022,386,0,386,11996,5648,17644,Wangaratta - Benalla
20403,0,6477,6477,8496,595,9091,3372,88,3460,3350,19,3369,1533,4,1537,572,4,576,17323,7187,24510,Wodonga - Alpine
20501,0,3989,3989,5599,307,5906,2123,36,2159,2283,7,2290,1162,3,1165,507,3,510,11674,4345,16019,Baw Baw
20502,0,4886,4886,6592,375,6967,2018,38,2056,1795,7,1802,836,3,839,357,0,357,11598,5309,16907,Gippsland - East
20503,0,6579,6579,8202,539,8741,2699,57,2756,2600,8,2608,1208,0,1208,486,3,489,15195,7186,22381,Gippsland - South West
20504,0,8086,8086,9135,673,9808,4003,80,4083,3636,23,3659,1541,3,1544,698,7,705,19013,8872,27885,Latrobe Valley
20505,0,4399,4399,5482,311,5793,2066,34,2100,1948,6,1954,982,4,986,381,5,386,10859,4759,15618,Wellington
20601,0,8587,8587,8601,1894,10495,4391,1029,5420,3920,448,4368,1349,108,1457,587,31,618,18848,12097,30945,Brunswick - Coburg
20602,0,5782,5782,5383,1011,6394,2675,510,3185,2685,192,2877,887,43,930,273,15,288,11903,7553,19456,Darebin - South
20603,0,7081,7081,6442,1071,7513,3289,330,3619,3434,125,3559,1392,32,1424,427,5,432,14984,8644,23628,Essendon
20604,0,15186,15186,11941,4281,16222,3609,1614,5223,1817,561,2378,522,142,664,246,52,298,18135,21836,39971,Melbourne City
20605,0,16596,16596,13068,3326,16394,4166,848,5014,2842,187,3029,756,31,787,243,8,251,21075,20996,42071,Port Phillip
20901,0,10441,10441,13245,1095,14340,7064,317,7381,7573,115,7688,2793,50,2843,982,22,1004,31657,12040,43697,Banyule
20902,0,8590,8590,9146,1152,10298,4977,454,5431,4678,211,4889,1908,92,2000,903,58,961,21612,10557,32169,Darebin - North
20903,0,2881,2881,5701,249,5950,3555,29,3584,5174,3,5177,2232,5,2237,721,0,721,17383,3167,20550,Nillumbik - Kinglake
20904,0,8157,8157,15031,852,15883,10198,225,10423,11777,91,11868,5032,38,5070,2542,19,2561,44580,9382,53962,Whittlesea - Wallan
21001,0,4079,4079,6438,336,6774,3452,80,3532,3568,14,3582,1442,8,1450,468,4,472,15368,4521,19889,Keilor
21002,0,1515,1515,2864,121,2985,1444,10,1454,1800,0,1800,859,4,863,324,0,324,7291,1650,8941,Macedon Ranges
21003,0,6443,6443,7357,665,8022,3670,185,3855,3612,86,3698,1557,55,1612,962,23,985,17158,7457,24615,Moreland - North
21004,0,2440,2440,3755,246,4001,2232,37,2269,2516,6,2522,1061,0,1061,419,0,419,9983,2729,12712,Sunbury
21005,0,6255,6255,9560,595,10155,7532,127,7659,8509,30,8539,4476,17,4493,3142,8,3150,33219,7032,40251,Tullamarine - Broadmeadows
21101,0,10026,10026,15058,1045,16103,9348,193,9541,10461,38,10499,4278,8,4286,1610,3,1613,40755,11313,52068,Knox
21102,0,1170,1170,2386,85,2471,1351,16,1367,1894,0,1894,942,3,945,329,3,332,6902,1277,8179,Manningham - East
21103,0,9468,9468,11509,889,12398,6084,147,6231,6413,32,6445,2714,12,2726,972,5,977,27692,10553,38245,Maroondah
21104,0,4926,4926,6476,442,6918,3403,101,3504,3762,38,3800,1410,24,1434,486,7,493,15537,5538,21075,Whitehorse - East
21105,0,10258,10258,15634,970,16604,8348,138,8486,9282,30,9312,4120,8,4128,1624,8,1632,39008,11412,50420,Yarra Ranges
21201,0,4637,4637,7609,535,8144,4182,72,4254,4756,18,4774,2278,0,2278,1001,3,1004,19826,5265,25091,Cardinia
21202,0,6554,6554,10663,680,11343,7308,118,7426,8865,32,8897,3748,16,3764,2047,13,2060,32631,7413,40044,Casey - North
21203,0,6096,6099,10386,764,11150,7686,105,7791,8753,28,8781,3982,10,3992,2614,5,2619,33424,7008,40432,Casey - South
21204,0,12373,12373,15054,1300,16354,10171,403,10574,9430,219,9649,4668,95,4763,3263,68,3331,42586,14458,57044,Dandenong
21205,0,11133,11133,16857,1415,18272,9856,815,10671,10598,553,11151,3729,226,3955,1475,113,1588,42515,14255,56770,Monash
21301,0,9963,9963,14405,1132,15537,10444,308,10752,10762,172,10934,5244,88,5332,3247,47,3294,44102,11710,55812,Brimbank
21302,0,7512,7512,8800,845,9645,4730,166,4896,4886,65,4951,1778,24,1802,776,7,783,20970,8619,29589,Hobsons Bay
21303,0,7211,7211,7252,1273,8525,4224,505,4729,3611,181,3792,1301,84,1385,767,40,807,17155,9294,26449,Maribyrnong
21304,0,6833,6833,10793,746,11539,7520,91,7611,8658,32,8690,3832,13,3845,1821,0,1821,32624,7715,40339,Melton - Bacchus Marsh
21305,0,9217,9217,14786,1299,16085,10629,228,10857,10951,70,11021,4647,24,4671,2496,9,2505,43509,10847,54356,Wyndham
21401,0,12349,12349,14203,1384,15587,7628,222,7850,7353,47,7400,2974,9,2983,1233,3,1236,33391,14014,47405,Frankston
21402,0,14205,14205,18875,1142,20017,7290,105,7395,8001,30,8031,3291,10,3301,1199,3,1202,38656,15495,54151,Mornington Peninsula
21501,0,7256,7256,8382,482,8864,2843,62,2905,2722,7,2729,1280,23,1303,528,14,542,15755,7844,23599,Grampians
21502,0,5490,5490,6215,417,6632,2679,59,2738,2516,13,2529,1264,13,1277,581,5,586,13255,5997,19252,Mildura
21503,0,4279,4279,4932,328,5260,1724,55,1779,1568,17,1585,944,3,947,476,13,489,9644,4695,14339,Murray River - Swan Hill
21601,0,3713,3713,4970,305,5275,1780,34,1814,1709,3,1712,934,3,937,404,3,407,9797,4061,13858,Campaspe
21603,0,5699,5699,6833,539,7372,3152,87,3239,3126,24,3150,1453,9,1462,817,3,820,15381,6361,21742,Shepparton
21701,0,4332,4332,4985,276,5261,1743,57,1800,1798,9,1807,793,0,793,269,0,269,9588,4674,14262,Glenelg - Southern Grampians
21702,0,8868,8868,10650,739,11389,4142,145,4287,4091,34,4125,2203,22,2225,955,5,960,22041,9813,31854,Warrnambool - Otway Ranges
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Vic.)
30101,0,4323,4323,7509,546,8055,4181,122,4303,4625,29,4654,1954,5,1959,884,0,884,19153,5025,24178,Capalaba
30102,0,5700,5700,9259,542,9801,4230,106,4336,4656,24,4680,2039,4,2043,837,3,840,21021,6379,27400,Cleveland - Stradbroke
30302,0,7929,7929,7335,1653,8988,3467,644,4111,3021,248,3269,1231,86,1317,475,28,503,15529,10588,26117,Holland Park - Yeronga
30303,0,4470,4470,6713,688,7401,3832,362,4194,3809,165,3974,1691,76,1767,880,32,912,16925,5793,22718,Mt Gravatt
30305,0,2344,2344,4740,457,5197,3331,152,3483,3477,66,3543,1576,22,1598,896,6,902,14020,3047,17067,Rocklea - Acacia Ridge
30902,0,5739,5739,6496,950,7446,2812,139,2951,2441,37,2478,972,7,979,353,4,357,13074,6876,19950,Coolangatta
30903,0,7033,7033,8818,1055,9873,3307,211,3518,2592,54,2646,903,7,910,362,3,365,15982,8363,24345,Gold Coast - North
11702,0,5468,5468,5586,1322,6908,2850,447,3297,2269,190,2459,785,46,831,447,14,461,11937,7487,19424,Marrickville - Sydenham - Petersham
21602,0,3019,3019,3926,231,4157,1304,22,1326,1189,7,1196,693,0,693,358,0,358,7470,3279,10749,Moira
20606,0,9222,9222,7618,2074,9692,2296,605,2901,1677,132,1809,585,26,611,164,10,174,12340,12069,24409,Stonnington - West
20607,0,9743,9743,9532,2677,12209,3606,1340,4946,2668,464,3132,778,108,886,292,38,330,16876,14370,31246,Yarra
20701,0,13849,13849,15718,1995,17713,8309,741,9050,10500,282,10782,4510,90,4600,1202,34,1236,40239,16991,57230,Boroondara
20702,0,5582,5582,9748,444,10192,5522,154,5676,5838,51,5889,2298,14,2312,793,4,797,24199,6249,30448,Manningham - West
20703,0,8696,8696,9633,947,10580,5445,423,5868,5949,294,6243,2277,132,2409,754,94,848,24058,10586,34644,Whitehorse - West
20801,0,8010,8010,10112,634,10746,4814,92,4906,6433,24,6457,2548,17,2565,580,7,587,24487,8784,33271,Bayside
30103,0,5196,5196,7239,667,7906,4009,143,4152,4076,29,4105,1547,5,1552,673,0,673,17544,6040,23584,Wynnum - Manly
30201,0,2487,2487,4400,314,4714,2301,98,2399,2470,23,2493,953,7,960,401,3,404,10525,2932,13457,Bald Hills - Everton Park
30202,0,7334,7334,8022,1025,9047,3814,284,4098,3479,82,3561,1410,13,1423,580,4,584,17305,8742,26047,Chermside
30203,0,3843,3843,4026,696,4722,1999,197,2196,1677,43,1720,668,17,685,325,10,335,8695,4806,13501,Nundah
30204,0,5064,5064,6255,594,6849,3179,120,3299,2962,29,2991,1129,7,1136,538,0,538,14063,5814,19877,Sandgate
30306,0,2440,2440,4135,482,4617,2774,265,3039,2731,160,2891,1236,72,1308,815,40,855,11691,3459,15150,Sunnybank
30401,0,1590,1590,3261,195,3456,2082,64,2146,2386,25,2411,860,5,865,307,0,307,8896,1879,10775,Centenary
30402,0,1846,1846,4378,200,4578,2440,67,2507,3314,54,3368,1461,10,1471,454,4,458,12047,2181,14228,Kenmore - Brookfield - Moggill
30403,0,4282,4282,4832,1209,6041,2222,756,2978,2159,302,2461,912,86,998,309,55,364,10434,6690,17124,Sherwood - Indooroopilly
30404,0,3537,3537,5163,451,5614,2853,141,2994,3050,51,3101,1223,11,1234,418,4,422,12707,4195,16902,The Gap - Enoggera
30501,0,9018,9018,7220,2218,9438,2236,805,3041,1361,344,1705,441,104,545,174,33,207,11432,12522,23954,Brisbane Inner
30502,0,3839,3839,4377,870,5247,1959,398,2357,2005,122,2127,720,34,754,233,16,249,9294,5279,14573,Brisbane Inner - East
30503,0,9448,9448,8703,2207,10910,3662,762,4424,3497,255,3752,1428,76,1504,438,11,449,17728,12759,30487,Brisbane Inner - North
30504,0,5105,5105,5671,1479,7150,2608,779,3387,2720,300,3020,1147,79,1226,340,23,363,12486,7765,20251,Brisbane Inner - West
30601,0,3647,3647,5935,621,6556,2816,101,2917,2840,18,2858,1020,0,1020,400,0,400,13011,4387,17398,Cairns - North
30602,0,9675,9675,10132,1436,11568,5068,281,5349,4434,68,4502,1964,19,1983,1263,5,1268,22861,11484,34345,Cairns - South
30603,0,3080,3080,4170,319,4489,1675,38,1713,1458,12,1470,726,3,729,550,0,550,8579,3452,12031,Innisfail - Cassowary Coast
30604,0,1167,1167,1388,202,1590,502,39,541,482,9,491,190,0,190,83,0,83,2645,1417,4062,Port Douglas - Daintree
30605,0,3859,3859,5298,364,5662,1829,37,1866,1696,10,1706,803,4,807,543,0,543,10169,4274,14443,Tablelands (East) - Kuranda
30701,0,3936,3936,5103,399,5502,2027,60,2087,1975,13,1988,1153,4,1157,588,0,588,10846,4412,15258,Darling Downs (West) - Maranoa
30702,0,3252,3252,5058,319,5377,1858,52,1910,1919,14,1933,1009,0,1009,601,3,604,10445,3640,14085,Darling Downs - East
30703,0,3786,3786,5377,298,5675,1883,36,1919,1741,13,1754,893,3,896,528,3,531,10422,4139,14561,Granite Belt
30801,0,1805,1805,2638,287,2925,1422,70,1492,1619,23,1642,851,3,854,475,0,475,7005,2188,9193,Central Highlands (Qld)
30802,0,5054,5054,7967,659,8626,3795,131,3926,4099,27,4126,1920,7,1927,907,0,907,18688,5878,24566,Gladstone - Biloela
30803,0,9371,9371,12826,1019,13845,5730,200,5930,5430,47,5477,2510,13,2523,1383,8,1391,27879,10658,38537,Rockhampton
30901,0,6503,6503,7848,1547,9395,3015,397,3412,2564,85,2649,856,18,874,329,4,333,14612,8554,23166,Broadbeach - Burleigh
20802,0,14531,14531,14451,1816,16267,7800,705,8505,8680,244,8924,3132,81,3213,1035,27,1062,35098,17404,52502,Glen Eira
20803,0,11713,11713,12450,1043,13493,6396,137,6533,6941,45,6986,2414,18,2432,730,5,735,28931,12961,41892,Kingston
20804,0,3976,3976,3919,606,4525,2018,268,2286,2420,97,2517,1067,28,1095,278,18,296,9702,4993,14695,Stonnington - East
30301,0,3681,3681,5116,577,5693,2753,207,2960,2982,77,3059,1196,18,1214,453,5,458,12500,4565,17065,Carindale
30904,0,1242,1242,2363,168,2531,935,21,956,880,0,880,415,3,418,213,0,213,4806,1434,6240,Gold Coast Hinterland
30905,0,1308,1308,2998,266,3264,1896,50,1946,2123,10,2133,951,0,951,435,0,435,8403,1634,10037,Mudgeeraba - Tallebudgera
30906,0,3726,3726,6310,654,6964,3933,145,4078,3894,32,3926,1697,7,1704,818,0,818,16652,4564,21216,Nerang
30907,0,4075,4075,9784,850,10634,5587,144,5731,6349,31,6380,2626,6,2632,1294,0,1294,25640,5106,30746,Ormeau - Oxenford
