SA3_MAIN11,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total,SA3_NAME11
21202,10505,526,365,17,5,11418,18332,621,275,3,0,19231,4213,432,431,4,0,5080,695,33,189,4,7,928,1431,92,86,4,0,1613,38,3,25,0,0,66,129,10,21,60,0,220,119,9,13,0,0,141,6625,579,765,72,7,8048,164,65,88,3,0,320,860,66,97,4,3,1030,36486,1857,1590,99,15,40047,Casey - North
21203,7333,291,341,16,0,7981,22305,850,324,5,0,23484,4137,340,498,0,0,4975,462,42,125,0,0,629,1527,77,118,5,0,1727,44,16,6,0,0,66,148,6,4,14,0,172,137,4,11,0,0,152,6455,485,762,19,0,7721,200,25,18,0,0,243,878,48,78,0,0,1004,37171,1699,1523,40,0,40433,Casey - South
21204,16537,1293,1561,345,0,19736,13463,1611,2065,23,4,17166,4795,1486,4449,27,4,10761,842,252,892,0,0,1986,2026,312,847,28,6,3219,96,15,98,0,0,209,405,71,179,207,0,862,167,31,79,8,3,288,8331,2167,6544,270,13,17325,284,54,121,6,4,469,1552,202,536,57,0,2347,40167,5327,10827,701,21,57043,Dandenong
21205,21314,1643,1007,10,3,23977,13799,1671,1091,11,3,16575,5505,1879,2150,28,10,9572,528,241,235,0,0,1004,2026,457,540,21,4,3048,86,17,43,0,0,146,142,29,52,5,10,238,205,37,40,0,0,282,8492,2660,3060,54,24,14290,235,45,240,3,0,523,1083,165,155,3,0,1406,44923,6184,5553,81,30,56771,Monash
21301,18817,595,565,14,0,19991,18297,833,823,7,3,19963,4961,712,1748,14,8,7443,888,115,253,0,0,1256,2560,261,498,14,6,3339,108,21,46,0,0,175,500,52,118,32,0,702,267,18,43,4,0,332,9284,1179,2706,64,14,13247,239,14,33,3,0,289,1984,108,230,0,0,2322,48621,2729,4357,88,17,55812,Brimbank
21302,9497,921,429,51,3,10901,7888,1298,498,23,0,9707,2818,1006,1342,27,3,5196,221,189,413,0,0,823,1013,217,255,23,3,1511,56,25,28,0,0,109,119,42,31,54,0,246,96,17,26,6,0,145,4323,1496,2095,110,6,8030,89,21,16,4,0,130,588,100,119,16,0,823,22385,3836,3157,204,9,29591,Hobsons Bay
21303,5416,540,527,27,5,6515,6035,1360,1100,15,14,8524,2516,1113,2715,26,10,6380,467,446,604,0,0,1517,1187,279,438,22,4,1930,61,13,135,4,0,213,160,31,84,8,0,283,83,20,48,0,0,151,4474,1902,4024,60,14,10474,84,11,45,5,0,145,481,78,228,0,3,790,16490,3891,5924,107,36,26448,Maribyrnong
21304,8455,584,232,66,3,9340,20554,867,197,7,3,21628,4240,655,416,0,3,5314,380,51,140,0,0,571,1447,115,89,11,0,1662,83,18,26,0,0,127,154,18,16,72,0,260,106,15,24,3,0,148,6410,872,711,86,3,8082,208,80,21,0,0,309,821,88,57,11,4,981,36448,2491,1218,170,13,40340,Melton - Bacchus Marsh
21305,10951,491,326,63,3,11834,25556,1103,451,6,3,27119,8132,952,1051,5,0,10140,515,47,111,0,0,673,2056,171,187,16,3,2433,102,13,18,0,0,133,312,20,13,39,0,384,149,12,17,0,0,178,11266,1215,1397,60,3,13941,198,73,45,0,0,316,969,90,78,11,0,1148,48940,2972,2297,140,9,54358,Wyndham
21401,11277,669,852,115,0,12913,17975,825,792,19,4,19615,5532,1079,1731,10,3,8355,828,166,315,0,0,1309,1881,229,383,21,4,2518,115,46,44,0,0,205,118,38,34,222,0,412,158,27,35,7,0,227,8632,1585,2542,260,7,13026,196,49,316,3,0,564,941,113,207,22,0,1283,39021,3241,4709,419,11,47401,Frankston
21402,17868,1931,817,351,6,20973,18635,765,349,33,3,19785,4908,1085,718,14,0,6725,589,252,179,3,0,1023,2079,260,201,29,3,2572,46,22,8,0,0,76,318,40,29,94,0,481,260,27,21,6,0,314,8200,1686,1156,146,3,11191,244,298,66,3,3,614,1137,264,158,23,6,1588,46084,4944,2546,556,21,54151,Mornington Peninsula
21501,10323,180,181,98,0,10782,6604,65,42,32,3,6746,1716,137,381,11,0,2245,440,89,166,0,0,695,1262,50,96,13,0,1421,63,38,36,0,0,137,296,16,17,26,4,359,257,16,24,4,0,301,4034,346,720,54,4,5158,152,28,10,7,0,197,593,31,46,44,0,714,21706,650,999,235,7,23597,Grampians
21502,5758,170,222,137,3,6290,6139,114,110,16,5,6384,1969,404,564,5,0,2942,480,106,249,3,0,838,1035,59,104,31,0,1229,65,37,47,0,0,149,209,22,31,99,0,361,153,12,17,7,0,189,3911,640,1012,145,0,5708,109,16,21,7,0,153,495,65,115,40,0,715,16412,1005,1480,345,8,19250,Mildura
21503,5896,79,135,92,3,6205,3754,30,45,22,0,3851,901,73,307,16,3,1300,379,56,128,0,0,563,910,30,74,19,3,1036,68,14,15,0,0,97,319,8,23,68,4,422,182,3,7,5,0,197,2759,184,554,108,10,3615,105,12,0,0,0,117,438,25,43,45,0,551,12952,330,777,267,13,14339,Murray River - Swan Hill
21601,5018,77,232,73,3,5403,4424,38,63,17,3,4545,1077,123,321,4,5,1530,318,119,144,0,0,581,705,31,73,11,0,820,44,8,39,0,0,91,159,4,15,36,0,214,127,0,12,3,0,142,2430,285,604,54,5,3378,68,5,46,0,0,119,327,10,67,6,0,410,12267,415,1012,150,11,13855,Campaspe
21602,3996,100,174,113,6,4389,3326,41,42,12,0,3421,772,82,227,3,0,1084,200,29,98,0,0,327,579,33,84,18,5,719,14,3,20,0,0,37,160,4,19,33,0,216,114,0,12,0,0,126,1839,151,460,54,5,2509,73,10,15,0,0,98,267,8,47,9,0,331,9501,310,738,188,11,10748,Moira
21603,6512,146,258,191,4,7111,7298,72,120,23,5,7518,2055,280,749,6,4,3094,688,76,260,0,0,1024,1105,71,118,20,4,1318,113,10,58,0,0,181,237,15,47,113,0,412,132,12,28,5,0,177,4330,464,1260,144,8,6206,168,9,44,3,0,224,510,35,114,23,0,682,18818,726,1796,384,17,21741,Shepparton
21701,5926,125,92,41,3,6187,4290,47,31,22,3,4393,906,73,228,6,0,1213,298,52,99,0,0,449,931,25,71,14,0,1041,29,3,52,0,0,84,193,3,13,27,0,236,127,7,6,4,0,144,2484,163,469,51,0,3167,97,3,5,3,0,108,360,10,29,10,0,409,13157,348,626,127,6,14264,Glenelg - Southern Grampians
21702,12072,337,313,74,3,12799,9497,165,149,40,0,9851,2324,361,666,14,0,3365,681,127,313,3,0,1124,2011,124,192,45,0,2372,72,30,45,0,0,147,479,25,36,22,4,566,323,10,23,17,0,373,5890,677,1275,101,4,7947,240,33,61,8,3,345,734,50,96,32,0,912,28433,1262,1894,255,10,31854,Warrnambool - Otway Ranges
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Vic.)
20802,13187,2701,2210,23,8,18129,10886,2733,2533,36,8,16196,3155,2280,6383,103,16,11937,79,176,269,0,0,524,1371,737,1145,70,3,3326,48,97,113,0,0,258,80,36,67,11,0,194,135,67,78,5,0,285,4868,3393,8055,189,19,16524,146,82,125,0,0,353,644,254,387,15,0,1300,29731,9163,13310,263,35,52502,Glen Eira
30101,6779,434,116,115,0,7444,10081,441,120,14,0,10656,2245,436,161,0,3,2845,388,260,228,3,3,882,1118,215,76,11,0,1420,29,60,26,0,0,115,65,44,16,17,0,142,61,9,9,0,0,79,3906,1024,516,31,6,5483,64,134,4,3,0,205,288,65,32,7,0,392,21118,2098,788,170,6,24180,Capalaba
30102,7975,873,178,67,0,9093,9853,329,86,9,3,10280,3514,461,199,9,0,4183,195,287,129,0,0,611,1256,249,104,11,0,1620,51,153,18,0,0,222,100,50,18,12,0,180,104,23,12,0,0,139,5220,1223,480,32,0,6955,195,219,35,0,0,449,440,148,21,12,0,621,23683,2792,800,120,3,27398,Cleveland - Stradbroke
30103,5802,331,169,149,3,6454,8558,443,104,11,0,9116,3088,833,328,3,3,4255,402,273,284,0,0,959,1040,430,139,11,0,1620,51,52,50,0,0,153,61,60,24,43,3,191,55,24,16,3,0,98,4697,1672,841,60,6,7276,77,91,57,6,0,231,355,88,64,3,0,510,19489,2625,1235,229,9,23587,Wynnum - Manly
30201,4545,369,49,0,0,4963,4861,260,60,5,0,5186,1151,386,182,0,0,1719,59,45,26,0,0,130,480,256,53,0,0,789,16,15,14,0,0,45,118,85,4,0,0,207,40,19,0,0,0,59,1864,806,279,0,0,2949,42,54,45,0,0,141,175,33,9,0,0,217,11487,1522,442,5,0,13456,Bald Hills - Everton Park
30202,6843,452,377,19,0,7691,7365,466,507,4,0,8342,2715,756,1487,9,0,4967,772,225,414,0,0,1411,1151,250,475,10,0,1886,49,21,50,0,0,120,89,32,49,199,0,369,73,12,22,6,0,113,4849,1296,2497,224,0,8866,78,213,115,0,0,406,451,107,131,53,0,742,19586,2534,3627,300,0,26047,Chermside
30203,3098,148,273,3,0,3522,3666,248,607,3,0,4524,1288,312,1509,4,0,3113,87,143,384,0,0,614,645,83,363,3,0,1094,27,13,74,0,0,114,46,11,34,3,0,94,40,3,20,0,0,63,2133,565,2384,10,0,5092,42,6,5,0,0,53,201,27,78,3,0,309,9140,994,3347,19,0,13500,Nundah
30204,5095,348,217,95,3,5758,6518,499,130,4,8,7159,2266,761,417,5,9,3458,560,236,271,0,0,1067,900,260,145,9,0,1314,36,36,36,0,0,108,105,49,15,83,0,252,81,21,9,0,0,111,3948,1363,893,97,9,6310,60,49,60,0,0,169,330,79,56,16,0,481,15951,2338,1356,212,20,19877,Sandgate
30301,4996,584,125,96,0,5801,5255,569,173,5,0,6002,1701,878,385,3,3,2970,370,124,127,0,0,621,647,315,95,4,0,1061,24,22,19,0,0,65,40,34,3,10,0,87,50,19,3,3,0,75,2832,1392,632,20,3,4879,40,27,3,0,0,70,242,48,18,5,0,313,13365,2620,951,126,3,17065,Carindale
30302,4557,292,835,5,3,5692,5618,581,1373,3,3,7578,2292,1204,3706,16,8,7226,335,326,997,0,0,1658,1208,338,1235,6,5,2792,42,15,95,0,0,152,76,22,95,4,0,197,70,8,61,0,0,139,4023,1913,6189,26,13,12164,56,7,60,0,0,123,288,60,211,0,0,559,14542,2853,8668,34,19,26116,Holland Park - Yeronga
30303,7122,425,177,94,0,7818,6601,680,182,11,0,7474,2005,855,544,8,0,3412,504,96,269,0,4,873,1163,429,143,9,3,1747,38,65,14,0,0,117,94,60,29,284,0,467,79,24,11,4,0,118,3883,1529,1010,305,7,6734,76,41,62,4,0,183,354,61,65,26,0,506,18036,2736,1496,440,7,22715,Mt Gravatt
30304,3944,87,128,3,3,4165,3977,179,177,4,3,4340,1394,297,491,4,0,2186,256,96,209,0,0,561,804,112,194,3,3,1116,42,17,12,0,0,71,58,29,40,0,0,127,46,12,12,3,0,73,2600,563,958,10,3,4134,35,5,54,0,0,94,247,39,89,0,0,375,10803,873,1406,17,9,13108,Nathan
30305,3850,272,27,7,0,4156,6962,618,81,0,3,7664,2166,630,166,0,0,2962,419,24,37,0,0,480,714,227,78,8,0,1027,43,32,14,0,0,89,86,43,22,6,0,157,45,15,9,0,0,69,3473,971,326,14,0,4784,53,37,5,0,0,95,248,58,28,33,0,367,14586,1956,467,54,3,17066,Rocklea - Acacia Ridge
30601,3506,220,230,74,4,4034,6106,344,398,10,3,6861,2212,465,1324,3,0,4004,164,32,61,0,0,257,913,163,385,11,0,1472,12,7,30,0,0,49,165,4,60,18,0,247,56,12,30,4,0,102,3522,683,1890,36,0,6131,62,0,11,3,0,76,195,22,70,9,0,296,13391,1269,2599,132,7,17398,Cairns - North
30602,6187,398,746,174,10,7515,9325,450,1095,31,12,10913,3576,769,3822,29,15,8211,1071,296,737,0,0,2104,1786,311,976,29,14,3116,116,45,68,0,3,232,332,64,202,96,9,703,128,39,73,7,4,251,7009,1524,5878,161,45,14617,133,68,51,12,0,264,561,135,310,28,3,1037,23215,2575,8080,406,70,34346,Cairns - South
30603,4209,29,72,176,6,4492,2929,13,44,36,0,3022,973,65,429,19,3,1489,466,28,105,10,0,609,950,25,182,23,0,1180,137,6,18,0,0,161,268,11,53,66,0,398,133,3,20,20,0,176,2927,138,807,138,3,4013,64,12,0,13,0,89,316,11,55,32,0,414,10445,203,978,395,9,12030,Innisfail - Cassowary Coast
30604,925,74,30,95,0,1124,999,82,68,15,7,1171,383,190,288,0,0,861,78,23,32,0,0,133,269,50,57,9,0,385,41,8,21,0,0,70,56,14,26,17,3,116,36,3,13,0,0,52,863,288,437,26,3,1617,30,3,0,3,0,36,66,18,17,10,0,111,2883,465,552,149,10,4059,Port Douglas - Daintree
30605,5520,41,92,196,7,5856,3732,44,29,43,3,3851,1077,91,253,14,0,1435,310,43,174,0,0,527,1199,36,156,39,0,1430,80,7,36,5,0,128,235,6,38,106,4,389,207,8,11,16,0,242,3108,191,668,180,4,4151,97,5,3,4,0,109,375,10,64,29,0,478,12832,291,856,452,14,14445,Tablelands (East) - Kuranda
30701,5139,84,40,136,13,5412,3920,54,37,44,6,4061,1242,63,245,3,3,1556,375,15,157,3,3,553,1249,18,60,24,6,1357,65,4,20,0,0,89,885,31,70,58,6,1050,416,8,12,13,5,454,4232,139,564,101,23,5059,214,3,16,9,0,242,396,6,36,46,0,484,13901,286,693,336,42,15258,Darling Downs (West) - Maranoa
30702,5170,11,47,62,5,5295,4231,17,14,20,10,4292,1521,45,158,4,0,1728,149,18,32,0,0,199,1186,10,42,14,8,1260,28,10,48,0,0,86,420,9,16,46,4,495,206,3,11,4,0,224,3510,95,307,68,12,3992,116,8,9,3,0,136,319,7,24,19,0,369,13346,138,401,172,27,14084,Darling Downs - East
30703,5559,69,85,46,4,5763,4210,19,34,30,9,4302,1631,119,294,14,3,2061,117,16,71,0,0,204,1048,31,100,11,3,1193,23,4,41,0,0,68,243,3,21,15,0,282,149,3,9,6,0,167,3211,176,536,46,6,3975,109,19,7,0,3,138,332,11,18,24,0,385,13421,294,680,146,22,14563,Granite Belt
30801,1706,14,19,255,6,2000,2486,35,76,26,3,2626,809,76,233,0,4,1122,350,37,81,3,0,471,536,17,48,26,3,630,36,0,8,3,0,47,1499,61,101,48,8,1717,173,5,13,24,0,215,3403,196,484,104,15,4202,116,3,0,24,3,146,167,9,15,30,0,221,7878,257,594,439,27,9195,Central Highlands (Qld)
30802,6404,78,59,377,12,6930,8898,112,130,68,8,9216,2830,239,621,5,0,3695,709,72,206,3,0,990,1403,49,128,38,4,1622,72,28,40,0,0,140,568,47,126,145,5,891,225,14,17,17,0,273,5807,449,1138,208,9,7611,144,0,5,5,3,157,543,16,46,47,0,652,21796,655,1378,705,32,24566,Gladstone - Biloela
30306,4694,294,22,12,0,5022,4571,494,26,3,3,5097,1787,682,40,3,0,2512,199,63,6,0,0,268,906,374,41,3,3,1327,41,58,10,0,0,109,94,76,6,65,0,241,55,25,4,0,0,84,3082,1278,107,71,3,4541,64,58,17,0,0,139,264,59,17,9,0,349,12675,2183,189,95,6,15148,Sunnybank
30401,3517,131,19,0,0,3667,4758,158,4,0,0,4920,1162,171,17,0,0,1350,23,3,0,0,0,26,385,77,11,0,4,477,9,14,3,0,0,26,44,12,3,0,0,59,39,4,0,0,0,43,1662,281,34,0,4,1981,32,3,21,0,0,56,117,19,14,0,0,150,10086,592,92,0,4,10774,Centenary
30402,5137,295,19,3,0,5454,6101,199,28,3,0,6331,1296,88,23,0,0,1407,18,4,0,0,0,22,542,37,21,3,0,603,11,26,7,0,0,44,51,8,0,0,0,59,43,4,4,0,0,51,1961,167,55,3,0,2186,57,36,15,0,0,108,120,23,5,0,0,148,13376,720,122,9,0,14227,Kenmore - Brookfield - Moggill
30403,3581,379,1026,0,0,4986,3052,398,916,3,3,4372,1302,639,2985,9,3,4938,34,35,233,0,0,302,630,255,933,4,3,1825,41,13,32,0,0,86,44,22,72,0,0,138,42,9,58,0,0,109,2093,973,4313,13,6,7398,28,5,55,0,0,88,137,24,115,0,3,279,8891,1779,6425,16,12,17123,Sherwood - Indooroopilly
30404,4896,299,112,0,0,5307,5938,235,182,0,0,6355,1617,271,452,7,0,2347,555,45,330,0,0,930,638,115,74,0,0,827,16,20,26,0,0,62,466,70,29,0,0,565,37,4,8,0,0,49,3329,525,919,7,0,4780,47,104,23,0,0,174,224,30,30,0,0,284,14434,1193,1266,7,0,16900,The Gap - Enoggera
30501,1530,168,2313,34,3,4048,1285,281,3173,6,9,4754,1065,459,7111,20,13,8668,18,50,964,0,0,1032,638,201,2962,15,7,3823,24,4,280,0,7,315,40,12,278,0,3,333,30,12,136,0,0,178,1815,738,11731,35,30,14349,16,0,101,3,0,120,144,31,497,9,3,684,4790,1218,17815,87,45,23955,Brisbane Inner
30502,2431,240,327,16,3,3017,3603,567,677,4,0,4851,1679,1075,1525,3,3,4285,108,197,354,0,0,659,604,229,454,6,3,1296,18,4,12,0,0,34,25,17,23,3,0,68,40,11,15,0,0,66,2474,1533,2383,12,6,6408,31,5,16,0,0,52,140,39,68,0,0,247,8679,2384,3471,32,9,14575,Brisbane Inner - East
30503,5118,409,1381,13,3,6924,5874,646,2295,16,3,8834,2388,1109,5440,5,9,8951,82,94,767,0,0,943,1184,330,1854,17,4,3389,31,15,207,0,0,253,82,16,145,3,3,249,76,17,92,0,0,185,3843,1581,8505,25,16,13970,79,14,71,0,0,164,265,43,282,0,3,593,15179,2693,12534,54,25,30485,Brisbane Inner - North
30504,4011,248,750,23,0,5032,4983,294,1010,13,0,6300,2203,502,2962,18,6,5691,41,3,176,0,0,220,1060,198,983,3,4,2248,31,15,59,3,0,108,61,6,59,4,0,130,55,11,45,0,0,111,3451,735,4284,28,10,8508,60,10,17,0,0,87,193,26,101,6,0,326,12698,1313,6162,70,10,20253,Brisbane Inner - West
30803,11392,213,211,352,7,12175,12709,103,158,52,0,13022,4735,353,1259,9,3,6359,806,89,527,0,0,1422,2456,108,326,38,5,2933,154,114,93,3,6,370,305,30,58,113,3,509,243,16,55,19,0,333,8699,710,2318,182,17,11926,205,105,28,14,0,352,819,70,129,42,3,1063,33824,1201,2844,642,27,38538,Rockhampton
30901,4507,1108,1669,78,3,7365,4323,1069,1292,0,6,6690,1370,1126,2798,9,5,5308,16,54,163,0,0,233,721,537,992,8,3,2261,3,15,38,0,0,56,41,58,99,28,0,226,54,47,73,0,0,174,2205,1837,4163,45,8,8258,55,22,47,0,0,124,303,146,269,8,3,729,11393,4182,7440,131,20,23166,Broadbeach - Burleigh
30902,4139,735,1208,149,3,6234,4492,704,820,10,3,6029,1272,872,1948,4,8,4104,129,126,344,0,0,599,714,457,786,15,3,1975,6,14,18,0,0,38,41,70,80,16,0,207,50,25,53,3,4,135,2212,1564,3229,38,15,7058,40,50,25,3,3,121,224,93,173,16,3,509,11107,3146,5455,216,27,19951,Coolangatta
30903,4195,1398,1257,365,6,7221,3960,1792,997,6,8,6763,1621,2021,1911,5,14,5572,86,288,403,0,0,777,630,1039,735,13,16,2433,21,69,72,0,0,162,114,141,56,29,0,340,51,81,47,0,0,179,2523,3639,3224,47,30,9463,69,33,101,8,0,211,289,181,185,31,0,686,11036,7043,5764,457,44,24344,Gold Coast - North
30904,1947,33,11,25,3,2019,2810,5,10,16,3,2844,543,17,22,5,0,587,4,0,0,0,0,4,402,13,14,27,0,456,6,0,0,0,0,6,79,0,0,20,0,99,71,0,4,3,0,78,1105,30,40,55,0,1230,33,4,0,3,0,40,98,0,6,4,0,108,5993,72,67,103,6,6241,Gold Coast Hinterland
30905,2350,159,24,10,0,2543,4458,450,42,3,0,4953,833,400,30,3,0,1266,65,32,0,0,0,97,484,275,27,5,0,791,8,8,3,0,0,19,29,57,3,19,0,108,42,15,3,3,0,63,1461,787,66,30,0,2344,53,5,3,0,0,61,113,14,4,3,0,134,8435,1415,139,46,0,10035,Mudgeeraba - Tallebudgera
30906,3926,700,75,233,0,4934,8487,959,85,5,3,9539,2014,1205,129,4,0,3352,309,112,59,0,0,480,828,645,51,7,0,1531,16,43,23,3,0,85,90,107,11,254,0,462,66,38,4,3,0,111,3323,2150,277,271,0,6021,90,160,35,3,0,288,257,125,40,14,0,436,16083,4094,512,526,3,21218,Nerang
30907,5021,757,189,186,4,6157,11677,1347,149,38,0,13211,5826,1672,434,25,0,7957,115,73,7,0,0,195,1247,576,128,37,5,1993,14,33,6,3,0,56,141,87,25,80,0,333,100,37,12,8,0,157,7443,2478,612,153,5,10691,131,35,61,15,0,242,336,73,21,14,0,444,24608,4690,1032,406,9,30745,Ormeau - Oxenford
31201,2574,87,35,275,6,2977,1997,62,26,30,5,2120,994,81,159,7,3,1244,222,72,68,7,6,375,550,23,51,37,0,661,57,5,43,3,0,108,2532,246,136,101,5,3020,191,14,11,17,0,233,4546,441,468,172,14,5641,123,0,0,11,0,134,231,20,38,31,0,320,9471,610,567,519,25,11192,Bowen Basin - North
31202,10460,312,298,389,12,11471,13688,277,322,80,7,14374,3638,754,1053,15,13,5473,738,170,478,3,3,1392,2599,194,431,49,5,3278,109,30,104,3,0,246,372,34,77,178,6,667,229,19,39,20,0,307,7685,1201,2182,268,27,11363,304,34,22,10,0,370,704,89,146,44,0,983,32841,1913,2970,791,46,38561,Mackay
31203,1396,23,83,105,4,1611,1862,53,182,34,5,2136,614,139,510,0,0,1263,50,13,78,0,0,141,399,46,164,18,3,630,10,5,40,3,0,58,80,14,63,47,3,207,41,5,8,8,0,62,1194,222,863,76,6,2361,23,0,8,3,0,34,99,8,37,27,0,171,4574,306,1173,245,15,6313,Whitsunday
31301,4536,377,220,332,0,5465,2810,106,69,14,0,2999,1715,209,404,6,0,2334,124,37,115,0,0,276,590,78,118,9,3,798,14,15,16,0,0,45,63,4,22,57,0,146,55,5,11,0,0,71,2561,348,686,72,3,3670,47,104,11,6,0,168,241,30,33,20,0,324,10195,965,1019,444,3,12626,Bribie - Beachmere
31302,4032,94,74,33,0,4233,6579,123,48,3,0,6753,4583,480,346,36,8,5453,499,160,212,3,0,874,968,176,75,7,0,1226,39,53,37,0,0,129,101,53,16,22,0,192,75,36,21,4,0,136,6265,958,707,72,8,8010,77,68,21,3,0,169,380,72,41,10,3,506,17333,1315,891,121,11,19671,Caboolture
31303,1397,11,3,12,0,1423,1439,5,3,3,0,1450,377,7,16,0,0,400,4,0,0,0,0,4,306,10,3,7,3,329,3,0,0,3,0,6,63,0,5,5,0,73,40,0,0,3,0,43,793,17,24,18,3,855,32,0,0,3,0,35,76,0,0,4,0,80,3737,33,30,40,3,3843,Caboolture Hinterland
31304,4832,146,44,40,6,5068,8178,259,100,6,0,8543,2575,582,100,6,0,3263,476,52,38,0,0,566,759,147,26,3,0,935,15,27,0,0,0,42,95,31,0,115,0,241,61,15,0,3,0,79,3981,854,164,127,0,5126,75,27,0,0,0,102,315,31,15,6,0,367,17381,1317,323,179,6,19206,Narangba - Burpengary
31305,5418,503,684,146,0,6751,5534,251,439,12,0,6236,2812,760,1364,7,3,4946,516,224,682,3,0,1425,1200,200,394,12,3,1809,19,40,64,0,0,123,105,26,33,44,0,208,81,18,36,6,0,141,4733,1268,2573,72,6,8652,117,145,46,4,0,312,361,63,130,10,0,564,16163,2230,3872,244,6,22515,Redcliffe
31402,2871,361,98,101,4,3435,7741,195,37,14,0,7987,3123,637,187,3,12,3962,276,39,32,0,0,347,726,172,39,6,8,951,14,41,16,0,0,71,173,39,5,48,4,269,49,18,5,3,4,79,4361,946,284,60,28,5679,45,182,41,0,0,268,211,61,29,60,0,361,15229,1745,489,235,32,17730,North Lakes
31403,2996,228,83,0,0,3307,5182,272,107,3,0,5564,1317,383,242,0,0,1942,349,86,108,0,0,543,548,130,90,3,0,771,20,19,5,0,0,44,54,21,6,5,0,86,27,9,11,0,0,47,2315,648,462,8,0,3433,27,18,3,0,0,48,191,33,28,0,0,252,10711,1199,683,11,0,12604,Strathpine
31501,1475,21,8,135,19,1658,1086,50,16,28,0,1180,208,45,58,4,0,315,1444,71,197,11,5,1728,371,24,37,32,0,464,896,17,151,21,0,1085,674,139,270,55,4,1142,174,9,15,13,0,211,3767,305,728,136,9,4945,95,3,3,12,5,118,206,13,21,38,8,286,6629,392,776,349,41,8187,Far North
31502,1742,22,26,248,16,2054,2556,45,48,38,3,2690,543,104,382,3,5,1037,871,52,167,3,0,1093,624,63,197,27,6,917,146,15,25,3,0,189,757,62,161,88,5,1073,177,11,21,14,0,223,3118,307,953,138,16,4532,87,5,3,11,3,109,254,19,54,90,3,420,7757,398,1084,525,41,9805,Outback - North
