sa3_code16,d_15_17_fpeaw_mpeft,d_15_17_fpeaw_mpept,d_15_17_fpeaw_mpeaw,d_15_17_fpeaw_mpehns,d_15_17_fpeaw_mpet,d_15_17_fpeaw_mpulftw,d_15_17_fpeaw_mpulptw,d_15_17_fpeaw_mput,d_15_17_fpeaw_mptlf,d_15_17_fpeaw_mpnlf,d_15_17_fpeaw_mplfsns,d_15_17_fpeaw_t,d_15_17_fphns_mpeft,d_15_17_fphns_mpept,d_15_17_fphns_mpeaw,d_15_17_fphns_mpehns,d_15_17_fphns_mpet,d_15_17_fphns_mpulftw,d_15_17_fphns_mpulptw,d_15_17_fphns_mput,d_15_17_fphns_mptlf,d_15_17_fphns_mpnlf,d_15_17_fphns_mplfsns,d_15_17_fphns_t,d_15_17_fpet_mpeft,d_15_17_fpet_mpept,d_15_17_fpet_mpeaw,d_15_17_fpet_mpehns,d_15_17_fpet_mpet,d_15_17_fpet_mpulftw,d_15_17_fpet_mpulptw,d_15_17_fpet_mput,d_15_17_fpet_mptlf,d_15_17_fpet_mpnlf,d_15_17_fpet_mplfsns,d_15_17_fpet_t,d_15_17_fpulftw_mpeft,d_15_17_fpulftw_mpept,d_15_17_fpulftw_mpeaw,d_15_17_fpulftw_mpehns,d_15_17_fpulftw_mpet,d_15_17_fpulftw_mpulftw,d_15_17_fpulftw_mpulptw,d_15_17_fpulftw_mput,d_15_17_fpulftw_mptlf,d_15_17_fpulftw_mpnlf,d_15_17_fpulftw_mplfsns,d_15_17_fpulftw_t,d_15_17_fpulptw_mpeft,d_15_17_fpulptw_mpept,d_15_17_fpulptw_mpeaw,d_15_17_fpulptw_mpehns,d_15_17_fpulptw_mpet,d_15_17_fpulptw_mpulftw,d_15_17_fpulptw_mpulptw,d_15_17_fpulptw_mput,d_15_17_fpulptw_mptlf,d_15_17_fpulptw_mpnlf,d_15_17_fpulptw_mplfsns,d_15_17_fpulptw_t,d_15_17_fput_mpeft,d_15_17_fput_mpept,d_15_17_fput_mpeaw,d_15_17_fput_mpehns,d_15_17_fput_mpet,d_15_17_fput_mpulftw,d_15_17_fput_mpulptw,d_15_17_fput_mput,d_15_17_fput_mptlf,d_15_17_fput_mpnlf,d_15_17_fput_mplfsns,d_15_17_fput_t,d_15_17_fptlf_mpeft,d_15_17_fptlf_mpept,d_15_17_fptlf_mpeaw,d_15_17_fptlf_mpehns,d_15_17_fptlf_mpet,d_15_17_fptlf_mpulftw,d_15_17_fptlf_mpulptw,d_15_17_fptlf_mput,d_15_17_fptlf_mptlf,d_15_17_fptlf_mpnlf,d_15_17_fptlf_mplfsns,d_15_17_fptlf_t,d_15_17_fpnlf_mpeft,d_15_17_fpnlf_mpept,d_15_17_fpnlf_mpeaw,d_15_17_fpnlf_mpehns,d_15_17_fpnlf_mpet,d_15_17_fpnlf_mpulftw,d_15_17_fpnlf_mpulptw,d_15_17_fpnlf_mput,d_15_17_fpnlf_mptlf,d_15_17_fpnlf_mpnlf,d_15_17_fpnlf_mplfsns,d_15_17_fpnlf_t,d_15_17_fplfsns_mpeft,d_15_17_fplfsns_mpept,d_15_17_fplfsns_mpeaw,d_15_17_fplfsns_mpehns,d_15_17_fplfsns_mpet,d_15_17_fplfsns_mpulftw,d_15_17_fplfsns_mpulptw,d_15_17_fplfsns_mput,d_15_17_fplfsns_mptlf,d_15_17_fplfsns_mpnlf,d_15_17_fplfsns_mplfsns,d_15_17_fplfsns_t,d_15_17_fpt_mpeft,d_15_17_fpt_mpept,d_15_17_fpt_mpeaw,d_15_17_fpt_mpehns,d_15_17_fpt_mpet,d_15_17_fpt_mpulftw,d_15_17_fpt_mpulptw,d_15_17_fpt_mput,d_15_17_fpt_mptlf,d_15_17_fpt_mpnlf,d_15_17_fpt_mplfsns,d_15_17_fpt_t,d_18_20_fpeft_mpeft,d_18_20_fpeft_mpept,d_18_20_fpeft_mpeaw,d_18_20_fpeft_mpehns,d_18_20_fpeft_mpet,d_18_20_fpeft_mpulftw,d_18_20_fpeft_mpulptw,d_18_20_fpeft_mput,d_18_20_fpeft_mptlf,d_18_20_fpeft_mpnlf,d_18_20_fpeft_mplfsns,d_18_20_fpeft_t,d_18_20_fpept_mpeft,d_18_20_fpept_mpept,d_18_20_fpept_mpeaw,d_18_20_fpept_mpehns,d_18_20_fpept_mpet,d_18_20_fpept_mpulftw,d_18_20_fpept_mpulptw,d_18_20_fpept_mput,d_18_20_fpept_mptlf,d_18_20_fpept_mpnlf,d_18_20_fpept_mplfsns,d_18_20_fpept_t,d_18_20_fpeaw_mpeft,d_18_20_fpeaw_mpept,d_18_20_fpeaw_mpeaw,d_18_20_fpeaw_mpehns,d_18_20_fpeaw_mpet,d_18_20_fpeaw_mpulftw,d_18_20_fpeaw_mpulptw,d_18_20_fpeaw_mput,d_18_20_fpeaw_mptlf,d_18_20_fpeaw_mpnlf,d_18_20_fpeaw_mplfsns,d_18_20_fpeaw_t,d_18_20_fphns_mpeft,d_18_20_fphns_mpept,d_18_20_fphns_mpeaw,d_18_20_fphns_mpehns,d_18_20_fphns_mpet,d_18_20_fphns_mpulftw,d_18_20_fphns_mpulptw,d_18_20_fphns_mput,d_18_20_fphns_mptlf,d_18_20_fphns_mpnlf,d_18_20_fphns_mplfsns,d_18_20_fphns_t,d_18_20_fpet_mpeft,d_18_20_fpet_mpept,d_18_20_fpet_mpeaw,d_18_20_fpet_mpehns,d_18_20_fpet_mpet,d_18_20_fpet_mpulftw,d_18_20_fpet_mpulptw,d_18_20_fpet_mput,d_18_20_fpet_mptlf,d_18_20_fpet_mpnlf,d_18_20_fpet_mplfsns,d_18_20_fpet_t,d_18_20_fpulftw_mpeft,d_18_20_fpulftw_mpept,d_18_20_fpulftw_mpeaw,d_18_20_fpulftw_mpehns,d_18_20_fpulftw_mpet,d_18_20_fpulftw_mpulftw,d_18_20_fpulftw_mpulptw,d_18_20_fpulftw_mput,d_18_20_fpulftw_mptlf,d_18_20_fpulftw_mpnlf,d_18_20_fpulftw_mplfsns,d_18_20_fpulftw_t,d_18_20_fpulptw_mpeft,d_18_20_fpulptw_mpept,d_18_20_fpulptw_mpeaw,d_18_20_fpulptw_mpehns,d_18_20_fpulptw_mpet,d_18_20_fpulptw_mpulftw,d_18_20_fpulptw_mpulptw,d_18_20_fpulptw_mput,sa3_name16
12404,7,0,3,0,6,0,0,0,6,0,0,7,3,0,0,6,13,0,0,0,13,0,0,13,480,41,7,14,548,8,0,8,554,29,0,583,5,3,0,0,7,3,0,3,10,0,0,10,6,0,0,0,13,0,0,0,13,7,0,12,12,3,0,0,17,3,0,3,20,7,0,23,493,43,7,14,568,5,0,5,573,35,0,604,107,10,5,3,121,0,0,0,120,15,0,137,0,0,0,0,0,0,0,0,0,0,3,3,598,56,16,16,686,5,0,9,696,52,8,747,87,10,0,0,97,0,0,0,98,13,0,112,72,7,0,0,83,0,0,0,83,0,0,85,7,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,6,166,24,0,0,190,0,0,0,191,14,0,212,0,3,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,Richmond - Windsor
12405,12,0,7,0,18,3,0,3,21,0,0,21,3,0,0,3,10,0,0,0,13,0,0,12,702,65,18,14,802,5,4,13,808,54,0,859,11,0,0,0,17,0,0,0,12,3,0,22,15,4,0,0,19,0,0,3,21,5,0,29,25,9,0,0,34,4,0,0,34,5,0,45,727,73,14,14,835,10,3,17,850,63,0,904,183,30,3,9,227,10,6,19,249,73,0,320,0,0,0,3,3,0,0,0,3,0,0,7,908,110,19,29,1066,23,13,30,1100,131,3,1237,168,15,0,0,186,3,0,3,189,24,0,216,104,15,0,0,124,0,0,0,124,7,0,134,4,0,0,0,11,0,0,0,11,0,0,11,0,0,0,5,10,0,0,0,10,0,0,10,286,31,4,8,328,3,0,3,333,30,0,361,11,0,0,0,11,0,0,0,11,0,0,10,6,0,0,0,8,0,0,0,St Marys
12501,3,0,3,0,9,0,0,0,9,0,0,9,7,3,0,12,27,0,0,3,28,0,0,28,554,125,8,25,717,23,5,23,737,68,0,809,9,3,0,0,18,11,0,6,28,8,0,32,33,14,0,0,46,0,5,3,57,9,0,62,47,17,0,3,63,10,4,13,81,13,0,93,603,145,8,23,780,30,11,37,820,86,0,906,321,148,6,28,503,22,15,33,528,234,0,766,3,0,0,4,10,0,0,0,10,3,0,16,923,296,18,58,1288,46,21,72,1357,321,0,1686,275,52,3,8,335,7,7,16,352,35,0,386,120,51,0,3,176,3,0,4,177,13,0,196,9,0,0,0,12,0,0,0,12,3,0,13,7,0,0,13,17,0,0,0,17,3,3,24,401,107,3,23,536,14,10,23,553,61,0,618,8,4,0,0,15,6,0,5,20,10,0,28,14,7,0,0,27,0,4,3,Auburn
12502,9,3,3,0,14,0,0,0,14,0,0,14,3,0,0,7,15,3,0,3,12,0,4,21,950,132,11,15,1111,39,6,52,1155,52,4,1207,12,8,0,0,21,6,0,6,25,0,0,22,15,5,0,0,19,9,0,9,30,3,0,34,27,7,0,0,35,15,0,12,52,3,0,58,979,142,11,15,1149,55,8,61,1210,54,4,1263,288,57,5,6,353,16,6,16,376,68,0,442,0,0,0,0,0,0,0,0,0,0,0,3,1264,197,10,30,1504,66,15,81,1582,122,7,1713,363,49,0,0,415,13,5,19,433,28,0,463,301,67,3,12,380,13,4,15,397,17,0,412,9,4,0,0,15,0,0,0,15,0,0,15,3,0,0,9,8,0,0,0,8,0,0,11,673,115,10,14,816,20,9,30,853,46,0,897,11,5,0,0,13,3,0,3,16,0,0,12,9,7,0,0,15,0,0,0,Carlingford
12503,14,5,4,0,24,0,0,0,24,3,0,23,15,4,3,31,51,0,0,0,53,9,0,60,1214,232,20,49,1517,35,17,49,1565,141,3,1706,19,8,0,3,30,6,0,9,35,10,0,41,49,19,0,0,73,6,5,14,86,13,0,98,65,30,0,7,102,11,6,18,120,16,0,140,1280,263,21,50,1614,42,22,65,1683,156,3,1837,607,274,18,58,953,30,17,50,1010,491,4,1506,3,0,0,12,15,0,0,0,15,3,16,30,1884,534,36,126,2581,78,42,123,2705,654,27,3381,462,46,4,3,517,18,0,20,541,44,0,586,285,79,9,9,372,7,10,17,392,34,4,433,14,3,3,0,19,0,0,0,19,4,0,25,16,0,3,25,38,0,0,3,39,3,0,45,775,130,21,33,952,27,9,36,994,87,0,1083,14,3,0,0,16,3,0,6,20,6,0,28,10,14,0,3,26,3,7,10,Merrylands - Guildford
12504,9,3,4,0,13,0,0,0,13,3,0,20,8,0,0,11,16,0,0,0,16,0,0,19,1240,161,20,22,1443,34,6,42,1479,83,3,1563,29,3,0,0,35,3,0,3,40,5,0,45,28,8,0,0,35,3,3,3,42,3,0,45,58,10,0,0,73,6,3,12,83,7,0,87,1296,168,24,22,1512,39,13,54,1561,86,3,1654,333,87,14,3,440,18,7,21,462,102,3,561,0,3,0,0,4,0,0,0,4,0,0,5,1632,258,34,28,1952,57,14,70,2023,188,4,2221,445,57,0,0,511,15,3,16,522,45,0,571,293,53,3,4,356,10,0,12,370,16,0,389,6,3,0,0,14,0,0,0,14,0,0,14,8,0,0,9,16,0,0,0,16,3,0,15,753,111,10,13,896,22,4,25,923,65,0,987,15,3,0,0,16,4,0,3,21,3,0,31,18,6,0,0,19,0,0,0,Parramatta
12601,12,0,0,0,12,0,0,0,19,0,0,20,3,0,0,4,13,0,0,0,13,0,0,10,912,99,8,11,1036,20,6,31,1059,39,0,1101,8,3,0,0,14,3,0,3,15,0,0,15,20,3,0,0,19,0,0,3,25,4,0,27,25,3,0,0,35,4,0,4,35,5,0,45,940,106,8,13,1063,21,9,31,1099,43,0,1142,192,24,0,8,220,8,5,12,237,26,0,261,0,0,0,0,0,0,0,0,0,0,0,0,1129,129,11,19,1288,31,11,44,1338,71,0,1409,362,30,0,0,397,13,3,16,412,24,0,430,293,42,6,0,346,13,0,13,359,21,0,378,12,0,0,0,11,0,0,0,11,0,0,9,0,0,0,4,8,0,0,0,8,0,0,8,669,74,4,4,755,24,7,26,782,46,0,826,3,4,0,0,3,0,0,0,8,0,0,8,11,3,0,0,13,3,0,3,Pennant Hills - Epping
12602,20,6,0,0,31,3,0,3,30,0,0,30,8,3,0,14,26,0,0,0,26,0,0,28,1670,213,14,22,1925,58,12,67,1993,109,0,2099,27,6,0,0,30,7,0,7,38,0,0,39,31,8,0,0,43,3,3,9,49,0,0,52,59,10,0,0,70,12,3,16,85,0,0,86,1727,224,20,22,1997,67,18,82,2076,111,0,2191,349,68,5,5,425,11,4,13,438,76,0,514,0,0,0,0,0,0,0,0,0,0,3,5,2078,290,27,27,2420,76,17,94,2518,185,5,2711,544,72,0,0,616,19,7,22,641,40,0,683,489,76,10,0,579,7,3,8,588,27,0,617,11,3,3,0,25,0,0,0,21,0,0,24,8,0,0,9,14,0,0,0,15,0,0,20,1058,151,20,9,1235,30,8,36,1265,78,0,1343,12,0,0,0,14,0,0,0,14,0,0,16,25,5,0,0,31,3,3,10,Ryde - Hunters Hill
12701,12,3,8,0,22,0,0,0,21,0,0,21,13,0,0,26,44,0,0,0,44,5,0,46,1445,218,32,48,1736,27,6,41,1773,100,4,1880,22,8,0,0,33,3,3,10,39,5,0,43,29,13,0,0,47,3,3,10,59,8,0,67,52,24,0,0,77,8,11,17,101,19,0,114,1497,244,32,44,1817,37,17,54,1873,116,4,1992,480,164,8,23,673,24,8,33,708,303,3,1013,3,0,0,3,5,0,0,0,8,0,11,21,1983,407,37,78,2502,65,25,88,2587,421,23,3030,525,52,13,3,593,6,0,6,600,32,0,638,344,74,4,3,430,6,3,9,445,34,0,481,9,0,0,0,11,0,0,3,16,0,0,17,9,0,0,13,20,0,0,0,19,0,0,19,888,130,16,20,1058,15,6,23,1082,68,3,1149,8,3,0,0,13,3,3,3,19,5,0,19,14,11,0,0,24,3,0,3,Bringelly - Green Valley
12702,12,7,8,0,36,0,0,0,36,4,0,41,13,0,0,25,45,9,0,9,48,9,0,60,1578,297,33,57,1959,58,19,80,2039,230,5,2274,31,12,0,3,49,20,5,28,79,12,0,95,61,43,0,0,105,19,17,34,142,37,0,176,95,54,0,3,154,39,27,63,222,51,0,271,1667,356,28,57,2110,96,51,146,2258,282,8,2549,858,350,15,53,1278,64,33,99,1376,827,10,2212,10,0,0,3,12,0,0,0,12,6,24,41,2539,704,44,114,3399,162,81,243,3647,1116,38,4801,557,72,13,9,654,22,8,30,676,81,0,764,405,140,3,3,562,17,13,28,591,99,0,682,11,6,0,0,16,0,0,0,16,0,0,20,6,0,0,30,39,3,0,3,40,7,3,49,984,226,20,45,1269,41,17,58,1325,189,6,1511,19,10,0,4,29,13,4,13,46,15,0,66,32,20,0,4,57,5,19,27,Fairfield
12703,20,3,11,0,29,0,0,0,29,3,0,31,14,0,0,11,24,0,0,0,24,3,0,34,1541,172,22,19,1759,38,8,45,1802,122,0,1928,24,12,0,3,34,10,0,10,43,7,0,49,26,11,0,0,41,0,3,3,44,7,0,49,49,23,0,3,75,6,5,11,85,14,0,96,1593,194,26,26,1834,48,6,55,1893,134,0,2025,465,115,6,26,610,28,12,41,653,310,0,961,0,0,0,0,4,0,0,0,4,0,13,10,2056,304,32,47,2446,79,23,96,2544,445,13,3004,539,44,10,3,592,17,3,22,617,41,0,665,287,60,3,4,353,5,0,5,355,32,0,385,14,0,6,0,18,0,0,0,19,0,0,20,7,0,0,18,24,0,0,0,24,3,3,31,844,107,16,20,989,26,3,31,1022,77,3,1097,19,8,0,0,25,0,0,0,27,3,0,30,9,4,0,0,15,4,0,3,Liverpool
12801,22,7,0,0,34,0,0,0,37,3,0,41,8,3,0,10,22,0,0,0,22,0,0,22,1736,181,32,23,1980,32,7,38,2021,78,3,2098,9,0,0,0,9,0,0,0,10,4,0,8,35,4,0,0,44,0,0,0,42,0,0,41,37,4,0,0,45,0,0,0,50,7,0,58,1779,192,32,30,2030,36,7,40,2069,82,3,2149,269,37,3,9,321,3,0,7,328,35,0,360,0,0,0,0,0,0,0,0,0,0,3,8,2054,226,37,37,2350,36,9,45,2397,112,3,2519,462,45,8,7,522,0,0,3,519,20,0,543,451,65,4,7,529,6,0,6,539,25,0,564,22,0,6,0,28,0,0,0,28,0,4,28,3,0,0,9,10,0,0,0,10,0,0,15,941,112,22,18,1086,8,0,11,1096,53,4,1150,3,0,0,0,3,0,0,0,3,0,0,4,3,3,0,0,7,0,0,0,Cronulla - Miranda - Caringbah
12802,25,3,3,0,30,0,0,0,30,0,0,31,10,0,0,12,18,0,0,0,18,0,0,18,2135,157,23,37,2353,19,3,26,2379,70,3,2447,8,0,0,0,8,0,0,0,8,3,0,10,34,0,0,0,32,0,0,0,32,0,0,32,47,0,0,0,43,0,0,0,43,3,0,51,2180,159,26,37,2397,19,3,26,2424,72,3,2498,315,26,8,9,352,0,0,3,355,40,0,393,0,0,0,3,3,0,0,0,3,0,0,6,2493,187,30,46,2750,22,8,26,2781,108,10,2897,516,52,7,7,572,8,0,10,584,30,0,611,578,53,13,4,645,5,7,13,657,15,0,675,12,3,4,0,20,0,0,0,22,0,0,22,7,0,0,3,10,0,0,0,10,0,0,14,1108,106,19,11,1246,13,6,22,1270,44,0,1314,3,4,0,0,9,0,0,0,9,0,0,9,10,0,0,0,10,0,0,0,Sutherland - Menai - Heathcote
20101,23,5,3,0,31,0,0,0,36,6,0,38,5,0,0,10,18,0,0,0,18,0,0,24,1417,155,17,21,1615,26,10,39,1651,86,3,1740,12,3,0,0,14,0,3,3,17,0,0,22,15,0,0,0,20,0,0,0,22,0,0,22,32,4,0,0,37,0,3,3,41,0,0,37,1454,160,17,21,1645,26,16,41,1691,83,3,1775,194,26,6,10,237,8,0,10,248,66,0,317,0,0,0,0,0,0,0,0,0,0,0,0,1650,180,24,30,1886,38,15,55,1935,150,8,2094,227,27,4,0,253,3,0,3,256,13,0,268,254,30,4,0,292,4,0,4,296,12,0,309,5,0,0,0,13,0,0,0,13,0,0,13,0,0,0,5,3,0,0,0,3,0,0,3,490,54,7,9,561,8,0,8,568,28,0,599,3,0,0,0,3,3,0,3,5,0,0,5,4,0,0,0,9,0,0,0,Ballarat
20102,8,0,3,0,11,0,0,0,11,0,0,11,4,0,0,3,4,0,0,0,4,0,0,6,336,44,8,8,388,7,0,7,398,26,0,424,6,4,0,0,7,3,0,3,6,0,0,6,6,0,0,3,9,0,0,0,9,0,0,9,7,5,0,3,14,3,0,3,16,0,0,16,346,44,8,6,402,11,0,11,419,26,0,439,75,13,0,0,94,0,0,0,92,22,0,111,0,0,0,0,3,0,0,0,3,0,0,7,426,58,9,14,504,11,0,10,515,47,0,560,46,4,3,0,56,0,0,0,56,7,0,60,62,3,0,3,70,0,0,0,74,0,0,73,0,0,0,0,5,0,0,0,5,0,0,4,3,0,0,0,6,0,0,0,6,0,0,5,114,10,3,3,132,0,0,0,133,10,0,146,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,Creswick - Daylesford - Ballan
20103,7,0,0,0,9,0,0,0,9,0,0,7,0,0,0,3,3,0,0,0,3,0,0,7,264,44,4,7,320,8,0,8,329,26,0,359,0,0,0,0,0,0,0,0,3,0,0,3,5,0,4,0,11,0,0,0,11,0,0,7,5,0,4,0,13,0,0,0,9,4,0,14,273,43,6,6,330,8,3,7,337,31,0,369,70,13,6,3,91,0,3,5,96,44,0,139,0,0,0,0,0,0,0,0,0,0,0,0,343,57,12,9,422,9,3,14,436,68,0,508,37,7,0,0,40,0,0,0,40,8,0,48,36,3,4,0,43,0,0,0,43,3,0,42,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76,5,4,0,84,0,0,0,84,10,0,93,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Maryborough - Pyrenees
20201,24,11,4,0,33,0,0,0,38,0,0,38,7,4,0,5,15,0,0,0,15,0,0,17,1229,171,21,12,1439,12,7,19,1452,63,3,1526,12,4,0,0,14,0,0,0,19,3,0,20,14,0,0,0,14,0,0,0,14,0,0,18,31,5,0,0,36,0,0,0,36,3,0,37,1256,174,21,12,1472,15,7,20,1487,72,3,1562,188,34,6,3,228,12,9,20,248,62,3,310,4,0,0,0,3,0,0,0,3,0,4,6,1455,211,27,15,1706,24,9,37,1739,132,10,1885,170,26,0,3,204,4,0,4,205,14,0,221,204,38,3,3,243,5,0,5,251,15,0,265,8,3,0,0,17,0,0,0,17,0,0,17,0,3,0,3,3,0,0,0,3,0,0,3,386,65,11,9,467,5,0,5,475,29,0,504,4,0,0,0,4,0,0,0,3,0,0,3,4,0,0,0,3,0,0,0,Bendigo
20202,9,4,3,0,16,0,0,0,16,0,0,16,3,0,0,12,18,0,0,0,18,0,0,18,633,113,25,19,783,13,0,12,797,32,6,837,5,0,0,0,6,0,0,0,10,0,0,10,10,3,0,0,17,3,0,3,21,0,0,23,18,3,0,0,24,4,0,4,30,0,0,32,652,115,25,19,812,14,0,17,830,37,6,863,88,24,8,4,121,6,0,6,131,26,0,151,0,0,0,0,0,0,0,0,0,0,0,6,740,144,35,23,937,28,0,26,959,56,4,1025,87,16,6,0,111,0,0,0,113,7,0,117,95,17,3,0,115,0,0,0,120,5,0,122,0,3,0,0,3,0,0,0,3,0,0,4,0,0,0,3,8,0,0,0,8,0,0,8,188,30,7,8,233,0,0,4,232,18,0,251,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,Heathcote - Castlemaine - Kyneton
20203,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,177,16,3,0,199,0,3,3,202,13,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,16,3,0,195,0,3,3,200,13,0,215,35,0,0,0,33,0,0,3,42,11,0,53,3,0,0,0,3,0,0,0,3,0,0,3,209,14,3,3,239,0,3,4,242,21,0,263,23,3,0,0,28,0,0,0,28,3,0,27,28,0,0,0,30,0,0,0,30,4,0,33,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,56,0,0,0,56,4,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Loddon - Elmore
20301,5,4,0,0,9,0,0,0,9,4,0,13,4,0,0,3,4,0,0,0,4,0,0,4,349,33,11,11,405,6,0,8,412,16,0,424,8,0,0,0,8,0,0,0,8,0,0,8,7,0,0,0,7,0,0,0,7,0,0,5,15,0,0,0,15,0,0,0,15,0,0,13,357,33,11,11,418,6,0,8,422,19,0,443,60,12,5,7,88,0,0,0,88,10,0,95,0,0,0,0,0,0,0,0,0,0,0,0,418,50,16,19,501,6,0,8,511,22,0,536,43,4,0,0,51,0,0,0,51,4,0,51,59,7,0,3,71,0,0,3,69,4,0,75,3,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,3,0,0,0,3,0,0,3,108,14,4,4,128,0,0,3,133,3,0,140,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,Barwon - West
20302,45,7,8,0,62,3,0,3,62,6,0,66,15,4,0,18,35,0,0,0,35,0,0,35,2426,239,45,38,2756,41,0,41,2795,126,0,2932,18,4,0,0,19,3,0,3,25,3,0,27,41,8,0,0,45,8,0,7,49,6,0,57,55,12,0,0,63,13,0,9,79,11,0,88,2486,251,44,38,2821,54,0,56,2875,139,0,3017,467,68,7,10,550,15,4,23,575,134,3,708,5,0,0,0,11,0,0,0,11,0,6,9,2960,315,53,56,3379,69,4,77,3458,278,5,3739,458,46,4,4,516,7,0,7,522,34,0,558,591,82,11,4,686,8,3,11,699,38,0,742,28,0,14,5,44,0,0,0,44,0,0,47,4,0,0,11,17,0,0,0,17,0,0,17,1084,137,22,23,1265,11,3,19,1284,79,3,1362,12,3,0,0,16,10,0,10,24,0,0,24,16,4,3,0,23,3,3,4,Geelong
20303,13,0,7,0,23,0,0,0,23,3,0,22,4,3,0,7,16,0,0,0,16,0,0,16,1042,152,17,19,1241,8,0,14,1250,45,0,1296,12,4,0,0,14,0,0,0,13,0,0,13,24,0,0,0,24,0,0,3,29,0,0,30,39,4,0,0,38,3,0,0,42,0,0,45,1082,156,17,19,1282,11,0,17,1297,48,0,1343,131,10,3,0,150,5,0,5,153,27,0,180,0,0,0,0,3,0,0,0,3,0,3,8,1215,170,25,21,1431,12,0,14,1450,77,5,1535,157,31,3,3,190,3,0,3,191,6,0,195,216,41,8,3,264,3,0,3,269,9,0,280,9,0,6,0,8,0,0,0,8,0,0,13,7,0,0,0,6,0,0,0,6,0,0,6,379,68,15,3,470,5,0,5,478,13,0,496,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,Surf Coast - Bellarine Peninsula
20401,13,4,6,0,21,0,0,0,21,0,0,22,7,5,0,9,19,0,0,0,19,0,0,19,619,95,19,20,750,8,0,6,756,19,0,786,16,0,0,0,18,0,0,0,18,0,0,21,12,0,0,0,18,0,0,0,18,0,0,21,29,0,0,0,33,0,0,0,33,3,0,39,649,103,19,19,787,8,0,6,795,21,0,820,117,21,0,9,141,3,0,6,152,38,0,183,0,0,0,0,0,0,0,0,0,0,0,0,768,117,16,26,929,10,3,13,940,61,7,1007,88,12,0,3,102,0,0,0,102,11,0,115,77,23,3,0,110,0,0,3,111,8,0,116,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0,3,0,0,3,175,34,8,4,215,4,0,4,220,15,0,235,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,Upper Goulburn Valley
20402,22,0,0,0,24,0,0,0,24,0,0,25,9,0,0,6,12,0,0,0,12,0,0,12,661,69,18,14,759,0,4,4,764,25,3,794,3,0,0,0,7,4,0,4,8,0,0,8,15,3,0,0,18,0,0,0,20,0,0,19,18,3,3,0,18,3,0,3,24,0,0,26,674,78,14,14,783,3,4,7,790,29,3,821,91,15,3,3,113,7,0,8,117,31,3,154,3,0,0,3,3,0,0,0,3,0,6,10,770,88,25,21,900,11,4,10,910,65,10,980,77,4,0,0,90,0,0,0,90,3,0,89,62,6,0,0,72,0,0,0,72,0,0,73,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,5,0,0,0,5,0,0,5,145,13,0,3,161,0,0,0,161,5,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wangaratta - Benalla
20403,11,0,8,0,17,0,0,0,17,0,0,16,9,0,0,11,16,0,0,0,16,0,0,16,1076,116,29,20,1238,8,0,6,1246,63,0,1311,10,0,0,0,10,0,0,3,13,3,0,14,13,0,0,0,18,0,0,0,18,3,0,17,25,0,0,0,29,0,3,3,30,3,0,34,1099,115,24,21,1262,3,3,8,1271,67,0,1342,132,18,6,7,158,3,3,8,168,49,0,213,3,0,0,0,3,0,0,0,3,0,3,5,1233,132,31,35,1423,7,6,17,1439,112,7,1557,114,9,0,3,127,0,0,0,124,8,0,132,113,10,4,0,125,0,0,0,127,3,0,132,0,0,0,0,4,0,0,0,4,3,0,6,4,0,0,0,4,0,0,0,4,0,0,4,227,24,5,0,260,3,0,3,260,10,0,273,3,0,0,0,3,3,0,3,4,0,0,6,6,0,0,0,9,0,0,0,Wodonga - Alpine
