sa3_code16,d_0_4_fpeft_mpeft,d_0_4_fpeft_mpept,d_0_4_fpeft_mpeaw,d_0_4_fpeft_mpehns,d_0_4_fpeft_mpet,d_0_4_fpeft_mpulftw,d_0_4_fpeft_mpulptw,d_0_4_fpeft_mput,d_0_4_fpeft_mptlf,d_0_4_fpeft_mpnlf,d_0_4_fpeft_mplfsns,d_0_4_fpeft_t,d_0_4_fpept_mpeft,d_0_4_fpept_mpept,d_0_4_fpept_mpeaw,d_0_4_fpept_mpehns,d_0_4_fpept_mpet,d_0_4_fpept_mpulftw,d_0_4_fpept_mpulptw,d_0_4_fpept_mput,d_0_4_fpept_mptlf,d_0_4_fpept_mpnlf,d_0_4_fpept_mplfsns,d_0_4_fpept_t,d_0_4_fpeaw_mpeft,d_0_4_fpeaw_mpept,d_0_4_fpeaw_mpeaw,d_0_4_fpeaw_mpehns,d_0_4_fpeaw_mpet,d_0_4_fpeaw_mpulftw,d_0_4_fpeaw_mpulptw,d_0_4_fpeaw_mput,d_0_4_fpeaw_mptlf,d_0_4_fpeaw_mpnlf,d_0_4_fpeaw_mplfsns,d_0_4_fpeaw_t,d_0_4_fphns_mpeft,d_0_4_fphns_mpept,d_0_4_fphns_mpeaw,d_0_4_fphns_mpehns,d_0_4_fphns_mpet,d_0_4_fphns_mpulftw,d_0_4_fphns_mpulptw,d_0_4_fphns_mput,d_0_4_fphns_mptlf,d_0_4_fphns_mpnlf,d_0_4_fphns_mplfsns,d_0_4_fphns_t,d_0_4_fpet_mpeft,d_0_4_fpet_mpept,d_0_4_fpet_mpeaw,d_0_4_fpet_mpehns,d_0_4_fpet_mpet,d_0_4_fpet_mpulftw,d_0_4_fpet_mpulptw,d_0_4_fpet_mput,d_0_4_fpet_mptlf,d_0_4_fpet_mpnlf,d_0_4_fpet_mplfsns,d_0_4_fpet_t,d_0_4_fpulftw_mpeft,d_0_4_fpulftw_mpept,d_0_4_fpulftw_mp_eaw,d_0_4_fpulftw_mp_e_hw_ns,d_0_4_fpulftw_mpet,d_0_4_fpulftw_mpulftw,d_0_4_fpulftw_mpulptw,d_0_4_fpulftw_mput,d_0_4_fpulftw_mptlf,d_0_4_fpulftw_mpnlf,d_0_4_fpulftw_mplfsns,d_0_4_fpulftw_t,d_0_4_fpulptw_mpeft,d_0_4_fpulptw_mpept,d_0_4_fpulptw_mpeaw,d_0_4_fpulptw_mpem_hw_ns,d_0_4_fpulptw_mpet,d_0_4_fpulptw_mpulftw,d_0_4_fpulptw_mpulptw,d_0_4_fpulptw_mput,d_0_4_fpulptw_mptlf,d_0_4_fpulptw_mpnlf,d_0_4_fpulptw_mplfsns,d_0_4_fpulptw_t,d_0_4_fput_mpeft,d_0_4_fput_mpept,d_0_4_fput_mpeaw,d_0_4_fput_mp_e_hns,d_0_4_fput_mpet,d_0_4_fput_mpulftw,d_0_4_fput_mpulptw,d_0_4_fput_mput,d_0_4_fput_mptlf,d_0_4_fput_mpnlf,d_0_4_fput_mplfsns,d_0_4_fput_t,d_0_4_fptlf_mpeft,d_0_4_fptlf_mpept,d_0_4_fptlf_mpeaw,d_0_4_fptlf_mpehns,d_0_4_fptlf_mpet,d_0_4_fptlf_mpulftw,d_0_4_fptlf_mpulptw,d_0_4_fptlf_mput,d_0_4_fptlf_mptlf,d_0_4_fptlf_mpnlf,d_0_4_fptlf_mplfsns,d_0_4_fptlf_t,d_0_4_fpnlf_mpeft,d_0_4_fpnlf_mpept,d_0_4_fpnlf_mpeaw,d_0_4_fpnlf_mp_e_hns,d_0_4_fpnlf_mpet,d_0_4_fpnlf_mpuemplfftw,d_0_4_fpnlf_mpuemplfptw,d_0_4_fpnlf_mput,d_0_4_fpnlf_mptlf,d_0_4_fpnlf_mpnlf,d_0_4_fpnlf_mplfsns,d_0_4_fpnlf_t,d_0_4_fplfsns_mpeft,d_0_4_fplfsns_mpept,d_0_4_fplfsns_mpeaw,d_0_4_fplfsns_mp_e_hns,d_0_4_fplfsns_mpet,d_0_4_fplfsns_mpulftw,d_0_4_fplfsns_mpulptw,d_0_4_fplfsns_mput,d_0_4_fplfsns_mptlf,d_0_4_fplfsns_mpnlf,d_0_4_fplfsns_mplfsns,d_0_4_fplfsns_t,d_0_4_fpt_mpeft,d_0_4_fpt_mpept,d_0_4_fpt_mpeaw,d_0_4_fpt_mpehns,d_0_4_fpt_mpet,d_0_4_fpt_mpulftw,d_0_4_fpt_mpulptw,d_0_4_fpt_mput,d_0_4_fpt_mptlf,d_0_4_fpt_mpnlf,d_0_4_fpt_mplfsns,d_0_4_fpt_t,d_5_9_fpeft_mpeft,d_5_9_fpeft_mpept,d_5_9_fpeft_mpeaw,d_5_9_fpeft_mpehns,d_5_9_fpeft_mpet,d_5_9_fpeft_mpulftw,d_5_9_fpeft_mpulptw,d_5_9_fpeft_mput,d_5_9_fpeft_mptlf,d_5_9_fpeft_mpnlf,d_5_9_fpeft_mplfsns,d_5_9_fpeft_t,d_5_9_fpept_mpeft,d_5_9_fpept_mpept,d_5_9_fpept_mpeaw,d_5_9_fpept_mpehns,d_5_9_fpept_mpet,d_5_9_fpept_mpulftw,d_5_9_fpept_mpulptw,d_5_9_fpept_mput,d_5_9_fpept_mptlf,d_5_9_fpept_mpnlf,d_5_9_fpept_mplfsns,d_5_9_fpept_t,d_5_9_fpeaw_mpeft,d_5_9_fpeaw_mpept,d_5_9_fpeaw_mpeaw,d_5_9_fpeaw_mpehns,d_5_9_fpeaw_mpet,d_5_9_fpeaw_mpulftw,d_5_9_fpeaw_mpulptw,d_5_9_fpeaw_mput,d_5_9_fpeaw_mptlf,d_5_9_fpeaw_mpnlf,d_5_9_fpeaw_mplfsns,d_5_9_fpeaw_t,d_5_9_fphns_mpeft,d_5_9_fphns_mpept,d_5_9_fphns_mpeaw,d_5_9_fphns_mpehns,d_5_9_fphns_mpet,d_5_9_fphns_mpulftw,d_5_9_fphns_mpulptw,d_5_9_fphns_mput,d_5_9_fphns_mptlf,d_5_9_fphns_mpnlf,d_5_9_fphns_mplfsns,d_5_9_fphns_t,d_5_9_fpet_mpeft,d_5_9_fpet_mpept,d_5_9_fpet_mpeaw,d_5_9_fpet_mp_e_hns,d_5_9_fpet_mpet,d_5_9_fpet_mpulftw,d_5_9_fpet_mpulptw,d_5_9_fpet_mput,sa3_name16
12405,412,42,3,6,466,5,3,7,471,18,0,490,609,54,4,3,670,9,3,11,683,16,0,699,149,12,13,0,167,7,0,7,172,5,0,176,22,0,0,21,36,0,0,0,36,0,9,47,1185,105,17,32,1340,26,4,28,1370,38,7,1412,18,3,0,0,23,14,0,14,33,3,0,38,43,13,0,0,55,9,0,9,61,0,0,61,58,15,0,0,77,16,0,16,98,4,0,102,1251,117,17,33,1419,44,4,44,1460,43,8,1515,822,150,23,39,1038,26,3,31,1066,120,5,1188,8,0,0,0,11,0,0,0,14,0,18,29,2076,269,42,74,2461,71,6,74,2538,159,28,2731,560,47,5,3,616,10,6,16,627,33,0,664,655,71,5,3,740,4,0,7,747,24,3,774,38,0,3,0,45,0,0,0,41,3,0,44,8,0,0,19,28,0,0,0,28,0,0,28,1265,123,9,30,1429,15,10,21,St Marys
12501,593,65,9,6,671,19,3,25,697,68,0,762,654,164,3,6,823,14,3,22,848,51,0,894,175,24,21,3,229,3,0,0,231,14,0,245,17,5,0,17,45,0,0,3,43,6,4,51,1438,256,35,35,1767,40,9,50,1816,138,4,1954,41,7,0,0,52,9,3,13,66,3,0,72,48,18,3,3,66,8,0,10,79,9,0,92,89,26,3,8,120,24,4,29,148,10,0,162,1526,283,39,35,1892,61,14,72,1966,147,8,2118,1667,616,42,98,2419,144,34,181,2600,551,23,3177,4,4,0,8,22,0,3,3,19,3,27,50,3197,910,77,150,4325,203,53,258,4584,707,59,5345,552,109,4,4,672,18,4,28,697,72,0,774,551,147,7,0,708,14,3,16,723,60,3,779,19,5,5,3,37,0,0,0,36,6,0,38,12,6,0,23,40,0,0,0,40,0,0,40,1133,267,16,26,1447,36,11,43,Auburn
12502,687,63,12,0,764,14,9,23,784,38,0,826,848,91,4,6,951,3,0,4,954,28,0,986,212,22,20,0,261,4,0,4,266,3,0,266,15,0,0,14,31,0,0,0,29,3,0,37,1765,173,41,20,1997,23,7,36,2030,77,3,2115,38,3,0,0,44,6,0,6,47,3,0,51,59,7,0,0,67,4,0,4,73,0,0,73,92,10,0,4,110,5,3,10,121,3,0,119,1864,182,41,23,2107,35,10,45,2149,80,3,2235,1005,186,26,17,1234,47,6,57,1285,138,0,1421,5,0,0,9,12,0,0,0,12,0,14,26,2873,368,67,50,3350,83,16,94,3449,215,18,3684,861,89,5,3,963,28,5,38,998,36,0,1033,1010,129,8,3,1152,16,0,16,1173,30,0,1203,45,7,11,0,63,0,0,0,63,0,0,65,11,0,0,7,22,0,0,0,25,3,5,28,1937,232,19,11,2201,45,5,55,Carlingford
12503,987,161,6,17,1167,36,8,40,1209,77,3,1290,1375,237,13,15,1644,12,9,24,1669,64,4,1740,321,50,21,3,401,4,0,4,403,22,0,427,38,10,0,31,75,0,0,0,75,6,3,83,2725,458,41,65,3282,50,21,71,3353,175,9,3538,67,18,3,0,93,15,3,18,104,4,0,114,101,29,3,11,139,12,3,13,147,23,0,169,171,43,4,11,224,28,7,28,253,25,0,283,2893,505,43,73,3512,77,24,100,3611,201,9,3819,2666,1110,61,178,4013,289,74,362,4378,1238,42,5659,17,6,0,25,45,0,0,4,51,3,46,105,5576,1615,108,270,7572,370,99,466,8038,1445,100,9580,1137,180,8,12,1333,41,15,63,1397,117,3,1517,1427,245,10,17,1703,28,7,32,1737,76,3,1817,73,18,11,3,103,3,0,3,108,12,0,116,40,12,0,26,77,0,0,0,77,8,3,93,2684,452,25,59,3217,70,28,97,Merrylands - Guildford
12504,1807,197,23,17,2047,60,5,63,2111,92,0,2204,1831,219,24,10,2078,18,6,24,2106,56,3,2158,509,40,46,0,600,10,4,12,611,18,0,632,40,3,0,37,78,0,0,0,76,0,3,82,4191,459,91,69,4801,91,13,100,4909,161,3,5074,318,27,3,4,350,27,3,28,380,11,0,386,252,33,3,3,291,15,3,24,311,7,0,317,566,62,3,5,642,40,5,53,686,16,0,702,4761,519,93,73,5444,130,20,155,5594,179,3,5779,2955,407,62,82,3510,107,20,131,3641,292,11,3946,17,4,0,22,49,0,0,0,50,7,30,81,7734,927,161,183,8999,241,48,284,9283,472,54,9809,1913,189,11,12,2124,59,20,77,2202,89,0,2288,1750,205,18,17,1990,32,10,37,2030,65,0,2093,99,9,13,0,119,0,0,0,123,3,0,124,37,0,0,23,63,0,0,0,63,9,6,72,3798,404,41,52,4296,89,27,116,Parramatta
12601,511,43,6,6,562,12,5,10,572,33,0,606,614,55,0,3,674,3,3,10,686,12,0,699,154,13,20,3,186,8,0,8,190,3,0,198,7,0,0,3,6,0,0,0,6,0,0,6,1277,109,25,12,1429,22,7,26,1455,50,0,1507,26,3,0,0,25,4,0,4,30,3,0,36,41,4,0,3,47,6,0,6,56,4,0,61,67,4,0,3,75,9,0,9,85,7,0,91,1343,116,25,18,1507,34,7,41,1542,52,0,1601,566,44,12,9,632,25,3,30,667,56,3,726,0,0,0,3,4,0,0,0,4,0,5,9,1913,164,40,34,2141,56,13,68,2212,108,9,2329,753,57,4,4,822,26,7,35,854,61,0,917,820,78,3,3,908,7,5,11,917,15,0,936,37,0,5,0,47,0,0,0,45,0,0,47,7,0,0,0,9,0,0,0,11,0,0,9,1625,138,15,10,1789,37,9,45,Pennant Hills - Epping
12602,1426,121,10,9,1574,40,7,48,1621,85,3,1703,1700,179,21,9,1920,31,4,30,1948,39,0,1987,514,48,44,3,612,4,0,6,615,15,0,633,41,4,0,29,78,0,0,0,80,0,0,79,3685,360,78,58,4178,75,9,89,4261,137,5,4403,80,7,0,0,89,11,5,12,105,3,0,104,136,5,0,5,142,5,3,10,150,0,0,156,221,6,0,5,232,15,6,25,253,4,0,256,3902,367,81,60,4407,99,16,107,4517,137,5,4662,1737,223,38,31,2030,46,14,61,2093,170,3,2274,4,0,0,14,25,0,0,0,25,0,17,40,5646,594,119,101,6462,146,28,171,6632,311,33,6974,1607,176,18,16,1815,40,7,49,1862,78,0,1947,1987,188,19,9,2209,22,3,22,2232,49,3,2282,79,17,13,0,105,0,0,0,105,3,0,108,19,0,0,28,49,0,0,0,49,0,3,53,3696,385,50,50,4178,63,13,68,Ryde - Hunters Hill
12701,939,79,5,10,1031,16,5,18,1056,52,3,1108,1323,156,14,7,1501,15,3,22,1525,34,0,1557,378,18,34,11,444,5,0,5,445,8,0,455,25,4,0,27,55,0,0,0,61,3,3,62,2666,260,58,56,3035,39,11,45,3086,99,3,3187,40,6,0,0,44,0,0,0,48,3,0,53,70,8,0,0,72,5,0,5,81,8,0,92,108,10,0,0,121,8,0,6,130,15,0,138,2770,275,58,56,3158,48,13,60,3211,109,3,3326,1608,363,38,90,2093,80,36,116,2209,560,11,2783,9,6,0,13,21,0,0,3,22,4,18,47,4382,643,94,154,5273,125,48,172,5447,671,40,6154,1243,131,5,5,1385,30,0,28,1417,76,7,1495,1404,199,18,21,1643,18,3,17,1659,47,0,1708,79,7,18,3,107,0,0,0,107,0,0,107,18,11,0,43,70,0,0,0,72,3,0,74,2738,343,49,67,3200,46,7,48,Bringelly - Green Valley
12702,988,86,7,11,1094,20,8,26,1124,111,0,1240,1086,195,11,23,1310,20,3,30,1337,60,3,1396,246,28,31,4,316,12,0,11,329,14,0,344,27,7,0,17,54,0,0,0,54,10,3,69,2357,312,51,51,2769,58,13,71,2841,200,7,3049,51,12,0,0,64,15,0,19,83,3,0,82,83,21,0,3,106,14,3,21,128,7,0,134,132,28,0,0,169,34,6,35,209,9,0,220,2487,343,54,53,2940,84,15,108,3042,210,7,3265,2225,776,47,114,3161,200,94,292,3450,1437,22,4905,17,4,0,18,38,0,0,0,38,7,85,129,4730,1123,100,188,6143,283,112,397,6538,1652,117,8296,1188,140,7,7,1348,49,19,67,1415,123,0,1536,1220,268,23,21,1524,44,14,53,1580,113,8,1701,50,12,13,0,78,0,3,4,79,5,0,89,23,6,0,33,65,3,8,9,75,8,0,84,2489,431,36,60,3017,92,36,133,Fairfield
12703,1013,101,11,8,1129,21,9,32,1160,68,0,1225,1425,164,11,8,1616,22,11,26,1646,47,0,1691,391,36,29,3,465,3,0,3,470,12,0,478,28,0,0,25,49,0,0,0,51,6,0,62,2864,302,49,47,3260,49,19,64,3322,132,0,3456,65,12,0,0,83,17,0,13,97,7,0,103,103,12,0,0,117,5,4,14,132,3,0,131,168,24,0,3,195,21,5,30,225,11,0,235,3031,326,51,47,3461,67,23,94,3552,141,0,3691,1937,519,38,98,2587,144,28,177,2770,749,14,3530,6,3,0,15,21,0,0,0,21,10,40,69,4973,850,92,159,6076,213,56,270,6341,893,54,7291,1293,144,19,16,1466,29,12,44,1509,81,0,1589,1516,196,15,13,1743,28,8,37,1777,67,0,1843,80,3,12,0,96,0,0,0,101,3,0,104,26,3,0,27,56,0,0,0,51,4,0,58,2918,345,51,50,3362,61,18,78,Liverpool
12801,915,67,13,6,995,8,7,12,1008,21,0,1034,2132,110,23,17,2283,3,0,9,2287,26,0,2316,519,30,45,3,607,9,0,9,612,6,0,617,42,0,0,15,54,0,0,0,57,0,0,62,3605,210,87,40,3935,21,6,23,3963,61,3,4026,13,0,0,0,16,9,0,9,25,7,0,28,65,0,0,0,72,0,0,0,71,0,0,70,86,0,0,0,84,9,0,7,97,7,0,98,3685,214,87,39,4025,29,11,37,4057,60,3,4127,1193,100,15,31,1336,19,7,25,1363,49,0,1416,4,0,0,0,7,3,0,3,3,0,17,21,4880,313,100,70,5360,49,13,61,5423,114,22,5560,1174,100,6,3,1287,6,5,12,1303,42,0,1348,2457,165,23,16,2654,12,3,19,2671,42,3,2716,87,4,11,0,105,0,0,0,105,0,0,105,20,0,0,21,50,3,0,3,49,0,0,53,3745,273,36,42,4094,24,8,32,Cronulla - Miranda - Caringbah
12802,923,80,12,7,1025,11,0,16,1040,29,0,1068,2576,129,17,17,2735,18,0,17,2755,24,0,2784,584,40,60,0,688,7,0,7,692,9,0,703,23,0,0,16,38,0,0,0,38,0,0,38,4096,252,95,46,4488,37,3,38,4527,61,0,4591,21,0,0,0,21,0,0,0,21,0,0,20,54,3,0,0,59,0,0,0,59,0,0,59,77,3,0,0,77,0,0,0,77,0,0,79,4175,255,95,46,4573,37,3,38,4610,67,0,4675,1150,98,29,14,1286,13,7,19,1308,48,0,1356,7,0,0,3,11,0,0,0,11,0,7,10,5325,355,125,58,5870,48,4,59,5923,110,8,6044,1495,122,9,10,1624,22,4,31,1654,41,4,1692,3100,198,20,20,3338,19,0,19,3354,31,0,3388,101,12,14,0,131,0,0,0,131,7,0,136,20,0,0,27,45,0,0,0,45,0,0,47,4712,335,41,58,5141,40,4,48,Sutherland - Menai - Heathcote
20101,413,71,3,3,494,7,3,13,501,33,0,540,1815,200,19,15,2041,14,9,27,2067,45,0,2117,397,50,39,5,484,3,0,3,486,5,0,491,14,0,0,12,36,0,0,0,36,0,0,33,2637,326,58,37,3052,25,15,38,3092,86,0,3180,19,5,0,0,26,9,0,9,29,3,0,33,48,10,0,4,63,0,3,3,65,3,0,70,68,11,0,3,84,9,3,7,96,9,0,105,2707,335,58,38,3136,32,16,51,3187,97,0,3282,1184,139,40,28,1388,71,5,79,1465,151,3,1618,6,3,0,4,10,0,0,0,6,0,15,19,3888,476,96,63,4531,104,24,127,4661,247,13,4924,694,100,5,5,810,15,8,24,829,53,0,885,2045,207,23,14,2286,14,8,25,2306,63,0,2368,69,14,13,10,107,3,0,3,105,6,0,111,10,3,0,21,31,3,0,3,36,5,0,37,2815,325,42,45,3229,38,10,51,Ballarat
20102,68,9,4,0,77,0,3,3,82,12,0,96,342,60,10,0,412,10,0,10,422,16,0,434,75,9,7,0,88,0,0,0,88,3,0,91,3,0,0,4,9,0,0,0,9,0,0,16,489,80,19,9,592,16,3,16,607,27,0,637,3,0,0,0,3,0,0,0,3,0,0,3,13,0,0,0,12,0,0,0,12,0,0,12,12,0,0,0,17,0,0,0,17,0,0,17,504,80,19,7,610,16,3,16,626,27,0,653,271,58,7,11,350,17,0,17,364,34,0,397,4,0,0,0,4,0,0,0,4,0,0,4,775,135,34,15,957,26,5,30,994,59,0,1049,159,45,3,0,210,5,4,10,216,11,0,232,507,85,7,3,596,4,3,10,605,22,0,633,24,3,4,0,30,0,0,0,30,0,0,36,9,0,0,5,7,0,0,0,7,0,0,9,696,133,17,7,841,14,4,21,Creswick - Daylesford - Ballan
20103,58,9,3,0,73,0,0,0,73,3,0,75,274,36,0,3,308,3,0,3,310,12,0,321,41,9,15,3,67,0,0,0,67,3,0,67,4,3,0,0,10,0,0,0,10,3,0,6,377,54,19,4,452,3,0,3,454,20,0,474,3,0,0,0,3,0,0,0,4,0,0,4,14,3,0,0,15,0,0,0,15,3,0,15,16,3,0,0,18,0,0,0,20,3,0,17,388,59,14,4,468,3,0,3,471,18,0,494,244,34,8,3,287,10,7,19,305,29,0,337,5,0,0,0,5,0,0,0,5,0,0,6,637,94,20,7,765,14,7,23,786,51,0,838,137,30,3,5,174,0,0,0,176,23,0,197,366,30,13,3,416,7,0,7,423,16,0,440,15,3,12,0,22,0,0,0,22,0,0,22,3,3,0,0,3,0,0,0,3,0,0,3,519,66,29,11,620,5,0,5,Maryborough - Pyrenees
20201,380,69,7,0,463,17,5,22,484,24,0,502,1529,170,20,10,1734,15,4,24,1755,37,4,1793,355,50,48,7,460,7,0,4,471,3,0,475,18,3,0,6,25,0,0,0,25,0,0,28,2286,294,83,19,2687,38,10,48,2735,66,4,2795,12,0,0,5,14,0,0,0,19,0,0,21,64,10,0,0,73,3,3,7,79,4,0,91,78,8,0,5,92,5,3,6,100,13,0,111,2361,305,84,22,2777,46,13,58,2833,71,4,2907,1108,182,20,10,1327,48,17,67,1396,152,4,1550,6,0,0,0,6,0,0,0,6,0,0,6,3481,490,108,38,4109,91,28,123,4232,225,8,4457,644,90,6,3,747,8,5,15,764,40,0,802,1658,182,45,25,1910,20,0,21,1936,44,0,1982,61,10,5,3,84,0,0,0,85,3,0,91,15,0,0,12,22,0,0,0,24,0,0,24,2381,289,59,43,2768,34,9,37,Bendigo
20202,146,29,8,4,186,6,0,6,194,24,0,216,644,129,12,7,794,10,3,8,808,17,0,821,125,19,6,11,154,0,0,0,156,0,0,157,12,0,0,5,16,0,0,0,16,3,0,19,935,183,21,27,1161,10,3,14,1177,43,0,1217,3,0,0,0,3,0,0,0,5,0,0,5,28,3,0,0,34,0,0,0,38,0,0,38,32,3,0,0,37,0,0,3,39,0,0,39,965,186,21,27,1195,13,6,19,1214,43,0,1258,488,74,18,9,592,11,0,13,603,35,0,632,3,0,3,3,7,0,0,0,7,0,8,12,1455,256,45,35,1790,25,9,29,1820,79,9,1906,282,60,3,3,355,6,6,15,367,42,0,413,855,146,14,8,1016,3,0,4,1018,30,0,1052,30,11,7,0,48,0,0,0,46,0,0,53,10,0,0,11,16,0,0,0,16,0,0,16,1173,209,22,21,1437,8,6,13,Heathcote - Castlemaine - Kyneton
20203,52,4,0,0,62,0,0,0,62,0,0,62,128,8,0,3,143,0,0,0,143,7,0,148,32,3,0,0,36,0,0,0,36,0,0,36,0,0,0,3,7,0,0,0,7,0,0,7,218,19,0,9,250,0,0,0,250,5,0,254,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,7,216,22,0,9,255,0,0,0,255,11,0,260,108,13,3,4,125,9,0,9,130,25,0,160,0,0,0,0,0,0,0,0,0,0,0,3,328,36,3,10,376,9,0,9,386,34,3,420,94,13,0,0,112,0,0,0,110,0,0,114,201,20,3,3,223,0,0,0,223,9,0,236,12,0,3,0,16,0,0,0,16,0,0,16,0,0,0,4,4,0,0,0,4,0,0,4,307,36,3,4,352,0,0,0,Loddon - Elmore
20301,82,15,0,0,98,0,0,0,100,4,0,97,380,33,8,0,419,0,0,0,415,4,0,423,98,11,11,0,116,0,0,0,116,0,0,113,3,0,0,10,12,0,0,0,12,0,0,10,556,52,17,10,638,0,0,0,641,12,0,646,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,13,0,0,0,13,0,0,13,10,0,0,0,12,0,0,0,12,0,0,12,567,58,18,10,650,0,0,0,653,12,0,661,313,38,6,7,373,0,0,0,373,10,0,381,7,0,0,0,7,0,0,0,7,0,0,7,891,94,25,20,1032,0,0,0,1036,18,0,1053,171,21,3,0,193,0,0,0,196,10,0,207,517,43,0,3,570,3,3,7,574,13,3,582,18,0,5,0,23,0,0,0,23,3,0,24,5,3,0,3,14,0,0,0,14,3,0,10,709,73,11,6,800,3,3,9,Barwon - West
20302,827,122,18,4,969,19,11,31,1001,81,3,1082,3033,296,45,25,3397,41,11,55,3448,61,0,3503,734,61,62,5,863,7,0,7,872,19,0,888,30,0,0,28,61,0,0,0,61,3,5,67,4620,479,122,67,5288,71,20,93,5383,158,4,5545,43,5,0,4,51,4,0,4,56,7,0,66,145,18,0,0,169,5,3,6,178,4,0,176,190,26,0,4,219,10,3,13,230,12,0,246,4807,506,122,76,5507,86,26,106,5617,165,4,5782,2128,342,77,52,2597,101,25,118,2720,307,8,3040,12,0,3,8,25,0,0,0,25,0,22,47,6944,845,200,136,8130,184,42,228,8357,479,30,8871,1138,179,17,5,1346,47,12,52,1404,84,0,1489,3331,300,34,19,3680,42,10,52,3732,65,6,3805,139,17,44,0,204,0,0,0,207,9,0,218,28,9,0,16,50,0,3,3,52,3,0,53,4643,505,101,36,5282,89,20,112,Geelong
20303,259,48,6,0,313,11,0,8,321,26,0,348,1323,130,24,11,1484,24,0,24,1510,39,0,1548,278,31,23,7,337,0,0,0,337,3,0,336,16,0,3,6,29,0,0,0,29,3,0,36,1872,211,47,20,2159,27,0,28,2191,71,4,2260,3,0,0,0,4,0,0,0,5,3,0,11,38,4,0,0,46,0,0,3,44,0,0,44,42,4,0,0,45,3,0,5,54,3,0,52,1919,214,52,20,2204,34,0,32,2242,70,4,2316,939,94,22,19,1069,18,5,27,1094,46,4,1144,5,3,0,5,12,0,0,0,12,0,6,22,2864,311,73,44,3288,48,6,60,3346,120,9,3475,544,100,11,3,663,3,5,11,672,53,3,726,1676,234,21,19,1947,14,3,20,1967,42,0,2007,48,0,17,0,68,0,0,0,65,0,0,65,17,0,0,10,21,0,0,0,21,0,0,26,2279,343,49,31,2700,20,7,29,Surf Coast - Bellarine Peninsula
20401,198,26,0,3,235,3,0,3,239,16,0,259,642,103,25,10,779,11,3,8,787,12,0,801,130,8,11,5,153,0,0,0,156,3,0,159,10,0,0,7,20,0,0,0,20,0,0,20,983,137,38,15,1181,12,4,18,1199,34,0,1232,7,0,0,0,7,3,0,3,8,7,0,14,27,0,0,3,32,0,0,0,32,0,0,32,35,0,0,3,39,3,0,3,39,7,0,44,1018,140,38,17,1215,18,4,19,1234,39,0,1274,587,81,18,23,707,18,3,22,729,69,0,797,0,0,0,3,3,0,0,0,3,0,6,8,1605,219,55,48,1926,32,8,37,1969,106,8,2082,381,56,3,6,446,4,0,8,455,30,0,491,835,117,19,10,981,12,0,15,988,21,0,1008,32,0,9,0,38,0,0,0,38,3,0,40,12,3,0,7,17,0,0,0,17,0,0,17,1264,171,31,23,1487,14,3,20,Upper Goulburn Valley
20402,163,35,0,0,195,0,3,3,196,15,0,215,615,64,10,5,687,3,0,3,694,10,0,706,133,13,14,3,158,0,0,0,161,0,0,164,21,0,0,9,25,0,0,0,25,0,3,29,928,103,32,11,1075,3,3,7,1077,31,0,1110,0,3,3,0,7,0,0,0,7,0,0,7,19,0,0,0,23,0,0,0,26,0,0,26,22,3,3,0,28,0,0,0,32,0,0,32,950,107,30,14,1104,9,3,8,1115,31,0,1148,398,55,14,7,475,15,3,17,497,71,0,566,5,0,0,0,5,0,0,0,5,0,5,8,1350,166,46,20,1587,24,3,31,1614,95,10,1719,339,34,9,3,385,0,3,3,385,24,3,410,776,111,8,10,901,4,3,7,908,35,0,941,25,10,11,0,45,0,0,0,45,0,0,46,8,0,0,12,17,0,0,0,17,0,0,20,1144,155,24,22,1344,4,6,9,Wangaratta - Benalla
20403,312,45,3,3,365,3,0,4,370,33,0,398,1033,117,20,9,1186,13,0,13,1195,30,3,1229,265,25,19,4,310,5,0,5,310,4,0,316,16,0,0,20,38,0,0,0,38,0,0,38,1622,195,40,34,1897,18,0,17,1911,64,3,1978,16,0,0,0,21,5,0,5,23,0,0,28,30,3,0,0,33,9,0,9,47,0,0,50,51,3,0,0,57,15,0,15,68,7,0,76,1674,198,40,39,1957,31,0,32,1984,68,3,2055,774,102,33,23,935,30,3,32,972,64,0,1038,4,0,0,3,12,0,0,0,11,0,4,17,2460,299,74,62,2895,63,6,66,2960,136,14,3110,537,106,10,3,662,15,3,15,677,41,0,718,1183,168,19,13,1393,15,0,15,1405,55,3,1463,53,0,16,0,75,0,0,0,78,0,0,79,25,4,0,21,50,0,0,0,50,0,0,45,1791,285,49,41,2169,24,5,36,Wodonga - Alpine
