SA4_MAIN11,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P,SA4_NAME11
101,39,30,69,333,327,660,11,4,15,6,3,9,78,80,158,32926,28227,61153,2794,3266,6060,1715,80,1795,552,56,608,385,64,449,454,220,674,2167,2036,4203,41460,34393,75853,3,5,8,0,0,0,0,0,0,40,12,52,10,9,19,4,0,4,57,26,83,3,0,3,0,0,0,42,38,80,40,55,95,3,10,13,88,103,191,411,228,639,556,357,913,20,3,23,7,5,12,40,14,54,67,22,89,2956,3142,6098,4111,6120,10231,779,699,1478,49929,44733,94662,Capital Region
102,2909,1999,4908,610,839,1449,28,3,31,12,4,16,54,62,116,44114,37850,81964,3558,3451,7009,1740,38,1778,534,47,581,305,66,371,386,178,564,1214,1255,2469,55464,45792,101256,713,481,1194,9,8,17,12,5,17,1378,836,2214,241,278,519,152,29,181,2505,1637,4142,5,0,5,0,0,0,18,15,33,56,105,161,14,13,27,93,133,226,600,226,826,3198,1996,5194,426,279,705,26,18,44,32,14,46,484,311,795,2428,3492,5920,5967,9711,15678,1161,1011,2172,68702,62313,131015,Central Coast
103,47,40,87,357,201,558,15,11,26,3,0,3,117,117,234,29618,24890,54508,2904,2543,5447,1477,61,1538,373,42,415,344,55,399,466,177,643,2339,1897,4236,38060,30034,68094,8,8,16,0,0,0,0,0,0,17,8,25,3,9,12,4,3,7,32,28,60,0,0,0,0,0,0,53,9,62,15,15,30,3,8,11,71,32,103,343,160,503,446,220,666,9,6,15,9,6,15,28,6,34,46,18,64,3119,3021,6140,3796,5447,9243,797,661,1458,46264,39401,85665,Central West
104,19,12,31,128,123,251,7,3,10,3,0,3,45,36,81,16803,15425,32228,1517,1734,3251,870,30,900,361,36,397,463,132,595,221,96,317,1130,1086,2216,21567,18713,40280,0,5,5,0,0,0,0,0,0,0,3,3,3,3,6,0,0,0,3,11,14,0,0,0,0,0,0,6,0,6,7,19,26,4,7,11,17,26,43,218,104,322,238,141,379,6,6,12,0,5,5,10,3,13,16,14,30,1412,1732,3144,2292,3573,5865,443,398,841,25968,24571,50539,Coffs Harbour - Grafton
105,11,5,16,229,99,328,14,7,21,0,4,4,39,59,98,15268,14112,29380,1671,1608,3279,905,45,950,317,51,368,243,53,296,283,127,410,1762,1521,3283,20742,17691,38433,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,3,3,7,3,10,3,0,3,0,0,0,6,4,10,5,0,5,0,0,0,14,4,18,203,80,283,224,87,311,5,3,8,0,4,4,33,5,38,38,12,50,2083,1708,3791,1911,2701,4612,502,392,894,25500,22591,48091,Far West and Orana
106,232,243,475,259,262,521,18,8,26,4,5,9,40,65,105,41451,31598,73049,3494,2793,6287,1437,50,1487,580,75,655,299,58,357,353,152,505,1629,1496,3125,49796,36805,86601,30,25,55,3,0,3,0,0,0,87,80,167,23,25,48,26,0,26,169,130,299,0,0,0,0,0,0,17,23,40,26,34,60,7,0,7,50,57,107,594,235,829,813,422,1235,41,17,58,6,8,14,21,6,27,68,31,99,1843,2700,4543,5560,7515,13075,1022,710,1732,59102,48183,107285,Hunter Valley exc Newcastle
107,1752,1162,2914,739,926,1665,10,4,14,11,3,14,86,72,158,44003,34954,78957,3119,3551,6670,1163,18,1181,609,69,678,623,140,763,338,125,463,1613,1722,3335,54066,42746,96812,141,153,294,0,4,4,10,5,15,585,368,953,117,112,229,67,22,89,920,664,1584,0,0,0,0,0,0,53,57,110,39,74,113,23,15,38,115,146,261,435,214,649,1470,1024,2494,115,82,197,13,14,27,25,11,36,153,107,260,1403,2135,3538,5833,8642,14475,992,852,1844,63917,55506,119423,Illawarra
108,27,11,38,157,182,339,12,3,15,8,0,8,47,60,107,23993,21969,45962,1979,2377,4356,1266,35,1301,453,68,521,331,95,426,281,136,417,1530,1487,3017,30084,26423,56507,3,5,8,0,0,0,0,0,0,0,0,0,3,3,6,5,0,5,11,8,19,4,0,4,0,0,0,7,8,15,12,27,39,6,0,6,29,35,64,299,142,441,339,185,524,4,5,9,3,5,8,26,8,34,33,18,51,2208,2337,4545,3277,5111,8388,676,615,1291,36617,34689,71306,Mid North Coast
109,7,12,19,132,115,247,12,0,12,5,7,12,36,38,74,17725,14914,32639,1313,1260,2573,576,14,590,277,33,310,365,123,488,275,104,379,1290,1177,2467,22013,17797,39810,3,0,3,0,0,0,0,3,3,3,0,3,0,0,0,3,0,3,9,3,12,0,0,0,0,0,0,4,3,7,15,16,31,0,3,3,19,22,41,182,87,269,210,112,322,0,3,3,7,3,10,22,3,25,29,9,38,1974,1718,3692,1967,3168,5135,488,404,892,26681,23208,49889,Murray
110,17,8,25,208,155,363,7,6,13,4,0,4,95,75,170,24998,22108,47106,2463,2320,4783,1672,59,1731,476,62,538,318,55,373,458,199,657,2302,1756,4058,33018,26803,59821,3,3,6,0,0,0,0,0,0,3,0,3,3,0,3,0,4,4,9,7,16,0,5,5,0,0,0,8,4,12,3,19,22,7,0,7,18,28,46,298,139,437,325,174,499,3,0,3,0,3,3,39,7,46,42,10,52,3394,3252,6646,2823,4435,7258,712,598,1310,40314,35272,75586,New England and North West
111,608,476,1084,1065,1400,2465,56,42,98,5,3,8,125,110,235,57765,48104,105869,4191,4374,8565,1542,41,1583,1051,120,1171,1348,313,1661,398,160,558,2039,2045,4084,70193,57188,127381,97,70,167,12,0,12,0,0,0,149,126,275,60,68,128,57,24,81,375,288,663,12,27,39,0,0,0,38,116,154,87,120,207,27,32,59,164,295,459,596,302,898,1135,885,2020,67,61,128,26,35,61,30,17,47,123,113,236,1905,2919,4824,7265,11711,18976,1177,1048,2225,81798,73864,155662,Newcastle and Lake Macquarie
112,36,25,61,337,320,657,19,6,25,11,5,16,58,61,119,30818,28323,59141,2268,2674,4942,1480,48,1528,560,64,624,806,317,1123,428,210,638,1827,1781,3608,38648,33834,72482,5,6,11,0,0,0,0,0,0,49,22,71,3,0,3,4,5,9,61,33,94,0,0,0,0,0,0,11,13,24,17,46,63,10,8,18,38,67,105,348,219,567,447,319,766,25,18,43,11,5,16,29,7,36,65,30,95,3114,3550,6664,3996,6327,10323,849,707,1556,47119,44767,91886,Richmond - Tweed
113,12,9,21,162,135,297,10,4,14,4,5,9,66,62,128,24237,20209,44446,2376,2052,4428,948,37,985,350,45,395,387,71,458,566,152,718,2245,1557,3802,31363,24338,55701,5,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,5,8,13,3,9,12,3,7,10,11,24,35,224,94,318,240,121,361,3,4,7,3,0,3,25,0,25,31,4,35,2334,2065,4399,2532,4116,6648,640,555,1195,37140,31199,68339,Riverina
114,165,100,265,121,103,224,13,3,16,3,0,3,31,34,65,18637,15848,34485,1359,1543,2902,953,34,987,253,30,283,261,49,310,219,117,336,1049,906,1955,23064,18767,41831,15,25,40,0,0,0,0,0,0,93,43,136,13,17,30,10,6,16,131,91,222,0,0,0,0,3,3,10,0,10,10,13,23,3,0,3,23,16,39,181,90,271,335,197,532,25,20,45,9,3,12,5,3,8,39,26,65,1478,1916,3394,2456,3868,6324,473,430,903,27845,25204,53049,Southern Highlands and Shoalhaven
115,683,532,1215,3924,3317,7241,4,7,11,5,5,10,85,35,120,38441,30997,69438,1786,2638,4424,1520,24,1544,414,29,443,205,20,225,305,139,444,850,725,1575,48222,38468,86690,419,313,732,0,3,3,0,0,0,836,514,1350,103,151,254,22,6,28,1380,987,2367,0,3,3,0,3,3,401,337,738,118,200,318,25,10,35,544,553,1097,366,161,527,2290,1701,3991,229,172,401,16,22,38,25,7,32,270,201,471,2765,3882,6647,3368,6131,9499,659,620,1279,57574,51003,108577,Sydney - Baulkham Hills and Hawkesbury
116,5790,5885,11675,1511,1843,3354,6,6,12,9,15,24,201,62,263,48157,33427,81584,3345,4561,7906,1694,30,1724,572,28,600,319,28,347,398,143,541,894,946,1840,62896,46974,109870,1593,1728,3321,3,5,8,26,14,40,1395,1017,2412,414,767,1181,119,30,149,3550,3561,7111,0,0,0,0,0,0,115,102,217,79,179,258,18,18,36,212,299,511,391,185,576,4153,4045,8198,502,565,1067,13,19,32,19,4,23,534,588,1122,1114,1700,2814,4046,6626,10672,1250,1013,2263,73993,60946,134939,Sydney - Blacktown
117,10569,9106,19675,8061,9547,17608,46,26,72,208,156,364,812,596,1408,24903,17270,42173,1603,2771,4374,442,9,451,1357,320,1677,3067,1205,4272,640,316,956,14569,12554,27123,66277,53876,120153,2035,1947,3982,16,12,28,64,41,105,216,194,410,108,151,259,261,152,413,2700,2497,5197,21,26,47,28,36,64,123,154,277,74,154,228,187,201,388,433,571,1004,393,204,597,3526,3272,6798,371,284,655,50,50,100,48,26,74,469,360,829,2818,2567,5385,4566,6490,11056,810,665,1475,78466,67230,145696,Sydney - City and Inner South
118,2835,2630,5465,8314,10591,18905,525,303,828,8,16,24,483,346,829,29753,22919,52672,1853,3157,5010,582,23,605,1504,318,1822,1878,500,2378,423,262,685,3801,4752,8553,51959,45817,97776,3229,3335,6564,42,36,78,3,3,6,253,186,439,82,136,218,75,54,129,3684,3750,7434,50,39,89,21,22,43,225,267,492,100,222,322,169,118,287,565,668,1233,452,283,735,4701,4701,9402,399,337,736,67,49,116,41,16,57,507,402,909,2965,3743,6708,3760,6486,10246,757,778,1535,64649,61927,126576,Sydney - Eastern Suburbs
119,17683,17477,35160,1337,2373,3710,14,9,23,28,42,70,473,154,627,73416,47107,120523,4000,6545,10545,2528,33,2561,676,72,748,545,75,620,764,292,1056,2495,3107,5602,103959,77286,181245,2754,3063,5817,39,17,56,66,55,121,1613,1418,3031,419,873,1292,211,102,313,5102,5528,10630,0,3,3,3,3,6,65,84,149,61,189,250,14,11,25,143,290,433,512,260,772,5757,6078,11835,555,581,1136,8,19,27,27,3,30,590,603,1193,2276,3138,5414,6823,10295,17118,2416,1804,4220,121821,99204,221025,Sydney - Inner South West
120,9519,9049,18568,4846,6655,11501,747,602,1349,220,211,431,293,205,498,34461,26392,60853,1680,3268,4948,819,19,838,966,174,1140,1491,402,1893,387,197,584,2236,2746,4982,57665,49920,107585,2135,2313,4448,72,53,125,53,28,81,505,443,948,191,323,514,129,81,210,3085,3241,6326,104,130,234,16,18,34,158,225,383,71,176,247,105,89,194,454,638,1092,450,345,795,3989,4224,8213,359,359,718,82,52,134,27,20,47,468,431,899,2426,3139,5565,3971,7101,11072,929,801,1730,69448,65616,135064,Sydney - Inner West
121,14242,11560,25802,7808,8076,15884,936,572,1508,39,22,61,454,211,665,45769,36875,82644,2101,4220,6321,664,27,691,1081,137,1218,1418,228,1646,660,299,959,5360,5633,10993,80532,67860,148392,1915,1871,3786,185,150,335,25,16,41,1813,1217,3030,424,648,1072,264,107,371,4626,4009,8635,217,244,461,3,0,3,236,213,449,109,196,305,113,91,204,678,744,1422,632,372,1004,5936,5125,11061,588,529,1117,65,58,123,71,36,107,724,623,1347,5456,6504,11960,5923,10691,16614,896,877,1773,99467,91680,191147,Sydney - North Sydney and Hornsby
122,119,79,198,6289,6181,12470,1326,853,2179,12,6,18,202,121,323,36861,30155,67016,1996,2914,4910,1130,11,1141,1107,138,1245,963,213,1176,441,191,632,2028,2153,4181,52474,43015,95489,534,417,951,252,233,485,0,0,0,180,104,284,19,45,64,10,7,17,995,806,1801,294,276,570,0,0,0,416,386,802,138,227,365,88,57,145,936,946,1882,775,336,1111,2706,2088,4794,331,245,576,94,91,185,78,22,100,503,358,861,3405,4512,7917,4012,7035,11047,783,742,1525,63883,57750,121633,Sydney - Northern Beaches
123,3839,3697,7536,305,526,831,4,0,4,7,9,16,91,44,135,39766,30540,70306,2784,2983,5767,1864,27,1891,425,25,450,160,20,180,266,120,386,728,785,1513,50239,38776,89015,766,727,1493,3,0,3,13,14,27,1187,1041,2228,308,396,704,96,27,123,2373,2205,4578,0,0,0,0,3,3,8,15,23,41,77,118,3,8,11,52,103,155,347,149,496,2772,2457,5229,317,336,653,7,5,12,21,4,25,345,345,690,1089,1891,2980,3974,6502,10476,951,817,1768,59370,50788,110158,Sydney - Outer South West
124,4091,3743,7834,317,551,868,7,4,11,12,15,27,95,94,189,48749,39422,88171,3291,3680,6971,2495,38,2533,616,57,673,461,78,539,342,171,513,1506,1368,2874,61982,49221,111203,710,694,1404,3,3,6,15,11,26,1222,1146,2368,302,423,725,169,46,215,2421,2323,4744,0,0,0,0,0,0,15,25,40,30,69,99,6,9,15,51,103,154,472,209,681,2944,2635,5579,357,310,667,7,8,15,28,4,32,392,322,714,2060,3089,5149,5448,8988,14436,1169,988,2157,73995,65243,139238,Sydney - Outer West and Blue Mountains
125,11597,10034,21631,2171,2975,5146,47,36,83,22,19,41,268,85,353,56257,35333,91590,3503,5150,8653,1818,34,1852,619,58,677,575,74,649,553,203,756,2442,2639,5081,79872,56640,136512,2488,2650,5138,21,13,34,33,31,64,1315,899,2214,340,656,996,161,59,220,4358,4308,8666,10,7,17,0,3,3,163,156,319,76,205,281,29,34,63,278,405,683,433,222,655,5069,4935,10004,573,595,1168,26,23,49,27,12,39,626,630,1256,1703,2294,3997,4991,7313,12304,1772,1199,2971,94033,73011,167044,Sydney - Parramatta
126,4796,4152,8948,2874,3252,6126,188,121,309,15,10,25,100,54,154,23019,17827,40846,992,2112,3104,485,4,489,453,45,498,421,55,476,215,97,312,1369,1279,2648,34927,29008,63935,792,770,1562,13,6,19,15,14,29,386,307,693,150,226,376,83,21,104,1439,1344,2783,27,31,58,3,0,3,140,155,295,44,114,158,27,27,54,241,327,568,245,140,385,1925,1811,3736,162,179,341,27,25,52,23,4,27,212,208,420,1552,1798,3350,2506,4412,6918,450,409,859,41572,37646,79218,Sydney - Ryde
127,4064,4430,8494,866,1466,2332,16,3,19,4,11,15,144,55,199,54669,35586,90255,3797,5427,9224,2664,36,2700,364,36,400,365,38,403,484,189,673,1307,1509,2816,68744,48786,117530,1069,1231,2300,13,0,13,15,14,29,1453,1161,2614,262,663,925,51,30,81,2863,3099,5962,0,0,0,0,0,0,57,91,148,48,159,207,18,15,33,123,265,388,398,193,591,3384,3557,6941,403,399,802,7,16,23,10,5,15,420,420,840,1331,2133,3464,3818,5870,9688,1917,1439,3356,79614,62205,141819,Sydney - South West
128,5204,5441,10645,198,273,471,13,6,19,6,11,17,64,38,102,37154,29774,66928,1938,2440,4378,1171,11,1182,437,34,471,383,64,447,298,115,413,991,1322,2313,47857,39529,87386,545,508,1053,12,7,19,7,8,15,1346,1188,2534,257,439,696,111,29,140,2278,2179,4457,3,0,3,0,3,3,4,20,24,8,37,45,3,5,8,18,65,83,314,118,432,2610,2362,4972,217,198,415,0,4,4,22,8,30,239,210,449,1736,2611,4347,4192,7337,11529,765,671,1436,57399,52720,110119,Sydney - Sutherland
197,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,3,16,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,4,5,9,3,0,3,26,9,35,Migratory - Offshore - Shipping (NSW)
199,133,106,239,85,103,188,9,12,21,0,4,4,11,6,17,953,511,1464,170,100,270,45,0,45,18,4,22,29,13,42,49,18,67,237,149,386,1739,1026,2765,47,37,84,0,4,4,0,0,0,13,7,20,8,3,11,3,4,7,71,55,126,3,0,3,0,0,0,0,4,4,3,4,7,0,0,0,6,8,14,17,6,23,94,69,163,13,6,19,0,3,3,4,0,4,17,9,26,46,49,95,253,258,511,56,31,87,2205,1442,3647,Special Purpose Codes SA4 (NSW)
201,373,254,627,214,248,462,13,7,20,16,19,35,86,53,139,23416,19578,42994,1727,1629,3356,617,18,635,150,26,176,406,77,483,229,90,319,1151,1061,2212,28398,23060,51458,34,20,54,0,0,0,24,28,52,167,113,280,23,31,54,13,10,23,261,202,463,0,0,0,0,0,0,8,7,15,32,34,66,4,5,9,44,46,90,241,119,360,546,367,913,72,79,151,12,6,18,18,5,23,102,90,192,1635,1682,3317,2701,4978,7679,504,492,996,33886,30669,64555,Ballarat
202,406,306,712,219,257,476,14,3,17,23,10,33,62,59,121,22188,18751,40939,1807,1711,3518,575,18,593,232,57,289,454,105,559,204,78,282,1262,1191,2453,27446,22546,49992,20,19,39,0,0,0,34,30,64,126,80,206,12,17,29,50,21,71,242,167,409,0,0,0,0,0,0,6,8,14,24,25,49,5,7,12,35,40,75,242,124,366,519,331,850,80,70,150,9,8,17,17,3,20,106,81,187,1717,1803,3520,2746,4899,7645,547,482,1029,33081,30142,63223,Bendigo
203,1155,750,1905,544,764,1308,22,6,28,11,19,30,124,77,201,41933,33963,75896,2773,3020,5793,848,23,871,292,47,339,806,197,1003,327,124,451,1636,1677,3313,50471,40667,91138,64,47,111,0,0,0,56,61,117,540,323,863,55,66,121,73,7,80,788,504,1292,0,0,0,0,0,0,33,47,80,40,85,125,29,10,39,102,142,244,461,198,659,1351,844,2195,273,247,520,11,16,27,25,11,36,309,274,583,2035,2519,4554,5231,8925,14156,923,827,1750,60320,54056,114376,Geelong
204,136,127,263,223,143,366,14,6,20,11,17,28,47,39,86,25639,21189,46828,2004,1817,3821,808,33,841,309,46,355,570,153,723,380,159,539,2367,1801,4168,32508,25530,58038,12,6,18,0,0,0,5,18,23,49,48,97,12,10,22,5,0,5,83,82,165,0,0,0,3,4,7,15,11,26,12,19,31,5,5,10,35,39,74,346,126,472,464,247,711,30,36,66,4,3,7,24,6,30,58,45,103,2593,2594,5187,3201,5172,8373,663,594,1257,39487,34182,73669,Hume
