sa4_code16,area_holding_tot_area_ha_a,cotton_app_rt_ml_ha,cotton_area_wtrd_ha,cotton_tot_area_ha_e,cotton_vol_app_ml,fruit_trees_nut_trees_plntn_berry_fruits_app_rt_ml_ha,fruit_trees_nut_trees_plntn_berry_fruits_area_wtrd_ha,fruit_trees_nut_trees_plntn_berry_fruits_tot_area_ha,fruit_trees_nut_trees_plntn_berry_fruits_vol_app_ml,grapevines_app_rt_ml_ha,grapevines_area_wtrd_ha,grapevines_tot_area_ha,grapevines_vol_app_ml,groundwtr_eg_bores_springs_wells_tot_vol_used_ml,irrigate_expendure_yr_irrigate_wtr_vol_use_chrgs_tot_cst_aud,irrigate_expendure_pur_xtr_wtr_perm_basis_tot_cst_aud,irrigate_expendure_pur_xtr_wtr_perm_basis_tot_vol_pur_ml,irrigate_expendure_pur_xtr_wtr_tmp_basis_tot_cst_aud,irrigate_expendure_pur_xtr_wtr_tmp_basis_tot_vol_pur_ml,num_agri_bsns_num,num_agri_bsns_irrigating_num,nurseries_cut_floers_cultivated_turf_app_rt_ml_ha,nurseries_cut_floers_cultivated_turf_area_wtrd_ha,nurseries_cut_floers_cultivated_turf_tot_area_ha,nurseries_cut_floers_cultivated_turf_vol_app_ml,oth_agri_wtr_use_vol_used_ml_b,oth_broadacre_crp_app_rt_ml_ha,oth_broadacre_crp_area_wtrd_ha,oth_broadacre_crp_tot_area_ha,oth_broadacre_crp_vol_app_ml,oth_crls_grain_seed_eg_wheat_oats_maize_app_rt_ml_ha,oth_crls_grain_seed_eg_wheat_oats_maize_area_wtrd_ha,oth_crls_grain_seed_eg_wheat_oats_maize_tot_area_ha,oth_crls_grain_seed_eg_wheat_oats_maize_vol_app_ml,oth_crp_nec_app_rt_ml_ha,oth_crp_nec_area_wtrd_ha,oth_crp_nec_vol_app_ml,oth_srcs_wtr_excluding_rainfall_tot_vol_used_ml,pstrs_incl_lcrn_crl_crp_cut_hay_app_rt_ml_ha_c,pstrs_incl_lcrn_crl_crp_cut_hay_area_wtrd_ha_c,pstrs_incl_lcrn_crl_crp_cut_hay_vol_app_ml_c,pstrs_incl_lcrn_crl_crp_cut_silg_app_rt_ml_ha_d,pstrs_incl_lcrn_crl_crp_cut_silg_area_wtrd_ha_d,pstrs_incl_lcrn_crl_crp_cut_silg_vol_app_ml_d,pstrs_incl_lcrn_crl_crp_used_graze_fed_off_app_rt_ml_ha,pstrs_incl_lcrn_crl_crp_used_graze_fed_off_area_wtrd_ha,pstrs_incl_lcrn_crl_crp_used_graze_fed_off_tot_area_ha,pstrs_incl_lcrn_crl_crp_used_graze_fed_off_vol_app_ml,pstrs_incl_lcrn_crl_oth_crp_cut_hay_tot_area_ha,pstrs_incl_lcrn_crl_oth_crp_cut_silg_tot_area_ha,recyc_re_used_wtr_off_farm_srcs_tot_vol_used_ml,rice_app_rt_ml_ha,rice_area_wtrd_ha,rice_tot_area_ha,rice_vol_app_ml,sugar_cane_app_rt_ml_ha,sugar_cane_area_wtrd_ha,sugar_cane_tot_area_ha_f,sugar_cane_vol_app_ml,tot_app_rt_ml_ha,tot_area_wtrd_ha,tot_vol_app_ml,tot_vol_app_used_incl_oth_agri_wtr_ml,tot_vol_wtr_all_srcs_ml,town_reticulated_mns_supply_tot_vol_used_ml,vegetables_human_consumption_app_rt_ml_ha,vegetables_human_consumption_area_wtrd_ha,vegetables_human_consumption_tot_area_ha,vegetables_human_consumption_vol_app_ml,wtr_tkn_irrigate_channels_irrigate_pipelines_tot_vol_used_ml,wtr_tkn_on_farm_dams_tanks_tot_vol_used_ml,wtr_tkn_rivs_crks_lakes_etc_tot_vol_used_ml,wtr_tkn_rivs_crks_lakes_etc_vol_use_chrg_occurs_tot_vol_used_ml,wtr_tkn_rivs_crks_lakes_etc_no_vol_use_chrg_tot_vol_used_ml,sa4_name16
123,213.52,,,,,,3.79,3.79,3.79,,,,,31.52,34.88,,,,,213.52,78.34,,28.29,28.29,28.29,154.21,,,,,,,,,,,,,,,,,,,,,138.17,,,,1.0,,,,,,,,,,78.34,78.34,212.05,212.05,55.03,,43.05,47.28,43.05,,149.16,18.01,10.86,7.15,Sydney - Outer South West
124,168.21,,,,,,18.72,20.92,18.72,,,,,,44.22,,,,,168.21,112.63,,23.25,23.25,23.25,56.42,,,,,,,1.0,,,,,,,,,,,,,,27.06,,,,,,,,,,,,,,112.63,112.63,164.98,164.98,56.93,,70.66,74.89,70.66,10.66,42.69,63.86,36.27,,Sydney - Outer West and Blue Mountains
127,279.37,,,,,,1.22,,1.22,,,,,4.86,59.92,7.23,7.23,44.22,44.22,279.37,203.58,,42.26,42.26,42.26,47.68,,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,9.65,1.0,,,,,,,,,,,,,203.58,203.58,250.26,250.26,93.91,,136.66,183.32,136.66,47.0,107.0,,,13.58,Sydney - South West
201,1113.18,,,,,,,,,,,,,514.39,81.71,,,32.7,32.7,1113.18,195.39,,21.81,21.81,21.81,1037.93,,,323.5,,,,538.82,,,,,1.0,,,,,,,,,987.85,,701.22,74.98,5.31,,,,,,,,,,195.39,195.39,1069.15,1069.15,151.87,,117.16,121.07,117.16,48.43,749.23,178.5,61.07,117.43,Ballarat
202,1121.07,,,,,,44.92,48.9,44.92,,,44.25,,240.31,376.91,,,160.22,160.22,1121.07,426.34,,,2.53,,1030.27,,,249.04,,,93.76,568.14,93.76,,,,,,173.45,173.45,,,,,317.84,921.5,317.84,698.27,115.59,,,,,,,,,,,426.34,426.34,1093.17,1093.17,166.68,,4.95,10.94,4.95,347.68,533.28,211.05,196.44,,Bendigo
203,579.46,,,,,,4.65,,4.65,,6.85,6.85,6.85,125.9,35.24,,,13.9,13.9,579.46,73.46,,26.38,26.38,26.38,473.44,,,70.01,,,,159.35,,,,,,,,,,,,,,404.27,,231.55,44.21,2.0,,,,,,,,,,73.46,73.46,520.33,520.33,213.2,,17.34,22.49,17.34,,262.67,91.25,30.55,60.7,Geelong
204,2865.95,,,,,,67.34,87.56,67.34,,107.45,136.9,107.45,851.02,329.7,,,32.61,32.61,2865.95,484.73,,29.48,33.98,29.48,2717.38,,,178.97,,,,349.7,,,,,,,49.84,49.84,,10.02,10.02,,207.37,2543.41,207.37,1092.5,295.49,,,,,,,,,,,484.73,484.73,2829.31,2829.31,46.2,,12.53,12.53,12.53,78.91,1894.87,1265.66,608.52,676.58,Hume
205,3697.16,,,,,,11.78,22.8,11.78,,,,,822.76,515.61,6.04,6.04,50.29,50.29,3697.16,605.54,,33.36,44.49,33.36,3514.32,,2.0,43.88,2.0,,,86.55,,,,,,,,,,59.37,59.37,,399.55,3434.53,399.55,2098.39,990.41,116.14,,,,,,,,,,605.54,605.54,3624.7,3624.7,410.75,,73.04,111.08,73.04,355.81,2393.98,1043.18,621.8,477.01,Latrobe - Gippsland
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,Melbourne - Inner South
209,144.51,,,,,,15.32,26.83,15.32,,,1.0,,,,,,,,144.51,34.63,,14.43,20.69,14.43,111.87,,,,,,,,,,1.0,1.0,,,,,,,,,,101.55,,,,,,,,,,,,,,34.63,34.63,134.56,134.56,1.0,,3.87,4.87,3.87,,116.62,2.11,1.0,1.11,Melbourne - North East
210,117.58,,,,,,,13.28,,,,,,41.61,,,,,,117.58,15.07,,,,,109.39,,,,,,,,,,,,,,,,,,,,,99.78,,46.55,9.36,,,,,,,,,,,15.07,15.07,114.29,114.29,,,,,,,56.09,,,,Melbourne - North West
211,420.97,,,,,,123.46,125.91,123.46,,74.24,75.24,74.24,104.66,170.78,,,27.97,27.97,420.97,318.85,,99.05,124.08,99.05,123.67,,,,,,,,,,1.0,1.0,,,,,,,,,,137.96,,80.51,,8.97,,,,,,,,,,318.85,318.85,386.8,386.8,71.99,,,25.69,,7.31,297.51,68.94,59.13,12.26,Melbourne - Outer East
212,770.64,,,,,,19.62,19.62,19.62,,,,,160.19,50.59,6.9,6.9,,,770.64,157.68,,93.81,103.25,93.81,609.01,,,,,,,1.0,,,,,,,,,,,,,,499.69,,339.11,164.09,22.26,,,,,,,,,,157.68,157.68,749.84,749.84,299.27,,52.42,63.79,52.42,,423.2,130.23,69.12,,Melbourne - South East
213,188.12,,,,,,,,,,,,,57.04,98.59,,,9.17,9.17,188.12,147.28,,5.9,10.51,5.9,75.43,,2.05,2.05,2.05,,2.05,3.05,2.05,,,,,,,,,,,,,,,,,20.39,,,,,,,,,,147.28,147.28,183.5,183.5,18.49,,105.23,109.68,105.23,105.62,,,,,Melbourne - West
214,343.4,,,,,,24.68,41.03,24.68,,,,,46.91,28.42,,,,,343.4,120.98,,26.86,39.14,26.86,189.78,,,,,,,,,,,,1.0,,,,,,,,,155.74,,78.23,,,,,,,,,,,,120.98,120.98,291.94,291.94,76.31,,,42.96,,,202.4,5.12,3.0,2.12,Mornington Peninsula
215,4475.09,,,,,,241.1,264.09,241.1,,611.6,653.16,611.6,667.35,777.43,49.06,49.06,400.07,400.07,4475.09,1164.33,,39.14,62.89,39.14,2726.73,,39.64,1712.55,39.64,,41.2,2772.19,41.2,,,,,,147.66,147.66,,85.2,85.2,,203.88,2174.71,203.88,1574.3,212.67,,,,,,,,,,,1164.33,1164.33,3552.71,3552.71,525.48,,64.92,73.09,64.92,1428.43,1100.65,462.19,367.87,95.32,North West
216,2237.0,,,,,,182.79,190.48,182.79,,45.0,47.62,45.0,394.69,1087.78,,,826.89,826.89,2237.0,1679.55,,,,,1762.79,,46.27,259.91,46.27,,103.74,532.57,103.74,,,,,,609.42,609.42,,309.41,309.41,,1208.55,1602.25,1208.55,1289.12,457.04,233.84,,,,,,,,,,1679.55,1679.55,2123.21,2123.21,4.85,,28.48,33.6,28.48,1612.79,561.45,228.14,163.2,65.94,Shepparton
217,3852.69,,,,,,5.13,7.58,5.13,,2.25,2.25,2.25,2404.91,233.21,,,,,3852.69,323.32,,10.07,14.01,10.07,3699.84,,,225.87,,,,476.23,,,,,,,,,,53.05,53.05,,225.94,3570.77,225.94,2202.55,925.02,44.17,,,,,,,,,,323.32,323.32,3725.08,3725.08,481.33,,,15.65,,,1848.7,491.48,81.58,409.9,Warrnambool and South West
301,41.91,,,,,,,,,,,,,6.08,,,,,,41.91,21.44,,16.72,16.72,16.72,20.47,,,,,,,,,,,,,,,,,,,,,4.07,,1.0,,,,,,,,,,,,21.44,21.44,41.91,41.91,22.78,,4.72,5.72,4.72,,23.5,1.0,1.0,,Brisbane - East
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brisbane - North
303,,,,,,,,,,,,,,3.19,,,,,,,4.36,,3.18,3.18,3.18,2.22,,,,,,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,4.36,4.36,5.4,5.4,1.04,,1.18,,1.18,,1.17,1.17,,1.17,Brisbane - South
304,3.19,,,,,,,,,,,,,3.19,,,,,,3.19,3.19,,1.17,1.17,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,3.19,3.19,3.19,,,,,,,,,,,Brisbane - West
306,1361.69,,,,,,224.89,300.7,224.89,,,1.54,,275.85,132.46,,,40.21,40.21,1361.69,394.42,,32.45,32.45,32.45,450.19,,10.31,33.56,10.31,,9.64,36.78,9.64,,,,,,11.05,11.05,,1.03,1.03,,46.22,473.96,46.22,59.83,10.14,8.41,,,,,,76.48,740.42,76.48,,394.42,394.42,730.65,730.65,33.73,,26.85,63.12,26.85,91.46,165.27,334.95,111.42,240.03,Cairns
307,4656.09,,228.71,307.22,228.71,,70.6,109.2,70.6,,7.97,20.33,7.97,2852.39,213.04,14.8,14.8,76.35,76.35,4656.09,717.23,,14.21,20.51,14.21,3806.13,,70.11,859.03,70.11,,139.35,1798.32,139.35,,,,,,92.46,92.46,,42.5,42.5,,123.94,3771.26,123.94,608.28,209.24,32.96,,,,,,,,,,717.23,717.23,4157.4,4157.4,28.19,,115.94,153.44,115.94,55.6,2357.34,886.87,231.67,671.79,Darling Downs - Maranoa
308,2412.11,,45.49,48.65,45.49,,22.96,34.16,22.96,,4.0,5.0,4.0,1335.37,149.65,5.17,5.17,34.12,34.12,2412.11,285.77,,16.9,16.9,16.9,2186.88,,40.54,222.89,40.54,,28.75,229.76,28.75,,,,,,128.95,128.95,,10.9,10.9,,,2222.24,,204.76,25.08,12.73,,,,,,,,,,285.77,285.77,2270.0,2270.0,9.35,,11.67,13.75,11.67,52.13,1452.14,668.69,201.36,469.46,Central Queensland
309,160.05,,,,,,,27.2,,,,,,28.81,,,,,,160.05,53.42,,30.49,42.55,30.49,38.04,,,,,,,,,,,,,,,,,,,,,50.2,,,,,,,,,,,52.15,,,53.42,53.42,89.45,89.45,3.18,,,,,1.0,61.37,35.79,,33.78,Gold Coast
310,684.92,,,,,,15.09,15.09,15.09,,,,,381.08,145.66,3.04,3.04,19.77,19.77,684.92,307.47,,13.65,19.68,13.65,514.99,,27.96,53.21,27.96,,39.97,80.16,39.97,,,,,,108.83,108.83,,,,,116.07,480.86,116.07,317.55,60.64,1.0,,,,,,,,,,307.47,307.47,662.65,662.65,,,121.15,128.71,121.15,33.24,274.7,197.92,133.24,65.68,Ipswich
311,352.5,,,,,,,,,,,,,186.82,51.02,,,,,352.5,138.4,,8.19,11.2,8.19,321.93,,,,,,,,,,,,,,58.99,58.99,,,,,92.18,312.36,92.18,129.16,18.58,,,,,,,,,,,138.4,138.4,343.3,343.3,13.94,,,,,,168.71,102.46,51.21,57.44,Logan - Beaudesert
312,1963.67,,3.08,3.08,3.08,,27.71,37.2,27.71,,,,,960.08,358.5,17.4,17.4,44.51,44.51,1963.67,735.77,,8.24,8.24,8.24,1037.15,,,65.41,,,,69.62,,,,,,,,,,,,,9.01,1095.04,9.01,62.0,15.51,63.95,,,,,,626.58,1058.14,626.58,,735.77,735.77,1627.37,1627.37,12.48,,60.53,64.61,60.53,299.64,750.25,475.91,145.36,338.15,Mackay - Isaac - Whitsunday
313,281.98,,,,,,40.7,63.69,40.7,,,,,48.7,,,,,,281.98,112.34,,38.29,50.35,38.29,136.13,,,,,,,,,,,,,,,,,,,,,116.85,,,,1.0,,,,,,,,,,112.34,112.34,217.08,217.08,14.18,,4.05,4.05,4.05,3.07,164.48,61.12,,35.98,Moreton Bay - North
314,,,,,,,,,,,,,,,,,,,,,4.18,,4.18,4.18,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18,4.18,,,1.0,,,,,,1.17,,,,Moreton Bay - South
315,1805.41,,,,,,129.25,142.42,129.25,,,,,1396.9,119.25,,,34.82,34.82,1805.41,188.7,,,,,1620.26,,,4.78,,,,9.99,,,,,,,36.08,36.08,,,,,,1641.77,,68.1,,,,,,,,16.95,19.13,16.95,,188.7,188.7,1732.58,1732.58,,,29.67,35.07,29.67,109.97,901.39,450.32,83.41,366.91,Queensland - Outback
316,439.16,,1.0,1.0,1.0,,102.29,154.85,102.29,,,,,96.78,,,,,,439.16,203.56,,61.38,75.61,61.38,145.2,,,,,,,,,,,,,,,,,,,,,193.2,,,,1.01,,,,,,,,,,203.56,203.56,330.2,330.2,6.33,,33.48,34.7,33.48,1.04,252.52,52.11,5.42,46.7,Sunshine Coast
317,204.33,,,,,,5.0,7.02,5.0,,,,,165.27,,,,,,204.33,80.79,,16.27,16.27,16.27,149.31,,,,,,,48.73,,,,,,,6.68,6.68,,,,,,136.81,,59.61,,1.0,,,,,,,,,,80.79,80.79,190.45,190.45,,,33.5,38.87,33.5,,,7.19,4.0,6.19,Toowoomba
318,1348.74,,,,,,46.58,63.58,46.58,,1.04,1.04,1.04,594.41,310.64,,,55.17,55.17,1348.74,614.51,,27.53,32.8,27.53,405.87,,24.13,31.18,24.13,,16.73,18.89,16.73,,,,,,,,,,,,2.25,399.61,2.25,53.02,,27.56,,1.0,1.0,1.0,,506.45,935.76,506.45,,614.51,614.51,950.62,950.62,9.44,,58.61,75.92,58.61,312.38,282.74,229.99,83.99,150.95,Townsville
319,2763.44,,1.36,,1.36,,227.97,256.99,227.97,,4.04,9.0,4.04,1272.16,564.18,38.78,38.78,182.25,182.25,2763.44,1002.6,,32.98,40.74,32.98,2032.7,,46.49,184.35,46.49,,31.72,289.54,31.72,,,,1.37,,138.56,138.56,,42.64,42.64,,160.2,1993.02,160.2,326.05,76.19,39.75,,,,,,356.51,456.94,356.51,,1002.6,1002.6,2596.17,2596.17,65.78,,188.51,212.92,188.51,377.8,1564.81,944.54,381.7,567.0,Wide Bay
401,434.0,,,,,,116.7,120.07,116.7,,89.27,90.27,89.27,298.15,129.43,,,,,434.0,279.23,,24.64,27.81,24.64,263.37,,,1.1,,,,,,,,,,,12.1,12.1,,,,,50.12,279.78,50.12,134.5,32.21,3.09,,,,,,,,,,279.23,279.23,408.08,408.08,38.06,,8.38,17.19,8.38,19.26,237.28,25.49,15.96,9.53,Adelaide - Central and Hills
