SA4_MAIN11,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_estat_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_estat_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_estat_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_over_LT_Real_eSte_agent,R_650_over_LT_Ste_ter_hsg_aut,R_650_over_LT_Psn_not_Sme_hhd,R_650_ovr_LT_hs_coop_com_ch_g,R_650_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_650_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot,SA4_NAME11
302,31,706,215,37,27,177,1193,9,745,26,19,0,4,803,73,748,186,77,70,9,1163,268,427,343,72,146,11,1267,303,115,390,32,124,5,969,796,135,549,48,118,12,1658,3830,103,1411,34,201,29,5608,6158,31,1467,35,153,42,7886,1159,0,219,0,21,3,1402,243,5,59,3,4,0,314,197,18,51,0,5,4,275,192,192,169,25,55,52,685,13259,3225,5085,382,924,348,23223,Brisbane - North
303,52,1023,454,31,52,266,1878,16,1108,57,47,13,7,1248,131,1000,328,83,93,10,1645,331,547,602,106,185,13,1784,399,137,528,46,85,9,1204,1254,129,843,44,134,23,2427,4762,143,2014,50,215,51,7235,10263,71,2801,120,331,77,13663,2521,15,671,20,51,16,3294,734,8,246,5,27,4,1024,501,17,172,3,19,4,716,304,259,355,50,78,74,1120,21268,4457,9071,605,1283,554,37238,Brisbane - South
304,21,261,257,18,27,179,763,3,301,12,17,8,5,346,35,299,147,51,34,3,569,147,146,248,38,129,3,711,80,67,173,20,219,4,563,346,51,306,16,175,3,897,1764,45,735,12,67,8,2631,4375,25,993,19,66,14,5492,1829,8,398,11,26,7,2279,680,0,156,3,17,0,856,607,5,184,0,7,6,809,150,65,129,17,42,23,426,10037,1273,3738,222,817,255,16342,Brisbane - West
305,45,835,382,36,69,246,1613,7,676,40,44,5,7,779,180,509,358,181,36,10,1274,578,356,782,188,65,22,1991,639,87,568,35,44,16,1389,1927,77,976,59,71,26,3136,5303,90,1940,34,123,45,7535,8716,31,2441,37,114,42,11381,5251,6,1471,39,74,24,6865,2275,5,733,12,46,10,3081,2341,13,759,8,57,14,3192,331,173,308,36,76,76,1000,27593,2858,10758,709,780,538,43236,Brisbane Inner City
306,44,659,490,47,280,525,2045,32,706,96,56,85,18,993,415,1133,632,186,210,29,2605,2270,561,1288,161,327,59,4666,1773,145,1012,62,249,9,3250,3222,110,1372,31,239,38,5012,4774,59,1495,46,213,53,6640,2527,7,680,11,74,14,3313,441,6,142,0,15,4,608,135,5,50,3,7,3,203,112,10,58,0,17,3,200,256,233,266,34,137,68,994,16001,3634,7581,637,1853,823,30529,Cairns
307,21,200,533,18,806,712,2290,24,184,80,22,114,3,427,362,334,756,111,253,35,1851,1075,119,827,59,162,26,2268,776,37,498,10,93,16,1430,1385,19,509,5,72,8,1998,1057,5,275,4,36,5,1382,414,0,82,0,20,3,519,85,0,16,0,8,0,109,19,4,5,0,4,0,32,19,3,40,0,8,0,70,104,56,183,17,247,38,645,5341,961,3804,246,1823,846,13021,Darling Downs - Maranoa
308,73,540,499,75,1498,624,3309,24,615,87,63,229,7,1025,236,866,473,172,316,33,2096,659,366,687,106,204,23,2045,857,114,591,25,117,7,1711,1961,125,776,31,145,19,3057,2972,44,953,33,117,30,4149,2664,13,577,4,66,5,3329,941,8,146,0,38,3,1136,298,3,62,3,15,3,384,209,9,72,0,35,3,328,284,177,260,48,344,60,1173,11178,2880,5183,560,3124,817,23742,Fitzroy
309,83,777,710,47,158,612,2387,11,837,41,34,21,7,951,109,854,413,93,135,16,1620,474,509,801,120,233,24,2161,720,141,799,49,143,21,1873,2947,169,1633,52,298,49,5148,9821,115,4429,104,568,140,15177,17377,59,4970,123,534,157,23220,5697,10,1494,27,109,46,7383,1774,5,498,5,26,16,2324,1509,13,466,7,47,13,2055,593,236,558,61,133,150,1731,41115,3725,16812,722,2405,1251,66030,Gold Coast
310,36,709,381,23,131,324,1604,11,842,59,56,32,9,1009,98,1269,367,135,165,23,2057,491,617,663,116,404,21,2312,652,244,756,48,467,20,2187,3555,272,1307,51,297,34,5516,8955,91,1676,56,254,66,11098,3918,27,676,15,87,21,4744,385,6,103,6,10,0,510,94,0,24,3,3,0,124,93,20,48,3,20,0,184,270,293,254,32,106,54,1009,18558,4390,6314,544,1976,572,32354,Ipswich
311,51,750,268,20,77,234,1400,11,817,30,9,22,8,897,88,1194,223,55,136,10,1706,322,616,440,46,140,12,1576,494,221,472,40,75,13,1315,2254,235,948,42,102,25,3606,7338,114,2311,68,288,78,10197,5733,23,1141,16,114,31,7058,761,6,189,4,25,9,994,147,9,38,0,4,0,198,117,15,39,0,10,3,184,303,257,253,27,72,69,981,17619,4257,6352,327,1065,492,30112,Logan - Beaudesert
312,103,368,406,20,2183,448,3528,10,348,63,29,344,7,801,68,526,298,90,256,8,1246,267,275,400,91,196,18,1247,358,78,369,28,93,9,935,870,82,525,29,95,16,1617,1787,66,851,46,146,21,2917,2441,11,950,46,131,14,3593,1304,3,300,0,60,4,1671,248,4,70,0,22,0,344,355,3,139,0,71,3,571,170,142,199,30,294,58,893,7981,1906,4570,409,3891,606,19363,Mackay
313,18,649,226,36,62,220,1211,11,659,36,39,15,7,767,89,874,288,57,117,19,1444,497,445,549,66,155,38,1750,713,89,550,30,132,22,1536,2720,134,997,26,97,24,3998,8010,50,1531,42,157,59,9849,3401,4,540,3,42,11,4001,446,0,134,0,7,0,587,123,0,28,3,3,3,160,114,13,37,0,9,0,173,258,224,182,40,61,66,831,16400,3141,5098,342,857,469,26307,Moreton Bay - North
314,13,150,109,8,18,104,402,3,177,17,6,7,0,210,3,270,100,23,54,3,453,70,165,159,29,97,6,526,103,62,184,6,270,5,630,397,52,324,6,83,4,866,2477,43,900,42,92,23,3577,4146,14,679,13,49,14,4915,597,0,123,0,6,5,731,192,0,46,0,0,0,238,104,5,31,0,6,0,146,106,64,92,7,26,27,322,8211,1002,2764,140,708,191,13016,Moreton Bay - South
315,17,1136,282,608,1794,597,4434,18,623,54,204,144,14,1057,109,806,306,319,252,25,1817,192,327,294,122,133,12,1080,135,70,165,26,87,3,486,251,88,150,37,69,5,600,268,51,201,8,60,3,591,320,19,175,6,56,0,576,249,5,124,0,45,0,423,114,0,42,3,16,0,175,36,3,41,5,22,0,107,58,158,136,42,324,32,750,1767,3286,1970,1380,3002,691,12096,Queensland - Outback
316,41,661,505,60,138,446,1851,10,605,50,54,28,7,754,89,645,395,80,168,12,1389,384,293,737,35,173,13,1635,566,72,639,19,136,20,1452,1965,70,1169,19,140,20,3383,6037,49,2223,19,203,50,8581,8159,6,2106,17,146,33,10467,2106,5,527,0,29,3,2670,553,6,137,0,6,3,705,388,8,125,3,9,3,536,270,175,293,47,83,58,926,20568,2595,8906,353,1259,668,34349,Sunshine Coast
317,13,330,194,37,65,177,816,15,297,46,31,27,0,416,255,390,385,74,69,15,1188,1433,186,723,66,123,22,2553,950,53,560,11,115,13,1702,2665,48,825,14,143,15,3710,2701,21,547,28,65,15,3377,1015,4,180,11,16,4,1230,118,0,36,0,4,0,158,34,0,9,0,0,0,43,41,8,27,0,0,0,76,139,106,129,32,42,40,488,9379,1443,3661,304,669,301,15757,Toowoomba
318,41,604,451,33,329,408,1866,28,645,71,49,86,8,887,248,1032,487,164,152,28,2111,1041,528,710,100,407,19,2805,1064,202,572,19,687,17,2561,2448,146,841,34,293,13,3775,4334,96,1255,53,167,26,5931,4221,19,773,13,120,21,5167,743,0,150,3,22,3,921,152,8,43,3,4,0,210,104,16,59,4,11,3,197,206,230,206,32,180,37,891,14630,3526,5618,507,2458,583,27322,Townsville
319,54,553,695,163,359,645,2469,31,648,134,167,126,22,1128,404,861,893,180,280,44,2662,2213,406,1657,81,436,53,4846,1944,116,1292,21,163,26,3562,5324,67,1826,35,202,50,7504,4242,15,930,34,111,29,5361,635,4,147,6,21,9,822,65,5,47,3,7,6,133,18,0,13,0,3,0,34,57,16,45,4,16,0,138,242,181,299,29,173,83,1007,15229,2872,7978,723,1897,967,29666,Wide Bay
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Qld)
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Qld)
401,33,555,537,189,78,399,1791,19,1253,93,331,25,21,1742,187,704,581,318,70,15,1875,665,325,994,161,108,18,2271,809,114,996,50,123,13,2105,2660,162,1863,65,176,29,4955,4285,94,2358,50,158,29,6974,3442,18,1436,28,91,19,5034,1273,11,424,0,32,5,1745,414,11,154,0,13,0,592,397,13,167,7,14,3,601,173,218,317,116,59,76,959,14357,3478,9920,1315,947,627,30644,Adelaide - Central and Hills
402,38,1404,429,157,49,319,2396,23,3277,66,307,52,28,3753,270,2765,576,434,129,32,4206,1275,1446,1368,240,257,40,4626,1487,645,1448,91,415,26,4112,4454,714,2575,111,419,54,8327,6055,180,2416,61,323,51,9086,1643,37,562,7,67,13,2329,190,3,79,9,6,4,291,45,17,25,0,3,3,93,75,52,59,8,17,6,217,232,683,361,128,112,102,1618,15787,11223,9964,1553,1849,678,41054,Adelaide - North
403,32,959,468,165,49,336,2009,7,2097,78,298,23,32,2535,164,1713,532,411,90,28,2938,656,780,1046,183,148,24,2837,786,277,1132,63,75,20,2353,3136,437,2198,92,138,34,6035,5070,118,2557,53,167,47,8012,2487,23,1013,9,63,12,3607,485,13,163,0,11,0,672,181,6,55,0,8,4,254,169,34,92,8,19,4,326,177,410,272,143,58,59,1119,13350,6867,9606,1425,849,600,32697,Adelaide - South
404,41,1220,344,200,44,266,2115,19,2413,97,209,19,15,2772,189,1796,592,281,61,35,2954,764,857,1147,129,146,34,3077,876,316,1026,47,108,21,2394,2257,453,1732,63,201,31,4737,3361,227,2073,62,223,41,5987,1973,26,973,9,79,22,3082,376,3,173,0,8,8,568,126,13,57,6,3,0,205,104,28,60,7,8,5,212,129,495,269,87,49,62,1091,10215,7847,8543,1100,949,540,29194,Adelaide - West
405,10,324,486,78,181,338,1417,21,454,123,93,55,8,754,302,381,644,96,175,20,1618,920,190,832,57,151,18,2168,505,35,399,14,41,3,997,860,18,304,13,34,9,1238,391,5,162,0,12,0,570,88,3,31,0,4,0,126,9,0,8,0,3,0,20,5,0,8,0,0,0,13,12,10,31,3,0,4,60,53,110,140,30,67,21,421,3176,1530,3168,384,723,421,9402,Barossa - Yorke - Mid North
406,22,629,312,272,527,281,2043,36,962,72,44,104,13,1231,239,993,441,50,391,18,2132,930,698,540,16,346,16,2546,323,151,236,5,63,6,784,524,65,205,3,36,3,836,506,26,164,0,32,0,728,240,11,59,8,31,4,353,99,3,20,0,10,0,132,37,9,5,0,7,0,58,20,8,17,3,10,3,61,61,272,91,40,119,23,606,3037,3827,2162,441,1676,367,11510,South Australia - Outback
407,38,452,645,117,479,546,2277,76,927,198,185,117,15,1518,1052,930,1175,131,396,40,3724,2146,561,1306,83,231,30,4357,1204,73,702,17,84,9,2089,1636,34,503,12,65,13,2263,706,13,231,6,24,4,984,93,16,52,5,7,0,173,7,3,12,0,3,0,25,5,3,4,0,3,0,15,30,11,36,0,4,3,84,98,169,201,47,161,43,719,7091,3192,5065,603,1574,703,18228,South Australia - South East
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (SA)
501,19,281,363,36,208,388,1295,12,572,62,35,36,9,726,179,693,434,120,139,25,1590,483,329,681,27,175,10,1705,492,99,616,10,84,6,1307,1553,70,967,9,96,14,2709,2602,20,1263,12,96,15,4008,1446,3,465,0,40,9,1963,173,0,61,0,7,0,241,51,6,20,0,3,0,80,59,10,31,0,14,5,119,87,126,159,20,95,30,517,7156,2209,5122,269,993,511,16260,Bunbury
502,9,98,172,26,27,122,454,5,186,13,21,6,5,236,38,270,190,56,50,3,607,229,158,326,51,53,7,824,337,44,345,3,54,8,791,1195,32,575,11,52,11,1876,1890,19,624,20,67,18,2638,994,6,294,3,17,7,1321,145,0,37,0,5,0,187,46,0,8,0,3,0,57,37,4,23,0,3,9,76,60,45,75,9,27,20,236,4985,862,2682,200,364,210,9303,Mandurah
503,41,368,419,44,59,258,1189,7,688,33,54,11,17,810,85,341,228,132,41,10,837,330,162,350,51,59,12,964,410,59,369,15,64,6,923,1283,42,684,20,93,10,2132,2143,48,1145,16,88,17,3457,3269,22,1365,8,89,14,4767,2586,3,874,10,42,6,3521,1293,3,399,3,21,5,1724,1890,11,624,5,56,6,2592,191,89,209,44,59,41,633,13528,1836,6699,402,682,402,23549,Perth - Inner
504,14,442,400,67,62,246,1231,7,758,37,41,13,5,861,70,669,294,71,30,11,1145,214,381,537,67,68,15,1282,217,140,499,12,70,7,945,727,178,791,17,96,14,1823,2859,78,1779,34,196,23,4969,3260,27,1651,6,130,30,5104,754,8,283,0,20,3,1068,164,4,49,0,10,0,227,99,12,50,6,14,4,185,123,206,213,28,53,35,658,8508,2903,6583,349,762,393,19498,Perth - North East
505,50,771,696,67,66,419,2069,11,1448,55,62,12,6,1594,90,1180,456,218,90,19,2053,272,604,787,76,85,5,1829,381,203,807,15,89,9,1504,1285,241,1467,33,142,23,3191,5667,107,3850,23,371,52,10070,8925,39,4312,23,359,53,13711,2505,12,1098,0,61,17,3693,917,8,318,0,21,6,1270,919,24,318,0,31,10,1302,259,303,439,73,91,85,1250,21281,4940,14603,590,1418,704,43536,Perth - North West
506,71,922,831,95,104,491,2514,18,1625,100,120,28,17,1908,152,1385,680,305,130,43,2695,358,711,963,110,133,19,2294,452,275,995,30,79,5,1836,1640,236,1674,30,113,23,3716,6586,110,3852,34,363,63,11008,7555,60,3244,13,255,49,11176,2246,14,872,4,68,12,3216,613,9,220,3,12,3,860,643,38,228,0,45,3,957,301,372,498,78,106,103,1458,20635,5757,14157,822,1436,831,43638,Perth - South East
507,37,727,599,41,69,331,1804,3,1348,43,69,21,8,1492,89,1117,425,116,81,15,1843,360,550,735,73,150,25,1893,463,185,778,22,231,12,1691,1613,195,1367,25,201,21,3422,4640,91,2479,11,196,33,7450,5879,14,2313,18,145,39,8408,1750,11,651,5,36,10,2463,536,11,187,4,6,3,747,664,26,271,8,29,6,1004,227,318,317,40,84,71,1057,16261,4593,10165,432,1249,574,33274,Perth - South West
508,179,1461,436,915,4136,826,7953,30,1014,56,159,434,10,1703,153,1496,388,220,1565,32,3854,530,1014,504,50,899,24,3021,420,320,440,30,363,10,1583,927,262,562,29,324,3,2107,1343,186,645,12,231,12,2429,1277,99,436,6,146,12,1976,471,47,190,7,92,5,812,293,13,75,3,45,0,429,1053,17,310,4,255,8,1647,413,448,244,78,904,74,2161,7089,6377,4286,1513,9394,1016,29675,Western Australia - Outback
509,21,311,710,86,733,681,2542,21,525,134,105,101,19,905,188,803,681,163,340,29,2204,445,444,747,73,247,11,1967,365,98,517,17,82,13,1092,854,48,507,14,76,10,1509,928,17,426,12,39,5,1427,396,5,159,6,23,0,589,56,0,29,0,3,0,88,18,0,6,0,3,0,27,11,3,27,0,13,4,58,43,147,218,16,230,31,685,3346,2401,4161,492,1890,803,13093,Western Australia - Wheat Belt
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (WA)
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (WA)
601,23,455,338,58,59,271,1204,22,1662,95,111,26,21,1937,229,1133,613,214,76,20,2285,838,669,1102,137,123,23,2892,645,314,881,19,92,16,1967,1898,260,1521,26,161,16,3882,2566,91,1717,44,147,25,4590,1413,20,831,9,50,9,2332,389,10,171,5,13,3,591,101,9,52,0,0,0,162,70,15,81,8,11,6,191,93,227,193,30,55,34,632,8287,4865,7595,661,813,444,22665,Hobart
602,14,305,381,76,203,315,1294,30,973,130,68,58,14,1273,368,591,689,136,155,33,1972,1213,411,1080,64,129,27,2924,842,134,658,11,67,12,1724,1482,104,774,8,72,25,2465,1129,24,532,18,51,10,1764,325,3,113,3,5,6,455,56,0,29,0,4,4,93,16,0,0,0,0,0,16,27,6,33,0,8,4,78,69,106,128,31,79,27,440,5571,2657,4547,415,831,477,14498,Launceston and North East
603,3,22,172,6,108,132,443,5,44,40,9,19,6,123,39,44,208,9,49,7,356,151,27,287,10,45,4,524,128,9,152,14,18,4,325,165,6,135,3,20,4,333,132,0,76,0,10,0,218,27,0,17,0,0,0,44,3,0,4,0,0,0,7,0,0,3,0,0,0,3,7,0,6,0,0,0,13,18,9,49,3,48,3,130,678,161,1149,54,317,160,2519,South East
604,23,310,304,54,262,246,1199,30,862,77,73,27,18,1087,356,672,593,94,130,20,1865,994,541,865,40,133,23,2596,654,75,604,10,69,12,1424,1045,34,613,13,55,14,1774,470,8,218,17,21,0,734,76,9,30,0,7,0,122,12,3,5,0,0,0,20,3,0,6,3,0,0,12,13,13,8,0,6,0,40,64,108,109,15,72,30,398,3740,2635,3432,319,782,363,11271,West and North West
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,Migratory - Offshore - Shipping (Tas.)
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Tas.)
701,14,809,162,107,169,183,1444,0,386,10,11,18,5,430,18,455,126,30,64,3,696,62,233,172,20,407,6,900,80,143,197,8,500,4,932,222,124,299,5,340,7,997,777,265,576,13,196,14,1841,1981,48,1040,13,114,20,3216,1874,15,735,5,73,14,2716,1010,3,315,3,29,8,1368,783,3,251,0,44,8,1089,114,182,121,15,152,27,611,6935,2666,4004,230,2106,299,16240,Darwin
702,93,2592,104,1039,2039,490,6357,25,458,14,96,263,4,860,13,602,74,181,259,11,1140,30,281,116,52,254,10,743,57,91,94,15,172,5,434,181,89,148,10,111,5,544,307,78,180,11,80,4,660,472,49,214,4,58,12,809,368,6,115,0,40,3,532,95,3,46,3,13,0,160,80,3,42,0,10,0,135,48,557,82,125,442,34,1288,1769,4809,1229,1536,3741,578,13662,Northern Territory - Outback
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,Migratory - Offshore - Shipping (NT)
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (NT)
801,26,1125,413,91,75,282,2012,6,2199,20,76,13,16,2330,34,1850,221,115,79,11,2310,103,1150,334,66,122,13,1788,151,413,331,29,284,3,1211,368,538,542,42,382,4,1876,1447,561,1385,70,368,16,3847,7354,911,3516,26,253,33,12093,4700,78,2112,13,130,22,7055,1566,27,729,3,50,9,2384,1024,37,385,3,38,7,1494,183,519,271,58,100,61,1192,16962,9408,10259,592,1894,477,39592,Australian Capital Territory
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (ACT)
901,0,40,12,31,54,10,147,0,22,0,0,8,0,30,7,29,0,0,6,3,45,4,33,0,0,4,3,44,0,8,8,0,0,0,16,4,7,7,0,8,0,26,7,4,13,0,0,0,24,0,0,6,0,3,0,9,0,0,6,0,3,0,9,0,0,0,0,3,0,3,0,0,6,0,0,0,6,0,13,5,14,11,0,43,22,156,63,45,100,16,402,Other Territories
997,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Migratory - Offshore - Shipping (OT)
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (OT)
