SA4_MAIN11,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_u_ap_I_1or2_sty_blk_Ds,OPDs_F_u_ap_I_1or2_sty_blk_Ps,OPDs_F_u_ap_I_3_sty_blk_Dwgs,OPDs_F_u_ap_I_3_sty_blk_Psns,OPDs_F_u_ap_I_4_m_sty_blk_Ds,OPDs_F_u_ap_I_4_m_sty_blk_Ps,OPDs_Flt_un_apt_Att_house_Ds,OPDs_Flt_un_apt_Att_house_Ps,OPDs_Flt_unit_apart_Tot_Dwgs,OPDs_Flt_unit_apart_Tot_Psns,OPDs_Oth_dw_Cvn_cab_hboat_Ds,OPDs_Oth_dw_Cvn_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons,SA4_NAME11
120,41928,121997,7352,17287,8740,21256,16092,38543,11066,21923,13390,27966,13601,29476,218,423,38275,79788,5,4,3,4,707,1615,715,1623,153,316,97163,242267,7326,0,104489,242267,Sydney - Inner West
121,73403,220292,4001,8757,7437,17366,11438,26123,9427,17242,16879,31590,26519,51156,203,378,53028,100366,43,67,3,0,237,486,283,553,221,480,138373,347814,12083,0,150456,347814,Sydney - North Sydney and Hornsby
122,51423,154801,2364,5082,4700,11325,7064,16407,7245,13193,12336,23671,6751,12573,322,636,26654,50073,83,135,3,7,246,521,332,663,73,153,85546,222097,8384,0,93930,222097,Sydney - Northern Beaches
123,64619,198822,4715,10162,3974,10444,8689,20606,1401,2231,460,779,286,503,117,217,2264,3730,162,225,14,50,174,477,350,752,42,103,75964,224013,4020,0,79984,224013,Sydney - Outer South West
124,83676,239641,4872,9695,4730,10990,9602,20685,2766,5123,1918,3319,510,950,343,717,5537,10109,177,289,15,41,158,345,350,675,105,170,99270,271280,7862,0,107132,271280,Sydney - Outer West and Blue Mountains
125,75181,234672,7617,18888,9290,27591,16907,46479,12036,26693,14765,35690,9247,22206,270,594,36318,85183,14,20,19,42,258,709,291,771,215,512,128912,367617,7632,0,136544,367617,Sydney - Parramatta
126,34594,103395,3384,7785,4008,9817,7392,17602,3204,5663,7467,14755,5191,10671,56,109,15918,31198,14,22,0,0,107,247,121,269,28,68,58053,152532,3903,0,61956,152532,Sydney - Ryde
127,80646,272723,5232,14626,8261,25521,13493,40147,3221,7001,5446,12769,3668,9154,199,463,12534,29387,176,249,8,9,107,259,291,517,103,263,107067,343037,4743,0,111810,343037,Sydney - South West
128,50209,151876,3040,5712,5562,13018,8602,18730,3620,5887,7360,13688,4923,8940,120,237,16023,28752,158,252,4,5,145,303,307,560,18,39,75159,199957,4890,0,80049,199957,Sydney - Sutherland
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NSW)
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (NSW)
201,50224,125527,2124,3322,294,640,2418,3962,3112,4528,38,69,10,15,30,49,3190,4661,287,411,44,72,108,243,439,726,21,36,56292,134912,8054,0,64346,134912,Ballarat
202,48980,122073,1446,2311,200,447,1646,2758,2680,4044,3,4,3,3,26,43,2712,4094,292,394,32,50,166,355,490,799,17,39,53845,129763,7043,0,60888,129763,Bendigo
203,81572,211138,3452,5349,1149,2433,4601,7782,7346,11136,108,158,87,153,80,131,7621,11578,465,689,19,62,116,266,600,1017,26,57,94420,231572,21093,0,115513,231572,Geelong
204,54397,135041,2442,3645,146,351,2588,3996,3069,4577,19,59,28,67,27,44,3143,4747,455,643,75,150,313,731,843,1524,37,72,61008,145380,13279,0,74287,145380,Hume
205,88215,217158,3658,6160,291,598,3949,6758,5290,7588,66,104,0,0,42,80,5398,7772,966,1431,65,155,178,397,1209,1983,40,110,98811,233781,30417,0,129228,233781,Latrobe - Gippsland
206,63703,168672,22949,49130,21440,50265,44389,99395,29211,50213,29392,49001,43753,79327,113,216,102469,178757,13,22,10,15,1004,2212,1027,2249,143,301,211731,449374,26153,0,237884,449374,Melbourne - Inner
207,85973,246601,11325,22379,6445,15909,17770,38288,11907,21973,4088,7236,2123,3485,133,223,18251,32917,6,7,0,0,288,636,294,643,37,80,122325,318529,10648,0,132973,318529,Melbourne - Inner East
208,87713,247910,16396,32420,8161,19547,24557,51967,24916,44356,2816,4950,1380,2140,100,180,29212,51626,229,314,12,16,569,1232,810,1562,71,142,142363,353207,12878,0,155241,353207,Melbourne - Inner South
209,126295,362748,7913,16508,4396,11101,12309,27609,9799,18639,878,1510,596,1171,150,300,11423,21620,63,112,43,90,214,535,320,737,39,89,150386,412803,10754,0,161140,412803,Melbourne - North East
210,90086,264210,6600,15766,3322,9157,9922,24923,5440,10626,230,467,250,533,36,63,5956,11689,240,297,7,17,141,353,388,667,51,151,106403,301640,7970,0,114373,301640,Melbourne - North West
211,145759,409916,13471,23690,2871,6906,16342,30596,6467,11577,334,601,346,606,164,297,7311,13081,367,504,22,47,144,353,533,904,35,94,169980,454591,11820,0,181800,454591,Melbourne - Outer East
212,181827,540510,11330,25931,4760,13385,16090,39316,18059,38844,759,1467,1220,2457,239,469,20277,43237,896,1193,18,32,193,506,1107,1731,76,183,219377,624977,14452,0,233829,624977,Melbourne - South East
213,172884,506965,8906,19798,7012,18283,15918,38081,13851,27069,1529,2889,1467,2663,110,211,16957,32832,416,557,14,28,282,716,712,1301,74,169,206545,579348,15888,0,222433,579348,Melbourne - West
214,85102,222580,6725,10999,1464,3048,8189,14047,6942,11062,197,310,58,109,58,107,7255,11588,891,1254,8,17,75,160,974,1431,37,65,101557,249711,30940,0,132497,249711,Mornington Peninsula
215,51069,126257,1847,2889,140,291,1987,3180,3227,4699,9,14,0,0,21,37,3257,4750,621,901,36,95,190,410,847,1406,29,74,57189,135667,9337,0,66526,135667,North West
216,40582,105502,1360,2270,92,207,1452,2477,3475,5269,39,62,3,3,21,35,3538,5369,619,931,12,35,90,234,721,1200,44,113,46337,114661,6246,0,52583,114661,Shepparton
217,41588,103459,1333,2174,278,588,1611,2762,2404,3462,78,106,16,29,26,32,2524,3629,205,321,40,78,135,313,380,712,19,43,46122,110605,9771,0,55893,110605,Warrnambool and South West
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Vic.)
301,64288,181327,3604,5645,3911,8229,7515,13874,2298,3506,322,562,122,216,80,145,2822,4429,452,658,10,20,57,121,519,799,21,38,75165,200467,6736,0,81901,200467,Brisbane - East
302,56166,151117,3475,5658,3915,8123,7390,13781,5256,8618,2353,3969,1074,1908,81,137,8764,14632,482,687,0,0,54,137,536,824,25,48,72881,180402,4826,0,77707,180402,Brisbane - North
303,84011,242205,4055,8590,9167,21374,13222,29964,7941,13926,3818,6643,1220,2228,202,374,13181,23171,680,965,4,4,83,181,767,1150,40,76,111221,296566,7233,0,118454,296566,Brisbane - South
304,46782,134621,1602,3050,2684,5922,4286,8972,3275,5888,2618,5043,1917,3837,99,163,7909,14931,5,4,3,7,23,52,31,63,16,32,59024,158619,4143,0,63167,158619,Brisbane - West
305,41349,114655,1370,2699,6239,12957,7609,15656,12876,21454,11688,20222,15301,28251,119,210,39984,70137,80,123,9,29,151,348,240,500,78,138,89260,201086,9059,0,98319,201086,Brisbane Inner City
306,62771,169252,3035,5657,1759,3553,4794,9210,8567,15149,3035,5634,1398,2637,70,110,13070,23530,1171,1935,130,291,242,493,1543,2719,106,247,82284,204958,11071,0,93355,204958,Cairns
307,40671,104656,666,1260,52,115,718,1375,1750,2698,5,6,4,0,11,31,1770,2735,434,685,82,165,136,299,652,1149,89,214,43900,110129,8038,0,51938,110129,Darling Downs - Maranoa
308,63502,173802,1633,2865,474,915,2107,3780,4302,7561,239,381,234,384,43,82,4818,8408,1443,2375,200,394,142,326,1785,3095,84,190,72296,189275,11698,0,83994,189275,Fitzroy
309,114296,324694,15288,31032,18999,44057,34287,75089,10420,18766,11649,20565,13414,24360,148,257,35631,63948,1803,2644,31,54,196,432,2030,3130,191,374,186435,467235,25833,0,212268,467235,Gold Coast
310,86517,247369,2612,4985,2155,4539,4767,9524,2190,3382,182,306,55,98,45,97,2472,3883,884,1247,48,106,60,145,992,1498,74,178,94822,262452,7989,0,102811,262452,Ipswich
311,84161,251900,2899,5510,5036,10725,7935,16235,2576,4704,134,223,166,340,146,284,3022,5551,528,695,18,35,40,70,586,800,35,82,95739,274568,6385,0,102124,274568,Logan - Beaudesert
312,46885,130396,1921,3709,911,1924,2832,5633,3893,6849,331,600,455,858,33,54,4712,8361,1295,2151,160,352,101,247,1556,2750,80,177,56065,147317,9206,0,65271,147317,Mackay
313,64807,178269,3939,6865,1919,4118,5858,10983,3989,6368,1012,1671,1061,1817,73,153,6135,10009,904,1269,11,24,115,235,1030,1528,32,64,77862,200853,8022,0,85884,200853,Moreton Bay - North
314,50772,150468,2479,4313,1486,3052,3965,7365,1174,1999,54,75,178,230,56,113,1462,2417,244,327,15,33,21,40,280,400,37,98,56516,160748,3637,0,60153,160748,Moreton Bay - South
315,21122,62166,599,1181,320,697,919,1878,1999,4159,61,102,50,95,21,59,2131,4415,825,1460,130,230,126,259,1081,1949,137,316,25390,70724,5187,0,30577,70724,Queensland - Outback
316,89323,237535,7170,11664,4569,9014,11739,20678,6801,11283,2608,4700,3807,7033,175,298,13391,23314,1934,2955,130,267,138,330,2202,3552,55,125,116710,285204,18159,0,134869,285204,Sunshine Coast
317,42836,114987,1798,3136,488,948,2286,4084,5110,8265,95,149,205,321,17,27,5427,8762,213,372,16,31,52,104,281,507,33,77,50863,128417,4423,0,55286,128417,Toowoomba
318,63147,174423,2248,4219,1482,3029,3730,7248,6335,10358,1163,2093,1018,1896,64,122,8580,14469,831,1385,51,112,140,279,1022,1776,62,133,76541,198049,9743,0,86284,198049,Townsville
319,91900,232705,2811,4593,657,1298,3468,5891,5836,9137,311,533,199,359,88,156,6434,10185,1985,3110,237,498,221,447,2443,4055,83,160,104328,252996,16523,0,120851,252996,Wide Bay
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Qld)
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Qld)
401,75397,198365,9910,17488,5410,10956,15320,28444,12743,20335,1498,2384,2834,4910,123,207,17198,27836,83,121,12,18,124,251,219,390,58,90,108192,255125,11082,0,119274,255125,Adelaide - Central and Hills
402,123164,328484,13368,25430,1786,3975,15154,29405,6847,10906,368,591,254,420,58,95,7527,12012,319,439,11,25,23,67,353,531,39,82,146237,370514,10471,0,156708,370514,Adelaide - North
403,106757,275419,11426,19499,2325,4916,13751,24415,10201,15601,782,1347,789,1297,106,156,11878,18401,379,517,8,12,69,137,456,666,44,98,132886,318999,12129,0,145015,318999,Adelaide - South
404,61590,156409,10361,19215,3113,6598,13474,25813,11210,18441,937,1670,577,937,83,137,12807,21185,62,91,3,4,133,276,198,371,41,72,88110,203850,8142,0,96252,203850,Adelaide - West
405,39240,93498,1529,2596,66,166,1595,2762,934,1220,13,17,74,90,25,35,1046,1362,284,452,22,41,163,369,469,862,30,49,42380,98533,12784,0,55164,98533,Barossa - Yorke - Mid North
406,25440,64085,3824,7687,148,300,3972,7987,1286,1804,69,87,93,124,16,27,1464,2042,278,434,67,121,68,159,413,714,52,125,31341,74953,7752,0,39093,74953,South Australia - Outback
407,62881,151130,2957,5050,243,498,3200,5548,2912,4125,49,78,60,95,25,33,3046,4331,497,742,82,162,125,248,704,1152,61,131,69892,162292,21417,0,91309,162295,South Australia - South East
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (SA)
501,51215,131925,3108,5023,413,843,3521,5866,1534,2475,125,197,42,69,43,79,1744,2820,664,1041,59,116,81,188,804,1345,47,111,57331,142067,13839,0,71170,142067,Bunbury
502,25990,65816,2679,4335,576,1099,3255,5434,1299,2122,122,256,155,302,9,14,1585,2694,459,691,19,60,12,27,490,778,20,43,31340,74765,8702,0,40042,74765,Mandurah
503,33362,89894,3202,5850,5515,10819,8717,16669,5284,8874,5835,9390,7620,12598,14,25,18753,30887,0,3,3,0,138,265,141,268,67,125,61040,137843,8189,0,69229,137843,Perth - Inner
504,65854,180239,5779,10896,1587,3236,7366,14132,3471,6065,868,1455,689,1126,32,70,5060,8716,295,428,15,29,30,64,340,521,41,89,78661,203697,6748,0,85409,203697,Perth - North East
505,136492,382260,20767,39634,5044,11333,25811,50967,8346,14196,1006,1674,518,916,353,598,10223,17384,541,736,5,4,25,49,571,789,33,77,173130,451477,15252,0,188382,451477,Perth - North West
506,124986,340962,13026,25450,4012,8769,17038,34219,8075,14911,2265,3808,2647,4544,63,114,13050,23377,310,434,26,59,77,182,413,675,67,128,155554,399361,14248,0,169802,399361,Perth - South East
507,106279,289559,9479,16953,2854,5802,12333,22755,5384,8673,1705,2739,932,1585,56,93,8077,13090,545,785,20,44,67,143,632,972,49,110,127370,326486,13091,0,140461,326486,Perth - South West
508,50299,145064,3887,7916,760,1775,4647,9691,3040,5373,87,149,95,182,23,44,3245,5748,2730,4971,218,444,320,759,3268,6174,305,689,61764,167366,13409,0,75173,167366,Western Australia - Outback
509,44293,108540,1507,2443,138,310,1645,2753,1213,1862,11,22,0,0,29,48,1253,1932,474,704,106,232,145,302,725,1238,54,98,47970,114561,15852,0,63822,114561,Western Australia - Wheat Belt
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (WA)
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (WA)
601,67940,172218,3673,6162,1638,3230,5311,9392,7085,11458,842,1372,520,839,237,414,8684,14083,115,194,24,47,222,501,361,742,54,133,82350,196568,8858,0,91208,196568,Hobart
602,47377,117388,2464,3883,349,650,2813,4533,3221,4748,93,133,41,71,72,104,3427,5056,165,256,39,88,146,261,350,605,32,84,53999,127666,9353,0,63352,127666,Launceston and North East
603,13191,31746,238,433,34,80,272,513,125,181,0,0,0,0,17,19,142,200,115,172,21,36,87,156,223,364,6,17,13834,32840,7881,0,21715,32840,South East
604,38006,93820,1835,2737,97,207,1932,2944,2102,2971,41,60,64,102,57,85,2264,3218,250,378,37,67,132,298,419,743,18,49,42639,100774,6403,0,49042,100774,West and North West
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Tas.)
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Tas.)
701,24867,75634,2966,6085,2020,4597,4986,10682,3507,7004,1687,3435,2393,4906,65,115,7652,15460,771,1520,257,477,95,179,1123,2176,105,219,38733,104171,3837,0,42570,104171,Darwin
702,16321,66646,1411,2791,483,940,1894,3731,2387,4630,38,58,0,0,9,17,2434,4705,985,2113,286,645,80,156,1351,2914,158,383,22158,78379,4760,0,26918,78379,Northern Territory - Outback
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NT)
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (NT)
801,94266,262219,11874,22808,6935,15853,18809,38661,5386,9112,5835,9853,4517,7696,333,551,16071,27212,191,290,4,11,33,72,228,373,49,121,129423,328586,10197,0,139620,328586,Australian Capital Territory
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (ACT)
901,396,1308,61,131,6,14,67,145,90,178,113,293,8,14,0,0,211,485,3,6,0,0,3,12,6,18,14,35,694,1991,85,0,779,1991,Other Territories
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (OT)
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (OT)
