sla_code_2006_,sla_name_2006_,irsad_score,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_,minimum_score_for_cds_in_area_percentile_,maximum_score_for_cds_in_area_percentile_,urp,per100_urp_without_a_cd_level_score_percentile_
305111364,Manly,1038,997,8,72,QLD,321,7,68,934,1089,3815,0
305111123,Chandler-Capalaba West,1103,1251,9,90,QLD,423,9,89,1053,1118,1402,0
305111091,Burbank,1098,1230,9,89,QLD,413,9,87,1048,1126,1156,0
305111094,Calamvale,1074,1148,9,83,QLD,386,9,81,1009,1115,10178,0
305111367,Manly West,1029,958,7,69,QLD,302,7,64,939,1116,10012,0
305111198,Eight Mile Plains,1080,1170,9,84,QLD,395,9,83,800,1127,12019,0
305111372,Mansfield,1062,1090,8,79,QLD,360,8,76,958,1155,10205,0
305111394,Moreton Island,988,786,6,57,QLD,235,5,50,934,1009,250,0
305111251,Gumdale-Ransome,1092,1212,9,87,QLD,409,9,86,1053,1119,1530,0
305111331,Kuraby,1083,1179,9,85,QLD,399,9,84,978,1137,6742,0
305111337,Lota,1032,972,7,70,QLD,305,7,64,979,1055,2981,0
305111495,Rochedale,1036,988,8,71,QLD,314,7,66,1009,1056,1170,0
305111498,Rocklea,956,591,5,43,QLD,178,4,38,950,974,1499,0
305111413,Murarrie,964,639,5,46,QLD,189,4,40,883,1004,2221,0
305111456,Pallara-Heathwood-Larapinta,1056,1062,8,77,QLD,352,8,74,1008,1175,1524,0
305111463,Parkinson-Drewvale,1086,1191,9,86,QLD,402,9,85,994,1146,11862,0
305111541,Stretton-Karawatha,1118,1292,10,93,QLD,440,10,93,900,1139,3809,0
305111503,Runcorn,1029,961,7,69,QLD,303,7,64,969,1094,12475,0
305111511,Salisbury,1006,856,7,62,QLD,256,6,54,989,1029,5523,0
305111547,Sunnybank,1034,978,8,71,QLD,308,7,65,941,1101,7847,0
305111552,Sunnybank Hills,1051,1043,8,75,QLD,341,8,72,913,1151,16108,0
710203030,Pine Creek (CGC),852,87,1,7,NT ,34,4,38,852,852,346,26
805105589,Macgregor,1073,1142,9,82,ACT,33,4,32,1018,1127,3485,0
305111626,Wishart,1074,1147,9,83,QLD,385,9,81,1008,1132,10270,0
305111571,Tingalpa,1022,925,7,67,QLD,289,7,61,966,1115,8888,0
305111588,Upper Mount Gravatt,1025,941,7,68,QLD,298,7,63,983,1090,7914,0
305111601,Wakerley,1134,1320,10,95,QLD,454,10,96,985,1176,3906,0
305111615,Willawong,976,714,6,52,QLD,203,5,43,976,976,227,0
345057033,Mt Louisa-Mt St John-Bohle,1024,933,7,67,QLD,295,7,62,864,1133,5532,0
305111637,Wynnum,1005,852,7,62,QLD,255,6,54,917,1123,11719,0
312100555,Beaudesert (S) - Pt C,927,365,3,27,QLD,115,3,25,838,1030,11269,3
705102811,Gunn-Palmerston City,1091,1209,9,87,NT ,86,10,95,1083,1097,2380,0
305202005,Burpengary-Narangba,1022,924,7,67,QLD,288,7,61,931,1155,22609,0
305304645,Tanah Merah,980,739,6,53,QLD,214,5,45,980,980,963,0
305202008,Caboolture (S) - Central,905,211,2,16,QLD,71,2,15,764,1031,18269,0
305202013,Caboolture (S) - East,967,658,5,48,QLD,193,5,41,875,1051,15534,0
305202014,Caboolture (S) - Hinterland,954,581,5,42,QLD,176,4,37,904,1060,6010,15
305202015,Caboolture (S) - Midwest,1025,936,7,68,QLD,296,7,63,934,1078,13956,0
305202016,Deception Bay,908,227,2,17,QLD,77,2,17,785,1021,20365,0
305202018,Morayfield,936,439,4,32,QLD,134,3,29,798,1079,19816,0
305253962,Ipswich (C) - Central,938,455,4,33,QLD,141,3,30,750,1108,69952,0
305253965,Ipswich (C) - East,961,624,5,45,QLD,186,4,39,750,1192,50390,0
305253966,Ipswich (C) - North,1068,1121,9,81,QLD,374,8,79,975,1144,7872,0
305253974,Ipswich (C) - South-West,935,428,4,31,QLD,129,3,28,886,983,4254,0
305253976,Ipswich (C) - West,951,561,5,41,QLD,170,4,36,878,1032,7715,6
705102814,Moulden,895,156,2,12,NT ,38,5,42,827,922,3363,0
340106550,Sarina (S),941,480,4,35,QLD,146,4,31,844,1018,10720,0
710204020,Thamarrurr (CGC),722,42,1,4,NT ,20,3,22,629,739,1930,0
305304601,Browns Plains,979,732,6,53,QLD,210,5,45,879,1103,28263,0
305304642,Springwood,1047,1027,8,74,QLD,335,8,71,989,1108,6008,0
305304603,Carbrook-Cornubia,1070,1125,9,81,QLD,376,8,79,984,1109,3579,0
307053481,Ormeau-Yatala,1054,1055,8,76,QLD,349,8,74,918,1125,10740,0
305304605,Daisy Hill-Priestdale,1064,1104,8,80,QLD,370,8,78,932,1165,4187,0
305304623,Marsden,905,217,2,16,QLD,73,2,16,816,951,19302,0
345153800,Hinchinbrook (S),910,235,2,17,QLD,83,2,18,831,990,11557,0
305405973,Lawnton,945,509,4,37,QLD,156,4,33,837,1081,5643,0
305304608,Greenbank-Boronia Heights,948,537,4,39,QLD,166,4,35,903,1054,8180,0
305304651,Underwood,1041,1009,8,73,QLD,326,7,69,932,1144,4516,0
705102818,Woodroffe,973,692,5,50,NT ,51,6,57,893,1008,3454,0
710301809,Gulf,736,49,1,4,NT ,23,3,26,643,785,638,16
305304612,Kingston,861,93,1,7,QLD,41,1,9,797,922,12834,0
305506283,Redland (S) Bal,902,190,2,14,QLD,63,2,14,847,1008,6910,0
710152000,Jabiru (T),1048,1031,8,74,NT ,72,8,80,903,1078,1136,0
305506276,Wellington Point,1074,1145,9,83,QLD,384,9,81,1006,1144,10177,0
305304615,Loganholme,1037,989,8,71,QLD,315,7,67,945,1108,13379,0
305304631,Rochedale South,1026,949,7,68,QLD,300,7,63,951,1086,14927,0
345057031,Magnetic Island,987,784,6,57,QLD,233,5,49,938,1016,2110,0
305304618,Loganlea,925,355,3,26,QLD,112,3,24,828,1034,8335,0
710202380,Nauiyu Nambiyu (CGC),688,18,1,2,NT ,10,2,11,688,688,395,0
305304634,Shailer Park,1072,1133,9,82,QLD,379,8,80,1010,1120,11223,0
305304637,Slacks Creek,966,656,5,47,QLD,192,5,41,875,1091,11055,0
305304654,Waterford West,910,234,2,17,QLD,82,2,18,829,983,5493,0
305304656,Woodridge,839,82,1,6,QLD,36,1,8,749,948,18453,0
307053476,Mt Warren Park,970,673,5,49,QLD,196,5,42,856,1032,5636,0
305304663,Logan (C) Bal,944,503,4,37,QLD,154,4,33,780,995,2567,0
305405951,Albany Creek,1099,1236,9,89,QLD,415,9,88,920,1186,15943,0
305405957,Bray Park,984,759,6,55,QLD,222,5,47,933,1014,8821,0
305405958,Central Pine West,1114,1276,10,92,QLD,432,10,91,1009,1190,17800,0
710251209,East Arnhem - Bal,664,6,1,1,NT ,4,1,5,493,735,6522,20
710251609,Groote Eylandt,1033,974,7,70,NT ,66,8,73,1033,1033,1542,38
710252340,Marngarr (CGC),670,10,1,1,NT ,6,1,7,670,670,275,17
305405961,Dakabin-Kallangur-M. Downs,985,772,6,56,QLD,227,5,48,854,1160,24024,1
345057014,Douglas,1100,1240,9,89,QLD,417,9,88,1039,1125,5993,15
305405963,Griffin-Mango Hill,1081,1173,9,85,QLD,396,9,84,911,1154,10258,0
305405971,Hills District,1069,1124,9,81,QLD,375,8,79,984,1175,20507,0
305405974,Petrie,1024,930,7,67,QLD,293,7,62,961,1156,8567,0
305405978,Strathpine-Brendale,961,620,5,45,QLD,185,4,39,884,1015,11268,0
305405988,Pine Rivers (S) Bal,1109,1267,10,91,QLD,429,9,90,992,1192,18309,0
345057015,Garbutt,854,89,1,7,QLD,40,1,9,737,966,2389,3
305456201,Clontarf,942,482,4,35,QLD,148,4,32,881,1005,7722,0
345057018,Gulliver,941,481,4,35,QLD,147,4,31,913,978,2873,0
710252409,Nhulunbuy,1067,1114,8,80,NT ,84,10,93,1035,1081,4112,0
710252500,Numbulwar Numburindi (CGC),722,41,1,3,NT ,19,3,21,722,722,681,1
305456204,Margate-Woody Point,923,322,3,24,QLD,101,3,22,871,990,10355,0
307053461,Beenleigh,907,224,2,17,QLD,75,2,16,790,1043,7816,0
305456206,Redcliffe-Scarborough,977,720,6,52,QLD,206,5,44,864,1174,18818,0
305456208,Rothwell-Kippa-Ring,951,554,4,40,QLD,168,4,36,809,1179,14281,0
307053463,Bethania-Waterford,925,351,3,26,QLD,110,3,24,890,975,5626,0
305506251,Alexandra Hills,1002,840,7,61,QLD,250,6,53,923,1103,16987,0
305506254,Birkdale,1041,1008,8,73,QLD,325,7,69,941,1122,13995,0
710300600,Borroloola (CGC),712,33,1,3,NT ,16,2,18,712,712,774,0
305506257,Capalaba,1002,842,7,61,QLD,251,6,53,876,1128,17097,0
305506262,Cleveland,1037,991,8,71,QLD,317,7,67,899,1197,13584,0
305506264,Ormiston,1076,1154,9,83,QLD,388,9,82,929,1178,5384,0
305506265,Redland Bay,1047,1029,8,74,QLD,336,8,71,927,1141,10886,0
710300790,Daguragu (CGC),667,9,1,1,NT ,5,1,6,557,740,543,0
710301409,Elsey,911,244,2,18,NT ,41,5,46,800,985,777,0
305506267,Sheldon-Mt Cotton,1079,1168,9,84,QLD,394,9,83,1012,1180,4870,0
710302100,Jilkminggan (CGC),478,1,1,1,NT ,1,1,2,478,478,273,0
305506268,Thorneside,976,708,6,51,QLD,198,5,42,896,1049,3466,0
307053466,Eagleby,866,100,1,8,QLD,43,1,10,785,948,8833,0
305506271,Thornlands,1079,1165,9,84,QLD,393,9,83,972,1158,10518,0
305506273,Victoria Point,1021,920,7,66,QLD,286,6,60,960,1115,13754,0
307053493,Wolffdene-Bahrs Scrub,1059,1075,8,78,QLD,355,8,75,1013,1116,4679,0
307103515,Broadbeach Waters,1078,1162,9,84,QLD,391,9,82,885,1143,7380,0
307103508,Biggera Waters-Labrador,953,572,5,41,QLD,174,4,37,883,1099,20780,0
307103517,Bundall,1118,1291,10,93,QLD,439,10,93,1034,1159,4103,0
710353800,Tennant Creek (T),893,147,2,11,NT ,37,5,41,580,982,2921,4
307103511,Bilinga-Tugun,988,789,6,57,QLD,237,5,50,921,1035,6257,0
307103514,Broadbeach-Mermaid Beach,1042,1011,8,73,QLD,328,7,69,935,1115,9541,3
345057023,Heatley,927,364,3,27,QLD,114,3,24,821,983,4266,0
307103521,Burleigh Heads,1018,899,7,65,QLD,273,6,58,951,1083,7607,0
307103523,Burleigh Waters,1017,893,7,64,QLD,269,6,57,917,1105,12727,0
307103527,Coolangatta,946,524,4,38,QLD,159,4,34,876,1059,4868,0
307103533,Currumbin,1049,1035,8,75,QLD,337,8,71,1002,1102,2646,0
307103555,Main Beach-South Stradbroke,1114,1277,10,92,QLD,433,10,91,1068,1161,3325,4
307103562,Mermaid Wtrs-Clear Is. Wtrs,1056,1056,8,76,QLD,350,8,74,917,1156,15740,0
345057026,Hermit Park,979,729,6,53,QLD,209,5,44,916,1011,3444,0
307103563,Miami,1004,850,7,61,QLD,254,6,54,873,1116,6168,0
345057027,Hyde Park-Mysterton,1012,881,7,64,QLD,263,6,56,958,1085,2221,0
307103573,Palm Beach,991,801,6,58,QLD,238,5,50,906,1069,13493,0
307103576,Paradise Point-Runaway Bay,1056,1061,8,77,QLD,351,8,74,911,1212,16128,0
345057034,Mundingburra,1003,847,7,61,QLD,253,6,54,925,1054,3726,0
307103585,Southport,985,771,6,56,QLD,226,5,48,877,1133,24096,0
307103587,Surfers Paradise,1033,975,7,70,QLD,306,7,65,866,1204,18503,9
307153502,Ashmore-Benowa,1062,1097,8,79,QLD,366,8,77,911,1183,18781,0
307153592,Varsity Lakes,1022,922,7,67,QLD,287,7,61,810,1113,11796,0
307153525,Carrara-Merrimac,1019,911,7,66,QLD,281,6,59,902,1121,16377,0
345057041,North Ward-Castle Hill,1075,1153,9,83,QLD,387,9,82,1007,1209,5588,0
320057262,Warwick (S) - Central,904,199,2,15,QLD,68,2,15,818,964,11217,0
307153535,Currumbin Waters,997,826,6,60,QLD,244,6,52,876,1068,9642,0
307153531,Coombabah,953,571,5,41,QLD,173,4,37,810,1062,9305,0
307153534,Currumbin Valley-Tallebudgera,1064,1103,8,80,QLD,369,8,78,1026,1086,6386,0
320057263,Warwick (S) - East,927,361,3,26,QLD,113,3,24,836,992,4251,0
320057265,Warwick (S) - North,937,448,4,33,QLD,138,3,29,883,1005,2478,0
320057266,Warwick (S) - West,936,432,4,31,QLD,131,3,28,824,966,3590,0
325050300,Balonne (S),942,487,4,35,QLD,150,4,32,777,1047,4626,0
345057038,Murray,1102,1247,9,90,QLD,421,9,89,970,1167,10100,8
330152104,Calliope (S) - Pt B,915,272,2,20,QLD,89,2,19,811,977,2726,3
309054907,Maroochy (S) - Maroochydore,963,636,5,46,QLD,188,4,40,821,1144,16352,0
330152850,Duaringa (S),991,804,6,58,QLD,240,6,51,862,1062,6744,0
330153000,Emerald (S),1013,884,7,64,QLD,265,6,56,719,1136,14355,0
330153154,Fitzroy (S) - Pt B,937,451,4,33,QLD,140,3,30,831,1007,4389,0
330154100,Jericho (S),931,391,3,29,QLD,123,3,26,860,1026,920,0
330154554,Livingstone (S) - Pt B,966,655,5,47,QLD,191,5,41,802,1103,24965,0
345057078,Wulguru,952,570,5,41,QLD,172,4,37,911,993,4917,0
307153537,Elanora,1035,985,8,71,QLD,311,7,66,953,1103,11679,0
307153543,Helensvale,1057,1064,8,77,QLD,353,8,75,895,1188,14768,0
309055755,Noosa (S) - Sunshine-Peregian,1051,1042,8,75,QLD,340,8,72,939,1176,9236,0
325056400,Roma (T),952,569,5,41,QLD,171,4,36,867,1016,6507,0
325057200,Warroo (S),958,606,5,44,QLD,182,4,39,857,1051,1038,0
330053151,Fitzroy (S) - Pt A,948,535,4,39,QLD,165,4,35,920,984,6182,0
330054551,Livingstone (S) - Pt A,1038,996,8,72,QLD,320,7,68,963,1060,3904,12
330056350,Rockhampton (C),945,514,4,37,QLD,158,4,34,796,1125,58747,0
330102101,Calliope (S) - Pt A,1007,863,7,62,QLD,257,6,54,892,1081,13818,0
330103350,Gladstone (C),979,734,6,53,QLD,212,5,45,862,1087,29084,0
330150350,Banana (S),958,607,5,44,QLD,183,4,39,797,1086,13358,0
330150500,Bauhinia (S),965,643,5,47,QLD,190,4,40,933,1032,2189,0
307153547,Hope Island,1122,1297,10,93,QLD,441,10,93,1050,1209,5395,0
307153551,Kingsholme-Upper Coomera,1046,1023,8,74,QLD,333,7,70,986,1145,14736,0
307153564,Molendinar,1023,926,7,67,QLD,290,7,61,851,1126,5605,0
307153566,Mudgeeraba-Reedy Creek,1046,1025,8,74,QLD,334,8,71,956,1161,20514,0
307153567,Nerang,987,782,6,57,QLD,232,5,49,833,1103,23633,0
307153568,Oxenford-Maudsland,1038,995,8,72,QLD,319,7,67,924,1148,11479,0
307153572,Pacific Pines-Gaven,1059,1077,8,78,QLD,356,8,75,980,1114,11089,0
312100800,Boonah (S),933,405,3,30,QLD,125,3,27,835,977,8642,0
312103250,Gatton (S),937,443,4,32,QLD,135,3,29,847,1041,15640,0
312104450,Laidley (S),911,243,2,18,QLD,86,2,19,823,969,14480,0
330155350,Mount Morgan (S),813,75,1,6,QLD,34,1,8,789,875,2984,0
330155850,Peak Downs (S),1023,928,7,67,QLD,292,7,62,964,1062,3188,0
345057058,Rosslea,955,589,5,43,QLD,177,4,38,928,981,1446,0
307153578,Parkwood-Arundel,1063,1101,8,79,QLD,367,8,77,942,1152,17782,0
307153581,Pimpama-Coomera,1062,1091,8,79,QLD,361,8,76,940,1204,5479,0
320016901,Toowoomba (C) - Central,947,530,4,38,QLD,163,4,35,795,1025,13547,0
340107330,Whitsunday (S),996,823,6,59,QLD,243,6,51,881,1093,16957,3
307153582,Robina,1084,1180,9,85,QLD,400,9,84,997,1158,19182,0
320016903,Toowoomba (C) - North-East,1042,1012,8,73,QLD,329,7,69,863,1171,10161,0
307153593,Worongary-Tallai,1057,1065,8,77,QLD,354,8,75,954,1143,9322,0
307200553,Beaudesert (S) - Pt B,1023,927,7,67,QLD,291,7,62,953,1129,10038,0
307203538,Guanaba-Springbrook,1040,1002,8,72,QLD,323,7,68,978,1103,3971,6
309052132,Caloundra (C) - Caloundra N.,988,785,6,57,QLD,234,5,50,839,1073,21155,0
309052133,Caloundra (C) - Caloundra S.,982,750,6,54,QLD,219,5,46,814,1141,20137,0
309052135,Caloundra (C) - Kawana,1016,891,7,64,QLD,268,6,57,797,1141,20318,0
309054902,Maroochy (S) - Buderim,1060,1082,8,78,QLD,358,8,76,842,1161,39911,1
309054911,Maroochy (S) - Mooloolaba,1019,905,7,65,QLD,277,6,59,912,1111,10244,0
320053600,Goondiwindi (T),935,430,4,31,QLD,130,3,28,838,992,4713,0
320053900,Inglewood (S),897,165,2,12,QLD,58,2,13,832,969,2534,0
320054204,Jondaryan (S) - Pt B,921,309,3,23,QLD,98,3,21,822,1037,6984,1
320055000,Millmerran (S),907,223,2,16,QLD,74,2,16,805,980,3098,0
309054914,Maroochy (S) - Nambour,934,420,4,31,QLD,128,3,27,834,1007,13278,0
309054917,Maroochy (S) - Paynter-Petrie Creek,1000,835,6,60,QLD,248,6,52,900,1062,15203,0
309055756,Noosa (S) - Tewantin,963,635,5,46,QLD,187,4,40,851,1105,11553,0
309102136,Caloundra (C) - Hinterland,1000,834,6,60,QLD,247,6,52,924,1078,7656,0
309102138,Caloundra (C) - Rail Corridor,981,747,6,54,QLD,218,5,46,884,1054,18330,0
315051810,Bundaberg (C),908,228,2,17,QLD,78,2,17,771,1017,45803,0
315051981,Burnett (S) - Pt A,969,670,5,48,QLD,195,5,41,872,1069,13965,0
315073751,Hervey Bay (C) - Pt A,939,461,4,34,QLD,143,3,30,846,1094,48157,0
315100700,Biggenden (S),872,105,1,8,QLD,45,1,10,842,920,1524,0
315101984,Burnett (S) - Pt B,925,352,3,26,QLD,111,3,24,833,986,12330,0
320056600,Stanthorpe (S),903,192,2,14,QLD,64,2,14,811,993,10123,0
320056700,Tara (S),878,112,1,9,QLD,47,1,10,774,1001,3675,0
320056750,Taroom (S),919,295,3,22,QLD,94,2,20,851,1016,2388,0
320057120,Waggamba (S),988,787,6,57,QLD,236,5,50,794,1095,2872,0
320057150,Wambo (S),937,446,4,32,QLD,137,3,29,832,1008,5227,0
315102330,Cherbourg (S),674,12,1,1,QLD,6,1,2,674,674,1128,0
315102532,Cooloola (S) (excl. Gympie),918,288,3,21,QLD,93,2,20,800,1057,19617,0
315102535,Cooloola (S) - Gympie only,910,232,2,17,QLD,81,2,17,847,1000,16452,0
315102950,Eidsvold (S),881,120,1,9,QLD,50,2,11,814,973,860,0
315103300,Gayndah (S),898,171,2,13,QLD,59,2,13,835,988,2786,0
315103754,Hervey Bay (C) - Pt B,868,102,1,8,QLD,44,1,10,819,1004,4064,0
315104000,Isis (S),891,141,2,11,QLD,55,2,12,802,960,6297,0
315104300,Kilkivan (S),885,123,1,9,QLD,52,2,11,842,958,3452,0
315104350,Kingaroy (S),947,528,4,38,QLD,162,4,34,817,1049,12221,0
315104400,Kolan (S),853,88,1,7,QLD,39,1,9,772,905,4563,0
315104950,Maryborough (C),903,197,2,15,QLD,66,2,14,783,1017,25703,2
315105100,Miriam Vale (S),904,207,2,15,QLD,69,2,15,798,1035,5128,1
315105150,Monto (S),905,214,2,16,QLD,72,2,16,868,985,2434,0
315105450,Mundubbera (S),894,151,2,11,QLD,57,2,12,846,949,2116,0
315105500,Murgon (S),910,238,2,18,QLD,84,2,18,853,997,3456,0
315105650,Nanango (S),872,106,1,8,QLD,46,1,10,826,1023,9014,0
315105900,Perry (S),902,189,2,14,QLD,62,2,13,871,923,428,0
315106850,Tiaro (S),864,96,1,7,QLD,42,1,9,805,919,5324,0
315107450,Wondai (S),881,118,1,9,QLD,49,2,11,774,994,4398,0
315107500,Woocoo (S),941,477,4,35,QLD,145,4,31,831,971,3440,0
320012151,Cambooya (S) - Pt A,1021,918,7,66,QLD,285,6,60,940,1096,3909,0
320014201,Jondaryan (S) - Pt A,1041,1006,8,73,QLD,324,7,68,947,1088,7111,6
320016451,Rosalie (S) - Pt A,985,769,6,56,QLD,225,5,48,938,1012,4539,0
320016905,Toowoomba (C) - North-West,919,299,3,22,QLD,95,2,20,785,1093,18374,1
345057003,City,1101,1243,9,90,QLD,419,9,88,1053,1135,1985,0
320016906,Toowoomba (C) - South-East,1034,981,8,71,QLD,310,7,65,873,1152,26026,0
345057007,Cranbrook,991,803,6,58,QLD,239,6,51,941,1056,6276,0
320016908,Toowoomba (C) - West,930,388,3,28,QLD,122,3,26,835,1021,22092,0
320052154,Cambooya (S) - Pt B,999,832,6,60,QLD,246,6,52,951,1051,1909,0
320052350,Chinchilla (S),936,438,4,32,QLD,133,3,28,814,1022,5940,1
320052400,Clifton (S),922,314,3,23,QLD,99,3,21,861,1007,2612,0
320052554,Crow's Nest (S) - Pt B,941,475,4,35,QLD,144,4,31,883,1024,3922,0
320052650,Dalby (T),943,493,4,36,QLD,151,4,32,857,1015,9779,0
325050650,Bendemere (S),909,229,2,17,QLD,79,2,17,811,990,987,0
325050850,Booringa (S),909,231,2,17,QLD,80,2,17,847,1061,1705,0
325051750,Bulloo (S),936,434,4,32,QLD,132,3,28,910,1020,371,0
325051850,Bungil (S),981,743,6,54,QLD,216,5,46,885,1029,2052,0
325055600,Murweh (S),932,402,3,29,QLD,124,3,26,813,1046,4580,0
330157550,Woorabinda (S),712,32,1,3,QLD,16,1,4,712,712,851,0
335050150,Aramac (S),938,456,4,33,QLD,142,3,30,858,1122,724,0
345057012,Currajong,945,508,4,37,QLD,155,4,33,872,975,2612,0
335050400,Barcaldine (S),937,450,4,33,QLD,139,3,30,892,1004,1617,0
335050450,Barcoo (S),943,496,4,36,QLD,152,4,32,865,1081,360,6
335050750,Blackall (S),903,193,2,14,QLD,65,2,14,857,1108,1456,0
335050900,Boulia (S),889,132,1,10,QLD,54,2,12,823,1031,420,0
335052750,Diamantina (S),910,239,2,18,QLD,85,2,18,888,979,281,7
345057074,West End,980,736,6,53,QLD,213,5,45,902,1021,3659,0
335053850,Ilfracombe (S),951,556,4,40,QLD,169,4,36,884,1090,267,0
335054050,Isisford (S),925,347,3,25,QLD,109,3,23,862,1050,264,0
335054700,Longreach (S),980,741,6,54,QLD,215,5,46,940,1136,3522,0
335056650,Tambo (S),933,409,3,30,QLD,126,3,27,871,1087,560,0
335057400,Winton (S),924,332,3,24,QLD,104,3,22,879,1079,1380,0
340054762,Mackay (C) - Pt A,997,828,6,60,QLD,245,6,52,857,1150,72845,1
340100600,Belyando (S),1025,943,7,68,QLD,299,7,63,919,1123,10455,0
340100950,Bowen (S),904,198,2,15,QLD,67,2,15,833,1009,12378,0
340101700,Broadsound (S),1001,837,6,60,QLD,249,6,53,833,1062,6843,0
340104765,Mackay (C) - Pt B,961,618,5,45,QLD,184,4,39,849,1062,12045,1
350104970,Mer (IC),696,23,1,2,QLD,11,1,3,696,696,483,0
350105670,Napranum (S),666,8,1,1,QLD,4,1,1,666,666,840,1
345057044,Oonoonba-Idalia-Cluden,1034,979,8,71,QLD,309,7,65,914,1148,3542,0
345057047,Pallarenda-Shelley Beach,1071,1129,9,81,QLD,378,8,80,1071,1071,1026,0
345057062,Rowes Bay-Belgian Gardens,1018,901,7,65,QLD,274,6,58,974,1144,2365,0
350100770,Boigu (IC),677,13,1,1,QLD,7,1,2,677,677,284,0
350102078,Cairns (C) - Pt B,954,576,5,42,QLD,175,4,37,873,1031,4703,0
350102200,Cardwell (S),924,330,3,24,QLD,103,3,22,839,1095,9528,2
350102500,Cook (S),917,282,3,21,QLD,91,2,20,795,1045,3466,2
350102600,Croydon (S),849,85,1,7,QLD,37,1,8,802,959,254,0
345057065,South Townsville,981,746,6,54,QLD,217,5,46,938,1010,1913,0
345057068,Stuart-Roseneath,901,181,2,13,QLD,61,2,13,900,902,1236,48
345057071,Vincent,917,286,3,21,QLD,92,2,20,816,996,2592,0
345106801,Kelso,958,604,5,44,QLD,180,4,38,883,1032,8697,0
350102740,Dauan (IC),732,46,1,4,QLD,22,1,5,732,732,152,0
350102800,Douglas (S),976,713,6,52,QLD,202,5,43,621,1140,10191,0
345106804,Kirwan,1011,880,7,64,QLD,262,6,55,874,1083,23101,0
345106807,Thuringowa (C) - Pt A Bal,976,711,6,51,QLD,201,5,43,829,1096,19784,0
345151900,Burdekin (S),922,316,3,23,QLD,100,3,21,854,1028,17019,0
345152300,Charters Towers (C),915,268,2,20,QLD,88,2,19,865,984,7976,0
345155770,Palm Island (S),652,4,1,1,QLD,2,1,1,652,652,1982,0
345156831,Thuringowa (C) - Pt B,985,767,6,55,QLD,224,5,47,892,1060,7586,0
345157084,Townsville (C) - Pt B,983,757,6,55,QLD,221,5,47,848,1024,3715,0
350052062,Cairns (C) - Barron,1050,1039,8,75,QLD,338,8,71,956,1153,20051,0
350052065,Cairns (C) - Central Suburbs,912,246,2,18,QLD,87,2,19,789,1054,21369,3
350052066,Cairns (C) - City,993,811,6,59,QLD,242,6,51,865,1145,8168,0
350052068,Cairns (C) - Mt Whitfield,1062,1092,8,79,QLD,362,8,76,948,1158,11805,0
350052072,Cairns (C) - Northern Suburbs,1054,1051,8,76,QLD,345,8,73,980,1151,15207,0
350052074,Cairns (C) - Trinity,976,709,6,51,QLD,199,5,42,870,1126,33848,0
350103030,Erub (IC),729,44,1,4,QLD,21,1,5,729,729,317,0
350103100,Etheridge (S),944,499,4,36,QLD,153,4,33,883,987,851,0
350106480,St Pauls (IC),849,86,1,7,QLD,38,1,8,849,849,240,0
350052076,Cairns (C) - Western Suburbs,1037,990,8,71,QLD,316,7,67,891,1174,12286,0
350100200,Atherton (S),947,527,4,38,QLD,161,4,34,866,1017,10913,2
350100250,Aurukun (S),699,24,1,2,QLD,12,1,3,699,699,1045,0
350106570,Seisia (IC),826,77,1,6,QLD,35,1,8,826,826,164,0
350106950,Torres (S),900,176,2,13,QLD,60,2,13,788,979,3233,0
350107090,Ugar (IC),751,51,1,4,QLD,24,1,6,751,751,76,0
350100270,Badu (IC),713,35,1,3,QLD,17,1,4,713,713,820,0
350100330,Bamaga (IC),756,54,1,4,QLD,26,1,6,756,756,784,0
350103650,Hammond (IC),753,52,1,4,QLD,25,1,6,753,753,214,0
350103700,Herberton (S),878,113,1,9,QLD,48,2,11,810,1010,5420,0
350103830,Hope Vale (S),691,21,1,2,QLD,10,1,3,691,691,779,2
350104430,Kubin (IC),803,71,1,6,QLD,33,1,7,803,803,200,0
350104570,Lockhart River (S),716,39,1,3,QLD,18,1,4,716,716,553,1
350104740,Mabuiag (IC),766,58,1,5,QLD,27,1,6,766,766,248,0
350107170,Warraber (IC),716,40,1,3,QLD,19,1,4,716,716,246,0
805207389,Rivett,1071,1127,9,81,ACT,29,3,28,1038,1132,3070,0
350104830,Mapoon (S),770,61,1,5,QLD,30,1,7,770,770,239,3
350104850,Mareeba (S),924,337,3,25,QLD,106,3,23,789,1045,18211,6
350107650,Yorke (IC),725,43,1,4,QLD,20,1,5,725,725,298,0
355051950,Burke (S),945,512,4,37,QLD,157,4,33,921,960,497,6
355052250,Carpentaria (S),881,121,1,9,QLD,51,2,11,854,979,1939,0
355052450,Cloncurry (S),930,383,3,28,QLD,119,3,25,658,1053,3135,0
350105730,New Mapoon (S),766,59,1,5,QLD,28,1,6,766,766,344,0
350106070,Pormpuraaw (S),733,48,1,4,QLD,23,1,5,733,733,600,0
350106100,Poruma (IC),767,60,1,5,QLD,29,1,7,767,767,167,0
350106470,Saibai (IC),707,28,1,3,QLD,15,1,4,707,707,337,0
350107300,Weipa (T),1053,1044,8,75,QLD,342,8,72,1005,1072,2831,0
350107570,Wujal Wujal (S),689,20,1,2,QLD,9,1,2,689,689,325,0
